przystanek;nr_przystanku;linia;dzień;godzina docelowa
6098;02;114;2024-07-05;22:28:00
6098;02;114;2024-07-05;22:48:00
6098;02;114;2024-07-05;23:18:00
6003;05;114;2024-07-05;05:17:00
6003;05;114;2024-07-05;05:37:00
6003;05;114;2024-07-05;05:57:00
6003;05;114;2024-07-05;06:17:00
6003;05;114;2024-07-05;06:32:00
6003;05;114;2024-07-05;06:47:00
6003;05;114;2024-07-05;07:02:00
6003;05;114;2024-07-05;07:18:00
6003;05;114;2024-07-05;07:33:00
6003;05;114;2024-07-05;07:50:00
6003;05;114;2024-07-05;08:06:00
6003;05;114;2024-07-05;08:21:00
6003;05;114;2024-07-05;08:36:00
6003;05;114;2024-07-05;08:51:00
6003;05;114;2024-07-05;09:06:00
6003;05;114;2024-07-05;09:18:00
6003;05;114;2024-07-05;09:33:00
6003;05;114;2024-07-05;09:53:00
6003;05;114;2024-07-05;10:13:00
6003;05;114;2024-07-05;10:33:00
6003;05;114;2024-07-05;10:53:00
6003;05;114;2024-07-05;11:13:00
6003;05;114;2024-07-05;11:33:00
6003;05;114;2024-07-05;11:53:00
6003;05;114;2024-07-05;12:13:00
6003;05;114;2024-07-05;12:33:00
6003;05;114;2024-07-05;12:53:00
6003;05;114;2024-07-05;13:13:00
6003;05;114;2024-07-05;13:33:00
6003;05;114;2024-07-05;13:53:00
6003;05;114;2024-07-05;14:10:00
6003;05;114;2024-07-05;14:25:00
6003;05;114;2024-07-05;14:40:00
6003;05;114;2024-07-05;14:55:00
6003;05;114;2024-07-05;15:10:00
6003;05;114;2024-07-05;15:26:00
6003;05;114;2024-07-05;15:41:00
6003;05;114;2024-07-05;15:56:00
6003;05;114;2024-07-05;16:11:00
6003;05;114;2024-07-05;16:26:00
6003;05;114;2024-07-05;16:41:00
6003;05;114;2024-07-05;16:56:00
6003;05;114;2024-07-05;17:11:00
6003;05;114;2024-07-05;17:26:00
6003;05;114;2024-07-05;17:41:00
6003;05;114;2024-07-05;17:56:00
6003;05;114;2024-07-05;18:14:00
6003;05;114;2024-07-05;18:34:00
6003;05;114;2024-07-05;18:54:00
6003;05;114;2024-07-05;19:13:00
6003;05;114;2024-07-05;19:33:00
6003;05;114;2024-07-05;19:53:00
6003;05;114;2024-07-05;20:13:00
6003;05;114;2024-07-05;20:33:00
6003;05;114;2024-07-05;20:53:00
6003;05;114;2024-07-05;21:12:00
6003;05;114;2024-07-05;21:32:00
6003;05;114;2024-07-05;21:52:00
6003;05;114;2024-07-05;22:17:00
6003;05;114;2024-07-05;22:47:00
6003;05;114;2024-07-05;23:17:00
6003;05;114;2024-07-05;23:47:00
1159;01;114;2024-07-05;04:38:00
1159;01;114;2024-07-05;05:08:00
1159;01;114;2024-07-05;05:25:00
1159;01;114;2024-07-05;05:40:00
1159;01;114;2024-07-05;05:55:00
1159;01;114;2024-07-05;06:10:00
1159;01;114;2024-07-05;06:24:00
1159;01;114;2024-07-05;06:38:00
1159;01;114;2024-07-05;06:53:00
1159;01;114;2024-07-05;07:08:00
1159;01;114;2024-07-05;07:23:00
1159;01;114;2024-07-05;07:37:00
1159;01;114;2024-07-05;07:52:00
1159;01;114;2024-07-05;08:07:00
1159;01;114;2024-07-05;08:22:00
1159;01;114;2024-07-05;08:37:00
1159;01;114;2024-07-05;08:56:00
1159;01;114;2024-07-05;09:15:00
1159;01;114;2024-07-05;09:35:00
1159;01;114;2024-07-05;09:55:00
1159;01;114;2024-07-05;10:15:00
1159;01;114;2024-07-05;10:35:00
1159;01;114;2024-07-05;10:55:00
1159;01;114;2024-07-05;11:15:00
1159;01;114;2024-07-05;11:35:00
1159;01;114;2024-07-05;11:55:00
1159;01;114;2024-07-05;12:15:00
1159;01;114;2024-07-05;12:35:00
1159;01;114;2024-07-05;12:55:00
1159;01;114;2024-07-05;13:15:00
1159;01;114;2024-07-05;13:31:00
1159;01;114;2024-07-05;13:46:00
1159;01;114;2024-07-05;14:01:00
1159;01;114;2024-07-05;14:16:00
1159;01;114;2024-07-05;14:31:00
1159;01;114;2024-07-05;14:46:00
1159;01;114;2024-07-05;15:01:00
1159;01;114;2024-07-05;15:14:00
1159;01;114;2024-07-05;15:31:00
1159;01;114;2024-07-05;15:46:00
1159;01;114;2024-07-05;16:01:00
1159;01;114;2024-07-05;16:16:00
1159;01;114;2024-07-05;16:31:00
1159;01;114;2024-07-05;16:46:00
1159;01;114;2024-07-05;17:01:00
1159;01;114;2024-07-05;17:16:00
1159;01;114;2024-07-05;17:31:00
1159;01;114;2024-07-05;17:46:00
1159;01;114;2024-07-05;18:01:00
1159;01;114;2024-07-05;18:16:00
1159;01;114;2024-07-05;18:31:00
1159;01;114;2024-07-05;18:46:00
1159;01;114;2024-07-05;19:01:00
1159;01;114;2024-07-05;19:16:00
1159;01;114;2024-07-05;19:35:00
1159;01;114;2024-07-05;19:55:00
1159;01;114;2024-07-05;20:15:00
1159;01;114;2024-07-05;20:35:00
1159;01;114;2024-07-05;20:55:00
1159;01;114;2024-07-05;21:16:00
1159;01;114;2024-07-05;21:38:00
1159;01;114;2024-07-05;21:58:00
1159;01;114;2024-07-05;22:18:00
1159;01;114;2024-07-05;22:38:00
1159;01;114;2024-07-05;23:08:00
6083;01;114;2024-07-05;04:42:00
6083;01;114;2024-07-05;05:12:00
6083;01;114;2024-07-05;05:29:00
6083;01;114;2024-07-05;05:44:00
6083;01;114;2024-07-05;05:59:00
6083;01;114;2024-07-05;06:14:00
6083;01;114;2024-07-05;06:28:00
6083;01;114;2024-07-05;06:43:00
6083;01;114;2024-07-05;06:58:00
6083;01;114;2024-07-05;07:13:00
6083;01;114;2024-07-05;07:28:00
6083;01;114;2024-07-05;07:42:00
6083;01;114;2024-07-05;07:57:00
6083;01;114;2024-07-05;08:12:00
6083;01;114;2024-07-05;08:27:00
6083;01;114;2024-07-05;08:42:00
6083;01;114;2024-07-05;09:01:00
6083;01;114;2024-07-05;09:19:00
6083;01;114;2024-07-05;09:39:00
6083;01;114;2024-07-05;09:59:00
6083;01;114;2024-07-05;10:19:00
6083;01;114;2024-07-05;10:39:00
6083;01;114;2024-07-05;10:59:00
6083;01;114;2024-07-05;11:19:00
6083;01;114;2024-07-05;11:39:00
6083;01;114;2024-07-05;11:59:00
6083;01;114;2024-07-05;12:19:00
6083;01;114;2024-07-05;12:39:00
6083;01;114;2024-07-05;12:59:00
6083;01;114;2024-07-05;13:19:00
6083;01;114;2024-07-05;13:35:00
6083;01;114;2024-07-05;13:50:00
6083;01;114;2024-07-05;14:05:00
6083;01;114;2024-07-05;14:20:00
6083;01;114;2024-07-05;14:35:00
6083;01;114;2024-07-05;14:50:00
6083;01;114;2024-07-05;15:05:00
6083;01;114;2024-07-05;15:18:00
6083;01;114;2024-07-05;15:35:00
6083;01;114;2024-07-05;15:50:00
6083;01;114;2024-07-05;16:05:00
6083;01;114;2024-07-05;16:20:00
6083;01;114;2024-07-05;16:35:00
6083;01;114;2024-07-05;16:50:00
6083;01;114;2024-07-05;17:05:00
6083;01;114;2024-07-05;17:20:00
6083;01;114;2024-07-05;17:35:00
6083;01;114;2024-07-05;17:50:00
6083;01;114;2024-07-05;18:05:00
6083;01;114;2024-07-05;18:20:00
6083;01;114;2024-07-05;18:35:00
6083;01;114;2024-07-05;18:50:00
6083;01;114;2024-07-05;19:05:00
6083;01;114;2024-07-05;19:20:00
6083;01;114;2024-07-05;19:39:00
6083;01;114;2024-07-05;19:59:00
6083;01;114;2024-07-05;20:19:00
6083;01;114;2024-07-05;20:39:00
6083;01;114;2024-07-05;20:59:00
6083;01;114;2024-07-05;21:20:00
6083;01;114;2024-07-05;21:42:00
6083;01;114;2024-07-05;22:02:00
6083;01;114;2024-07-05;22:22:00
6083;01;114;2024-07-05;22:42:00
6083;01;114;2024-07-05;23:12:00
6099;01;114;2024-07-05;05:18:00
6099;01;114;2024-07-05;05:38:00
6099;01;114;2024-07-05;05:58:00
6099;01;114;2024-07-05;06:18:00
6099;01;114;2024-07-05;06:33:00
6099;01;114;2024-07-05;06:48:00
6099;01;114;2024-07-05;07:03:00
6099;01;114;2024-07-05;07:19:00
6099;01;114;2024-07-05;07:34:00
6099;01;114;2024-07-05;07:51:00
6099;01;114;2024-07-05;08:07:00
6099;01;114;2024-07-05;08:22:00
6099;01;114;2024-07-05;08:37:00
6099;01;114;2024-07-05;08:52:00
6099;01;114;2024-07-05;09:07:00
6099;01;114;2024-07-05;09:19:00
6099;01;114;2024-07-05;09:34:00
6099;01;114;2024-07-05;09:54:00
6099;01;114;2024-07-05;10:14:00
6099;01;114;2024-07-05;10:34:00
6099;01;114;2024-07-05;10:54:00
6099;01;114;2024-07-05;11:14:00
6099;01;114;2024-07-05;11:34:00
6099;01;114;2024-07-05;11:54:00
6099;01;114;2024-07-05;12:14:00
6099;01;114;2024-07-05;12:34:00
6099;01;114;2024-07-05;12:54:00
6099;01;114;2024-07-05;13:14:00
6099;01;114;2024-07-05;13:34:00
6099;01;114;2024-07-05;13:54:00
6099;01;114;2024-07-05;14:11:00
6099;01;114;2024-07-05;14:26:00
6099;01;114;2024-07-05;14:41:00
6099;01;114;2024-07-05;14:56:00
6099;01;114;2024-07-05;15:11:00
6099;01;114;2024-07-05;15:27:00
6099;01;114;2024-07-05;15:42:00
6099;01;114;2024-07-05;15:57:00
6099;01;114;2024-07-05;16:12:00
6099;01;114;2024-07-05;16:27:00
6099;01;114;2024-07-05;16:42:00
6099;01;114;2024-07-05;16:57:00
6099;01;114;2024-07-05;17:12:00
6099;01;114;2024-07-05;17:27:00
6099;01;114;2024-07-05;17:42:00
6099;01;114;2024-07-05;17:57:00
6099;01;114;2024-07-05;18:15:00
6099;01;114;2024-07-05;18:35:00
6099;01;114;2024-07-05;18:55:00
6099;01;114;2024-07-05;19:14:00
6099;01;114;2024-07-05;19:34:00
6099;01;114;2024-07-05;19:54:00
6099;01;114;2024-07-05;20:14:00
6099;01;114;2024-07-05;20:34:00
6099;01;114;2024-07-05;20:54:00
6099;01;114;2024-07-05;21:13:00
6099;01;114;2024-07-05;21:33:00
6099;01;114;2024-07-05;21:53:00
6099;01;114;2024-07-05;22:18:00
6099;01;114;2024-07-05;22:48:00
6099;01;114;2024-07-05;23:18:00
6099;01;114;2024-07-05;23:48:00
6099;02;114;2024-07-05;04:44:00
6099;02;114;2024-07-05;05:14:00
6099;02;114;2024-07-05;05:31:00
6099;02;114;2024-07-05;05:46:00
6099;02;114;2024-07-05;06:01:00
6099;02;114;2024-07-05;06:17:00
6099;02;114;2024-07-05;06:31:00
6099;02;114;2024-07-05;06:46:00
6099;02;114;2024-07-05;07:01:00
6099;02;114;2024-07-05;07:16:00
6099;02;114;2024-07-05;07:31:00
6099;02;114;2024-07-05;07:46:00
6099;02;114;2024-07-05;08:01:00
6099;02;114;2024-07-05;08:16:00
6099;02;114;2024-07-05;08:31:00
6099;02;114;2024-07-05;08:46:00
6099;02;114;2024-07-05;09:04:00
6099;02;114;2024-07-05;09:22:00
6099;02;114;2024-07-05;09:42:00
6099;02;114;2024-07-05;10:02:00
6099;02;114;2024-07-05;10:22:00
6099;02;114;2024-07-05;10:42:00
6099;02;114;2024-07-05;11:02:00
6099;02;114;2024-07-05;11:22:00
6099;02;114;2024-07-05;11:42:00
6099;02;114;2024-07-05;12:02:00
6099;02;114;2024-07-05;12:22:00
6099;02;114;2024-07-05;12:42:00
6099;02;114;2024-07-05;13:02:00
6099;02;114;2024-07-05;13:22:00
6099;02;114;2024-07-05;13:38:00
6099;02;114;2024-07-05;13:53:00
6099;02;114;2024-07-05;14:08:00
6099;02;114;2024-07-05;14:23:00
6099;02;114;2024-07-05;14:38:00
6099;02;114;2024-07-05;14:53:00
6099;02;114;2024-07-05;15:08:00
6099;02;114;2024-07-05;15:21:00
6099;02;114;2024-07-05;15:38:00
6099;02;114;2024-07-05;15:53:00
6099;02;114;2024-07-05;16:08:00
6099;02;114;2024-07-05;16:23:00
6099;02;114;2024-07-05;16:38:00
6099;02;114;2024-07-05;16:53:00
6099;02;114;2024-07-05;17:08:00
6099;02;114;2024-07-05;17:23:00
6099;02;114;2024-07-05;17:38:00
6099;02;114;2024-07-05;17:53:00
6099;02;114;2024-07-05;18:08:00
6099;02;114;2024-07-05;18:23:00
6099;02;114;2024-07-05;18:38:00
6099;02;114;2024-07-05;18:53:00
6099;02;114;2024-07-05;19:08:00
6099;02;114;2024-07-05;19:23:00
6099;02;114;2024-07-05;19:42:00
6099;02;114;2024-07-05;20:02:00
6099;02;114;2024-07-05;20:22:00
6099;02;114;2024-07-05;20:42:00
6099;02;114;2024-07-05;21:02:00
6099;02;114;2024-07-05;21:22:00
6099;02;114;2024-07-05;21:44:00
6099;02;114;2024-07-05;22:04:00
6099;02;114;2024-07-05;22:24:00
6099;02;114;2024-07-05;22:44:00
6099;02;114;2024-07-05;23:14:00
1162;06;114;2024-07-05;04:37:00
1162;06;114;2024-07-05;05:07:00
1162;06;114;2024-07-05;05:24:00
1162;06;114;2024-07-05;05:39:00
1162;06;114;2024-07-05;05:54:00
1162;06;114;2024-07-05;06:09:00
1162;06;114;2024-07-05;06:23:00
1162;06;114;2024-07-05;06:36:00
1162;06;114;2024-07-05;06:51:00
1162;06;114;2024-07-05;07:06:00
1162;06;114;2024-07-05;07:21:00
1162;06;114;2024-07-05;07:35:00
1162;06;114;2024-07-05;07:50:00
1162;06;114;2024-07-05;08:05:00
1162;06;114;2024-07-05;08:20:00
1162;06;114;2024-07-05;08:35:00
1162;06;114;2024-07-05;08:54:00
1162;06;114;2024-07-05;09:14:00
1162;06;114;2024-07-05;09:34:00
1162;06;114;2024-07-05;09:54:00
1162;06;114;2024-07-05;10:14:00
1162;06;114;2024-07-05;10:34:00
1162;06;114;2024-07-05;10:54:00
1162;06;114;2024-07-05;11:14:00
1162;06;114;2024-07-05;11:34:00
1162;06;114;2024-07-05;11:54:00
1162;06;114;2024-07-05;12:14:00
1162;06;114;2024-07-05;12:34:00
1162;06;114;2024-07-05;12:54:00
1162;06;114;2024-07-05;13:14:00
1162;06;114;2024-07-05;13:30:00
1162;06;114;2024-07-05;13:45:00
1162;06;114;2024-07-05;14:00:00
1162;06;114;2024-07-05;14:15:00
1162;06;114;2024-07-05;14:30:00
1162;06;114;2024-07-05;14:45:00
1162;06;114;2024-07-05;15:00:00
1162;06;114;2024-07-05;15:13:00
1162;06;114;2024-07-05;15:30:00
1162;06;114;2024-07-05;15:45:00
1162;06;114;2024-07-05;16:00:00
1162;06;114;2024-07-05;16:15:00
1162;06;114;2024-07-05;16:30:00
1162;06;114;2024-07-05;16:45:00
1162;06;114;2024-07-05;17:00:00
1162;06;114;2024-07-05;17:15:00
1162;06;114;2024-07-05;17:30:00
1162;06;114;2024-07-05;17:45:00
1162;06;114;2024-07-05;18:00:00
1162;06;114;2024-07-05;18:15:00
1162;06;114;2024-07-05;18:30:00
1162;06;114;2024-07-05;18:45:00
1162;06;114;2024-07-05;19:00:00
1162;06;114;2024-07-05;19:15:00
1162;06;114;2024-07-05;19:34:00
1162;06;114;2024-07-05;19:54:00
1162;06;114;2024-07-05;20:14:00
1162;06;114;2024-07-05;20:34:00
1162;06;114;2024-07-05;20:54:00
1162;06;114;2024-07-05;21:15:00
1162;06;114;2024-07-05;21:37:00
1162;06;114;2024-07-05;21:57:00
1162;06;114;2024-07-05;22:17:00
1162;06;114;2024-07-05;22:37:00
1162;06;114;2024-07-05;23:07:00
1013;03;114;2024-07-05;04:39:00
1013;03;114;2024-07-05;05:09:00
1013;03;114;2024-07-05;05:26:00
1013;03;114;2024-07-05;05:41:00
1013;03;114;2024-07-05;05:56:00
1013;03;114;2024-07-05;06:11:00
1013;03;114;2024-07-05;06:25:00
1013;03;114;2024-07-05;06:40:00
1013;03;114;2024-07-05;06:55:00
1013;03;114;2024-07-05;07:10:00
1013;03;114;2024-07-05;07:25:00
1013;03;114;2024-07-05;07:39:00
1013;03;114;2024-07-05;07:54:00
1013;03;114;2024-07-05;08:09:00
1013;03;114;2024-07-05;08:24:00
1013;03;114;2024-07-05;08:39:00
1013;03;114;2024-07-05;08:58:00
1013;03;114;2024-07-05;09:16:00
1013;03;114;2024-07-05;09:36:00
1013;03;114;2024-07-05;09:56:00
1013;03;114;2024-07-05;10:16:00
1013;03;114;2024-07-05;10:36:00
1013;03;114;2024-07-05;10:56:00
1013;03;114;2024-07-05;11:16:00
1013;03;114;2024-07-05;11:36:00
1013;03;114;2024-07-05;11:56:00
1013;03;114;2024-07-05;12:16:00
1013;03;114;2024-07-05;12:36:00
1013;03;114;2024-07-05;12:56:00
1013;03;114;2024-07-05;13:16:00
1013;03;114;2024-07-05;13:32:00
1013;03;114;2024-07-05;13:47:00
1013;03;114;2024-07-05;14:02:00
1013;03;114;2024-07-05;14:17:00
1013;03;114;2024-07-05;14:32:00
1013;03;114;2024-07-05;14:47:00
1013;03;114;2024-07-05;15:02:00
1013;03;114;2024-07-05;15:15:00
1013;03;114;2024-07-05;15:32:00
1013;03;114;2024-07-05;15:47:00
1013;03;114;2024-07-05;16:02:00
1013;03;114;2024-07-05;16:17:00
1013;03;114;2024-07-05;16:32:00
1013;03;114;2024-07-05;16:47:00
1013;03;114;2024-07-05;17:02:00
1013;03;114;2024-07-05;17:17:00
1013;03;114;2024-07-05;17:32:00
1013;03;114;2024-07-05;17:47:00
1013;03;114;2024-07-05;18:02:00
1013;03;114;2024-07-05;18:17:00
1013;03;114;2024-07-05;18:32:00
1013;03;114;2024-07-05;18:47:00
1013;03;114;2024-07-05;19:02:00
1013;03;114;2024-07-05;19:17:00
1013;03;114;2024-07-05;19:36:00
1013;03;114;2024-07-05;19:56:00
1013;03;114;2024-07-05;20:16:00
1013;03;114;2024-07-05;20:36:00
1013;03;114;2024-07-05;20:56:00
1013;03;114;2024-07-05;21:17:00
1013;03;114;2024-07-05;21:39:00
1013;03;114;2024-07-05;21:59:00
1013;03;114;2024-07-05;22:19:00
1013;03;114;2024-07-05;22:39:00
1013;03;114;2024-07-05;23:09:00
6003;06;114;2024-07-05;04:47:00
6003;06;114;2024-07-05;05:17:00
6003;06;114;2024-07-05;05:34:00
6003;06;114;2024-07-05;05:49:00
6003;06;114;2024-07-05;06:04:00
6003;06;114;2024-07-05;06:20:00
6003;06;114;2024-07-05;06:34:00
6003;06;114;2024-07-05;06:49:00
6003;06;114;2024-07-05;07:04:00
6003;06;114;2024-07-05;07:19:00
6003;06;114;2024-07-05;07:34:00
6003;06;114;2024-07-05;07:49:00
6003;06;114;2024-07-05;08:04:00
6003;06;114;2024-07-05;08:19:00
6003;06;114;2024-07-05;08:34:00
6003;06;114;2024-07-05;08:49:00
6003;06;114;2024-07-05;09:07:00
6003;06;114;2024-07-05;09:25:00
6003;06;114;2024-07-05;09:45:00
6003;06;114;2024-07-05;10:05:00
6003;06;114;2024-07-05;10:25:00
6003;06;114;2024-07-05;10:45:00
6003;06;114;2024-07-05;11:05:00
6003;06;114;2024-07-05;11:25:00
6003;06;114;2024-07-05;11:45:00
6003;06;114;2024-07-05;12:05:00
6003;06;114;2024-07-05;12:25:00
6003;06;114;2024-07-05;12:45:00
6003;06;114;2024-07-05;13:05:00
6003;06;114;2024-07-05;13:25:00
6003;06;114;2024-07-05;13:41:00
6003;06;114;2024-07-05;13:56:00
6003;06;114;2024-07-05;14:11:00
6003;06;114;2024-07-05;14:26:00
6003;06;114;2024-07-05;14:41:00
6003;06;114;2024-07-05;14:56:00
6003;06;114;2024-07-05;15:11:00
6003;06;114;2024-07-05;15:24:00
6003;06;114;2024-07-05;15:41:00
6003;06;114;2024-07-05;15:56:00
6003;06;114;2024-07-05;16:11:00
6003;06;114;2024-07-05;16:26:00
6003;06;114;2024-07-05;16:41:00
6003;06;114;2024-07-05;16:56:00
6003;06;114;2024-07-05;17:11:00
6003;06;114;2024-07-05;17:26:00
6003;06;114;2024-07-05;17:41:00
6003;06;114;2024-07-05;17:56:00
6003;06;114;2024-07-05;18:11:00
6003;06;114;2024-07-05;18:26:00
6003;06;114;2024-07-05;18:41:00
6003;06;114;2024-07-05;18:56:00
6003;06;114;2024-07-05;19:11:00
6003;06;114;2024-07-05;19:26:00
6003;06;114;2024-07-05;19:45:00
6003;06;114;2024-07-05;20:05:00
6003;06;114;2024-07-05;20:25:00
6003;06;114;2024-07-05;20:45:00
6003;06;114;2024-07-05;21:05:00
6003;06;114;2024-07-05;21:25:00
6003;06;114;2024-07-05;21:47:00
6003;06;114;2024-07-05;22:07:00
6003;06;114;2024-07-05;22:27:00
6003;06;114;2024-07-05;22:47:00
6003;06;114;2024-07-05;23:17:00
1142;01;500;2024-07-05;04:43:00
1142;01;500;2024-07-05;04:58:00
1142;01;500;2024-07-05;05:13:00
1142;01;500;2024-07-05;05:28:00
1142;01;500;2024-07-05;05:43:00
1142;01;500;2024-07-05;05:58:00
1142;01;500;2024-07-05;06:13:00
1142;01;500;2024-07-05;06:28:00
1142;01;500;2024-07-05;06:44:00
1142;01;500;2024-07-05;06:59:00
1142;01;500;2024-07-05;07:14:00
1142;01;500;2024-07-05;07:29:00
1142;01;500;2024-07-05;07:44:00
1142;01;500;2024-07-05;07:59:00
1142;01;500;2024-07-05;08:14:00
1142;01;500;2024-07-05;08:29:00
1142;01;500;2024-07-05;08:44:00
1142;01;500;2024-07-05;08:59:00
1142;01;500;2024-07-05;09:13:00
1142;01;500;2024-07-05;09:28:00
1142;01;500;2024-07-05;09:43:00
1142;01;500;2024-07-05;09:58:00
1142;01;500;2024-07-05;10:13:00
1142;01;500;2024-07-05;10:28:00
1142;01;500;2024-07-05;10:43:00
1142;01;500;2024-07-05;10:58:00
1142;01;500;2024-07-05;11:13:00
1142;01;500;2024-07-05;11:28:00
1142;01;500;2024-07-05;11:43:00
1142;01;500;2024-07-05;11:58:00
1142;01;500;2024-07-05;12:13:00
1142;01;500;2024-07-05;12:28:00
1142;01;500;2024-07-05;12:43:00
1142;01;500;2024-07-05;12:58:00
1142;01;500;2024-07-05;13:13:00
1142;01;500;2024-07-05;13:28:00
1142;01;500;2024-07-05;13:43:00
1142;01;500;2024-07-05;13:58:00
1142;01;500;2024-07-05;14:13:00
1142;01;500;2024-07-05;14:28:00
1142;01;500;2024-07-05;14:43:00
1142;01;500;2024-07-05;14:58:00
1142;01;500;2024-07-05;15:13:00
1142;01;500;2024-07-05;15:28:00
1142;01;500;2024-07-05;15:43:00
1142;01;500;2024-07-05;15:58:00
1142;01;500;2024-07-05;16:13:00
1142;01;500;2024-07-05;16:28:00
1142;01;500;2024-07-05;16:43:00
1142;01;500;2024-07-05;16:58:00
1142;01;500;2024-07-05;17:13:00
1142;01;500;2024-07-05;17:28:00
1142;01;500;2024-07-05;17:43:00
1142;01;500;2024-07-05;17:58:00
1142;01;500;2024-07-05;18:13:00
1142;01;500;2024-07-05;18:28:00
