przystanek,nr_przystanku,linia,kierunek,dzień,godzina przyjazdu
Rogowska,02,500,Bródno Podgrodzie,2024-07-02,04:37:00
Kołowa,02,500,Bródno Podgrodzie,2024-07-02,04:33:27
Berezyńska,01,9,P+R Al. Krakowska,2024-07-02,04:36:06
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-02,04:36:36
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-02,04:38:53
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-02,04:41:29
Krucza,06,9,P+R Al. Krakowska,2024-07-02,04:43:15
Centrum,10,9,P+R Al. Krakowska,2024-07-02,04:44:06
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-07-02,04:36:57
Żerań FSO,04,114,Bródno Podgrodzie,2024-07-02,04:38:38
PKP Toruńska,02,114,Bródno Podgrodzie,2024-07-02,04:39:18
Bazyliańska,01,114,Bródno Podgrodzie,2024-07-02,04:39:28
Szwedzka,01,190,Os. Górczewska,2024-07-02,04:36:58
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-02,04:38:08
Dw.Wileński,03,190,Os. Górczewska,2024-07-02,04:40:37
Park Praski,01,190,Os. Górczewska,2024-07-02,04:41:44
Stare Miasto,02,190,Os. Górczewska,2024-07-02,04:43:42
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-02,04:45:38
Kino Femina,02,190,Os. Górczewska,2024-07-02,04:47:18
Wola-Ratusz,02,190,Os. Górczewska,2024-07-02,04:48:38
Szwedzka,02,190,CH Marki,2024-07-02,04:38:17
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-02,04:40:51
Międzynarodowa,01,523,Stare Bemowo,2024-07-02,04:42:30
Saska,01,523,Stare Bemowo,2024-07-02,04:43:56
Rozbrat,02,523,Stare Bemowo,2024-07-02,04:46:29
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-02,04:48:44
Marszałkowska,02,523,Stare Bemowo,2024-07-02,04:49:29
Metro Politechnika,02,523,Stare Bemowo,2024-07-02,04:51:59
Wola-Ratusz,01,190,CH Marki,2024-07-02,04:41:36
Kino Femina,01,190,CH Marki,2024-07-02,04:42:22
Metro Ratusz-Arsenał,09,190,CH Marki,2024-07-02,04:45:00
Stare Miasto,01,190,CH Marki,2024-07-02,04:46:48
Park Praski,02,190,CH Marki,2024-07-02,04:48:35
Dw.Wileński,04,190,CH Marki,2024-07-02,04:49:37
Rzeszotarskiej,02,190,CH Marki,2024-07-02,04:50:39
Szwedzka,02,190,CH Marki,2024-07-02,04:51:25
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-02,04:40:03
Rogowska,02,500,Bródno Podgrodzie,2024-07-02,04:40:50
Kołowa,02,500,Bródno Podgrodzie,2024-07-02,04:41:58
Kołowa,01,500,rondo Radosława,2024-07-02,04:42:21
Rogowska,01,500,rondo Radosława,2024-07-02,04:43:08
rondo Żaba,01,500,rondo Radosława,2024-07-02,04:44:01
rondo Starzyńskiego,01,500,rondo Radosława,2024-07-02,04:47:20
Dw.Gdański,04,500,rondo Radosława,2024-07-02,04:50:13
Baseny Inflancka,02,500,rondo Radosława,2024-07-02,04:51:23
"rondo ""Radosława""",04,500,rondo Radosława,2024-07-02,04:54:12
Berezyńska,01,9,P+R Al. Krakowska,2024-07-02,04:42:53
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-02,04:43:24
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-02,04:45:30
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-02,04:48:06
Krucza,06,9,P+R Al. Krakowska,2024-07-02,04:48:51
Centrum,10,9,P+R Al. Krakowska,2024-07-02,04:49:37
pl.Hallera,04,6,Metro Młociny,2024-07-02,04:43:18
rondo Starzyńskiego,03,6,Metro Młociny,2024-07-02,04:45:02
Wybrzeże Helskie,03,6,Metro Młociny,2024-07-02,04:46:23
most Gdański,04,6,Metro Młociny,2024-07-02,04:47:45
Park Traugutta,04,6,Metro Młociny,2024-07-02,04:49:23
Dw.Gdański,06,6,Metro Młociny,2024-07-02,04:51:59
Kijowska,03,26,Wiatraczna,2024-07-02,04:44:28
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-07-02,04:44:29
Berezyńska,01,9,P+R Al. Krakowska,2024-07-02,04:46:05
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-02,04:48:01
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-02,04:49:47
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-02,04:52:39
Krucza,06,9,P+R Al. Krakowska,2024-07-02,04:54:30
Centrum,10,9,P+R Al. Krakowska,2024-07-02,04:55:20
Szwedzka,02,190,CH Marki,2024-07-02,04:45:02
Pelcowizna,06,114,UKSW,2024-07-02,04:38:21
PKP Toruńska,01,114,UKSW,2024-07-02,04:39:37
Żerań FSO,03,114,UKSW,2024-07-02,04:41:02
Czarnieckiego,02,114,UKSW,2024-07-02,04:44:41
pl.Wilsona,06,114,UKSW,2024-07-02,04:46:28
Suzina,02,114,UKSW,2024-07-02,04:46:59
Centrum,09,9,Gocławek,2024-07-02,04:46:51
Krucza,05,9,Gocławek,2024-07-02,04:47:47
Muzeum Narodowe,05,9,Gocławek,2024-07-02,04:48:37
most Poniatowskiego,03,9,Gocławek,2024-07-02,04:50:53
rondo Waszyngtona,06,9,Gocławek,2024-07-02,04:52:40
Berezyńska,02,9,Gocławek,2024-07-02,04:54:46
Park Skaryszewski,04,9,Gocławek,2024-07-02,04:56:07
Dw.Wileński,01,162,EC Siekierki,2024-07-02,04:46:54
Sierakowskiego,01,162,EC Siekierki,2024-07-02,04:49:27
os.Panieńska,01,162,EC Siekierki,2024-07-02,04:50:36
most Świętokrzyski,03,162,EC Siekierki,2024-07-02,04:52:19
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-07-02,04:53:30
Topiel,03,162,EC Siekierki,2024-07-02,04:56:02
PKP Powiśle,03,162,EC Siekierki,2024-07-02,04:57:21
Szwedzka,01,190,Os. Górczewska,2024-07-02,04:48:17
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-02,04:48:56
Dw.Wileński,03,190,Os. Górczewska,2024-07-02,04:50:36
Park Praski,01,190,Os. Górczewska,2024-07-02,04:50:59
Stare Miasto,02,190,Os. Górczewska,2024-07-02,04:52:21
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-02,04:53:32
Kino Femina,02,190,Os. Górczewska,2024-07-02,04:54:53
Wola-Ratusz,02,190,Os. Górczewska,2024-07-02,04:55:40
Wola-Ratusz,03,26,Wiatraczna,2024-07-02,04:48:39
Kino Femina,05,26,Wiatraczna,2024-07-02,04:50:10
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-07-02,04:53:01
Stare Miasto,01,26,Wiatraczna,2024-07-02,04:55:22
Park Praski,02,26,Wiatraczna,2024-07-02,04:57:29
Dw.Wileński,07,26,Wiatraczna,2024-07-02,04:59:40
Ząbkowska,03,26,Wiatraczna,2024-07-02,05:00:50
Kijowska,03,26,Wiatraczna,2024-07-02,05:03:22
Centrum,09,9,Gocławek,2024-07-02,04:48:38
Krucza,05,9,Gocławek,2024-07-02,04:49:24
Muzeum Narodowe,05,9,Gocławek,2024-07-02,04:50:09
most Poniatowskiego,03,9,Gocławek,2024-07-02,04:52:58
rondo Waszyngtona,06,9,Gocławek,2024-07-02,04:54:45
Berezyńska,02,9,Gocławek,2024-07-02,04:56:15
Park Skaryszewski,04,9,Gocławek,2024-07-02,04:57:31
Kijowska,04,26,Metro Młociny,2024-07-02,04:50:50
Ząbkowska,04,26,Metro Młociny,2024-07-02,04:51:51
Dw.Wileński,03,26,Metro Młociny,2024-07-02,04:53:47
Park Praski,01,26,Metro Młociny,2024-07-02,04:54:43
Stare Miasto,02,26,Metro Młociny,2024-07-02,04:57:14
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-07-02,04:59:35
Kino Femina,06,26,Metro Młociny,2024-07-02,05:00:51
Wola-Ratusz,04,26,Metro Młociny,2024-07-02,05:03:23
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-07-02,04:50:23
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-07-02,04:51:58
pl.Na Rozdrożu,05,523,PKP Olszynka Grochowska,2024-07-02,04:53:08
Rozbrat,01,523,PKP Olszynka Grochowska,2024-07-02,04:54:23
Saska,02,523,PKP Olszynka Grochowska,2024-07-02,04:57:00
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-07-02,04:57:37
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-07-02,04:58:58
Szwedzka,01,190,Os. Górczewska,2024-07-02,04:52:06
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-02,04:53:07
Dw.Wileński,03,190,Os. Górczewska,2024-07-02,04:55:25
Park Praski,01,190,Os. Górczewska,2024-07-02,04:56:28
Stare Miasto,02,190,Os. Górczewska,2024-07-02,04:58:19
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-02,05:01:10
Wola-Ratusz,02,190,Os. Górczewska,2024-07-02,05:03:25
Dw.Gdański,05,6,Gocławek,2024-07-02,04:52:14
Park Traugutta,05,6,Gocławek,2024-07-02,04:54:46
most Gdański,03,6,Gocławek,2024-07-02,04:56:02
Wybrzeże Helskie,04,6,Gocławek,2024-07-02,04:57:12
rondo Starzyńskiego,04,6,Gocławek,2024-07-02,04:57:53
pl.Hallera,03,6,Gocławek,2024-07-02,04:59:54
Szwedzka,02,190,CH Marki,2024-07-02,04:53:22
PKP Powiśle,04,162,Pl Hallera,2024-07-02,04:53:51
Topiel,01,162,Pl Hallera,2024-07-02,04:54:53
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-07-02,04:56:57
most Świętokrzyski,02,162,Pl Hallera,2024-07-02,04:58:24
os.Panieńska,02,162,Pl Hallera,2024-07-02,05:00:24
Sierakowskiego,02,162,Pl Hallera,2024-07-02,05:01:10
Ząbkowska,06,162,Pl Hallera,2024-07-02,05:05:07
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-02,04:55:29
Międzynarodowa,01,523,Stare Bemowo,2024-07-02,04:57:00
Saska,01,523,Stare Bemowo,2024-07-02,04:58:20
Rozbrat,02,523,Stare Bemowo,2024-07-02,05:00:27
Marszałkowska,02,523,Stare Bemowo,2024-07-02,05:03:29
Metro Politechnika,02,523,Stare Bemowo,2024-07-02,05:04:30
Grenadierów,02,521,Falenica,2024-07-02,04:49:40
Wiatraczna,22,521,Falenica,2024-07-02,04:56:29
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-07-02,04:54:34
Żerań FSO,04,114,Bródno Podgrodzie,2024-07-02,04:56:04
PKP Toruńska,02,114,Bródno Podgrodzie,2024-07-02,04:57:04
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-07-02,05:00:10
Horbaczewskiego,01,148,Lotnisko Chopina,2024-07-02,05:01:10
Gocław,09,148,Lotnisko Chopina,2024-07-02,05:01:10
most Siekierkowski,03,148,Lotnisko Chopina,2024-07-02,05:03:50
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-07-02,05:05:30
Małe Siekierki,01,148,Lotnisko Chopina,2024-07-02,05:07:34
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-07-02,05:08:05
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-07-02,05:03:27
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-07-02,05:04:27
Dw.Gdański,03,500,Bródno Podgrodzie,2024-07-02,05:05:13
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-07-02,05:08:22
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-02,05:12:12
Rogowska,02,500,Bródno Podgrodzie,2024-07-02,05:13:04
Kołowa,02,500,Bródno Podgrodzie,2024-07-02,05:14:12
rondo Starzyńskiego,03,6,Metro Młociny,2024-07-02,05:04:24
Wybrzeże Helskie,03,6,Metro Młociny,2024-07-02,05:05:55
most Gdański,04,6,Metro Młociny,2024-07-02,05:07:00
Park Traugutta,04,6,Metro Młociny,2024-07-02,05:08:03
Dw.Gdański,06,6,Metro Młociny,2024-07-02,05:11:03
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-02,05:03:23
Rogowska,02,500,Bródno Podgrodzie,2024-07-02,05:03:23
Kołowa,02,500,Bródno Podgrodzie,2024-07-02,05:03:53
Pelcowizna,06,114,UKSW,2024-07-02,05:05:50
PKP Toruńska,01,114,UKSW,2024-07-02,05:07:00
Żerań FSO,03,114,UKSW,2024-07-02,05:08:00
most Grota-Roweckiego,01,114,UKSW,2024-07-02,05:10:41
Czarnieckiego,02,114,UKSW,2024-07-02,05:13:41
pl.Wilsona,06,114,UKSW,2024-07-02,05:17:50
Suzina,02,114,UKSW,2024-07-02,05:18:51
Szwedzka,01,190,Os. Górczewska,2024-07-02,05:05:16
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-02,05:06:02
Dw.Wileński,03,190,Os. Górczewska,2024-07-02,05:07:20
Park Praski,01,190,Os. Górczewska,2024-07-02,05:07:44
Stare Miasto,02,190,Os. Górczewska,2024-07-02,05:08:54
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-02,05:09:54
Kino Femina,02,190,Os. Górczewska,2024-07-02,05:10:43
Wola-Ratusz,02,190,Os. Górczewska,2024-07-02,05:11:25
Dw.Wileński,04,190,CH Marki,2024-07-02,05:03:49
Rzeszotarskiej,02,190,CH Marki,2024-07-02,05:04:29
Szwedzka,02,190,CH Marki,2024-07-02,05:05:34
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-07-02,05:05:49
Berezyńska,01,9,P+R Al. Krakowska,2024-07-02,05:07:15
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-02,05:09:01
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-02,05:11:22
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-02,05:14:13
Krucza,06,9,P+R Al. Krakowska,2024-07-02,05:14:51
Centrum,10,9,P+R Al. Krakowska,2024-07-02,05:15:56
Szwedzka,01,190,Os. Górczewska,2024-07-02,05:06:42
Dw.Wileński,01,162,EC Siekierki,2024-07-02,05:06:46
Sierakowskiego,01,162,EC Siekierki,2024-07-02,05:08:52
os.Panieńska,01,162,EC Siekierki,2024-07-02,05:10:04
most Świętokrzyski,03,162,EC Siekierki,2024-07-02,05:11:30
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-07-02,05:13:06
Topiel,03,162,EC Siekierki,2024-07-02,05:16:05
PKP Powiśle,03,162,EC Siekierki,2024-07-02,05:17:05
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-07-02,05:07:44
Żerań FSO,04,114,Bródno Podgrodzie,2024-07-02,05:09:02
PKP Toruńska,02,114,Bródno Podgrodzie,2024-07-02,05:09:57
Bazyliańska,01,114,Bródno Podgrodzie,2024-07-02,05:10:17
Centrum,09,9,Gocławek,2024-07-02,05:07:02
Krucza,05,9,Gocławek,2024-07-02,05:08:02
Muzeum Narodowe,05,9,Gocławek,2024-07-02,05:08:45
most Poniatowskiego,03,9,Gocławek,2024-07-02,05:11:33
rondo Waszyngtona,06,9,Gocławek,2024-07-02,05:13:07
Berezyńska,02,9,Gocławek,2024-07-02,05:14:55
Park Skaryszewski,04,9,Gocławek,2024-07-02,05:16:17
Szwedzka,01,190,Os. Górczewska,2024-07-02,05:07:53
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-02,05:08:40
Dw.Wileński,03,190,Os. Górczewska,2024-07-02,05:11:37
Park Praski,01,190,Os. Górczewska,2024-07-02,05:12:35
Stare Miasto,02,190,Os. Górczewska,2024-07-02,05:14:27
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-02,05:16:41
Kino Femina,02,190,Os. Górczewska,2024-07-02,05:17:30
Wola-Ratusz,02,190,Os. Górczewska,2024-07-02,05:18:55
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-02,05:07:57
Międzynarodowa,01,523,Stare Bemowo,2024-07-02,05:09:46
Saska,01,523,Stare Bemowo,2024-07-02,05:11:04
Rozbrat,02,523,Stare Bemowo,2024-07-02,05:13:24
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-02,05:14:58
Marszałkowska,02,523,Stare Bemowo,2024-07-02,05:16:01
Metro Politechnika,02,523,Stare Bemowo,2024-07-02,05:17:19
Kijowska,04,26,Metro Młociny,2024-07-02,05:16:39
Ząbkowska,04,26,Metro Młociny,2024-07-02,05:10:16
Dw.Wileński,03,26,Metro Młociny,2024-07-02,05:13:23
Park Praski,01,26,Metro Młociny,2024-07-02,05:14:24
Stare Miasto,02,26,Metro Młociny,2024-07-02,05:17:21
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-07-02,05:19:07
Kino Femina,06,26,Metro Młociny,2024-07-02,05:21:13
Wola-Ratusz,04,26,Metro Młociny,2024-07-02,05:23:14
Kołowa,01,500,rondo Radosława,2024-07-02,04:56:26
Rogowska,01,500,rondo Radosława,2024-07-02,04:57:56
rondo Żaba,01,500,rondo Radosława,2024-07-02,04:58:26
rondo Starzyńskiego,01,500,rondo Radosława,2024-07-02,05:22:27
Dw.Gdański,04,500,rondo Radosława,2024-07-02,05:04:15
Baseny Inflancka,02,500,rondo Radosława,2024-07-02,05:18:17
"rondo ""Radosława""",04,500,rondo Radosława,2024-07-02,05:09:02
Szwedzka,01,190,Os. Górczewska,2024-07-02,05:09:04
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-02,05:09:51
Dw.Wileński,03,190,Os. Górczewska,2024-07-02,05:11:26
Park Praski,01,190,Os. Górczewska,2024-07-02,05:12:28
Stare Miasto,02,190,Os. Górczewska,2024-07-02,05:13:30
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-02,05:14:18
Kino Femina,02,190,Os. Górczewska,2024-07-02,05:15:19
Wola-Ratusz,02,190,Os. Górczewska,2024-07-02,05:16:39
rondo Waszyngtona,06,9,Gocławek,2024-07-02,05:06:38
Berezyńska,02,9,Gocławek,2024-07-02,05:08:39
Park Skaryszewski,04,9,Gocławek,2024-07-02,05:09:39
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-07-02,05:09:56
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-07-02,05:11:52
pl.Na Rozdrożu,05,523,PKP Olszynka Grochowska,2024-07-02,05:12:37
Rozbrat,01,523,PKP Olszynka Grochowska,2024-07-02,05:14:13
Saska,02,523,PKP Olszynka Grochowska,2024-07-02,05:16:38
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-07-02,05:17:31
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-07-02,05:18:54
Grenadierów,02,521,Falenica,2024-07-02,05:06:01
Wiatraczna,22,521,Falenica,2024-07-02,05:11:39
Wola-Ratusz,01,190,CH Marki,2024-07-02,05:11:51
Kino Femina,01,190,CH Marki,2024-07-02,05:13:02
Metro Ratusz-Arsenał,09,190,CH Marki,2024-07-02,05:15:20
Stare Miasto,01,190,CH Marki,2024-07-02,05:17:06
Park Praski,02,190,CH Marki,2024-07-02,05:19:02
Dw.Wileński,04,190,CH Marki,2024-07-02,05:20:12
Rzeszotarskiej,02,190,CH Marki,2024-07-02,05:21:22
Szwedzka,02,190,CH Marki,2024-07-02,05:22:09
Dw.Gdański,05,6,Gocławek,2024-07-02,05:11:42
Park Traugutta,05,6,Gocławek,2024-07-02,05:14:24
most Gdański,03,6,Gocławek,2024-07-02,05:15:25
Wybrzeże Helskie,04,6,Gocławek,2024-07-02,05:16:45
rondo Starzyńskiego,04,6,Gocławek,2024-07-02,05:17:51
pl.Hallera,03,6,Gocławek,2024-07-02,05:19:52
Kołowa,01,500,rondo Radosława,2024-07-02,05:13:37
Rogowska,01,500,rondo Radosława,2024-07-02,05:15:22
rondo Żaba,01,500,rondo Radosława,2024-07-02,05:15:32
rondo Starzyńskiego,01,500,rondo Radosława,2024-07-02,05:18:52
Dw.Gdański,04,500,rondo Radosława,2024-07-02,05:21:47
Baseny Inflancka,02,500,rondo Radosława,2024-07-02,05:23:07
"rondo ""Radosława""",04,500,rondo Radosława,2024-07-02,05:26:31
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-07-02,05:15:37
Berezyńska,01,9,P+R Al. Krakowska,2024-07-02,05:16:58
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-02,05:18:39
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-02,05:20:50
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-02,05:23:16
Krucza,06,9,P+R Al. Krakowska,2024-07-02,05:25:23
Centrum,10,9,P+R Al. Krakowska,2024-07-02,05:27:13
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-02,05:16:40
Międzynarodowa,01,523,Stare Bemowo,2024-07-02,05:18:18
Saska,01,523,Stare Bemowo,2024-07-02,05:19:48
Rozbrat,02,523,Stare Bemowo,2024-07-02,05:22:11
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-02,05:23:43
Marszałkowska,02,523,Stare Bemowo,2024-07-02,05:24:27
Metro Politechnika,02,523,Stare Bemowo,2024-07-02,05:25:31
pl.Wilsona,05,114,Bródno Podgrodzie,2024-07-02,05:18:53
Czarnieckiego,01,114,Bródno Podgrodzie,2024-07-02,05:19:43
Centrum Olimpijskie,02,114,Bródno Podgrodzie,2024-07-02,05:20:53
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-07-02,05:22:23
Żerań FSO,04,114,Bródno Podgrodzie,2024-07-02,05:24:14
PKP Toruńska,02,114,Bródno Podgrodzie,2024-07-02,05:25:24
Bazyliańska,01,114,Bródno Podgrodzie,2024-07-02,05:26:04
Szwedzka,01,190,Os. Górczewska,2024-07-02,05:17:30
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-02,05:18:18
Dw.Wileński,03,190,Os. Górczewska,2024-07-02,05:19:12
Park Praski,01,190,Os. Górczewska,2024-07-02,05:19:48
Stare Miasto,02,190,Os. Górczewska,2024-07-02,05:21:21
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-02,05:22:26
Kino Femina,02,190,Os. Górczewska,2024-07-02,05:23:02
Wola-Ratusz,02,190,Os. Górczewska,2024-07-02,05:23:44
Szwedzka,01,190,Os. Górczewska,2024-07-02,05:18:17
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-02,05:19:13
Dw.Wileński,03,190,Os. Górczewska,2024-07-02,05:21:35
Park Praski,01,190,Os. Górczewska,2024-07-02,05:22:52
Stare Miasto,02,190,Os. Górczewska,2024-07-02,05:24:39
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-02,05:27:00
Kino Femina,02,190,Os. Górczewska,2024-07-02,05:28:07
Wola-Ratusz,02,190,Os. Górczewska,2024-07-02,05:29:36
Centrum,09,9,Gocławek,2024-07-02,05:18:00
Krucza,05,9,Gocławek,2024-07-02,05:19:00
Muzeum Narodowe,05,9,Gocławek,2024-07-02,05:19:46
most Poniatowskiego,03,9,Gocławek,2024-07-02,05:23:58
rondo Waszyngtona,06,9,Gocławek,2024-07-02,05:25:43
Berezyńska,02,9,Gocławek,2024-07-02,05:26:54
Park Skaryszewski,04,9,Gocławek,2024-07-02,05:28:15
Ogrody Działkowe Czerniaków,02,148,Wiatraczna,2024-07-02,05:19:40
Małe Siekierki,02,148,Wiatraczna,2024-07-02,05:22:32
