przystanek;nr_przystanku;linia;dzień;godzina docelowa
6098;02;114;2024-06-30;12:28:00
6098;02;114;2024-06-30;12:48:00
6098;02;114;2024-06-30;13:08:00
6098;02;114;2024-06-30;13:28:00
6098;02;114;2024-06-30;13:48:00
6098;02;114;2024-06-30;14:08:00
6098;02;114;2024-06-30;14:28:00
6098;02;114;2024-06-30;14:48:00
6098;02;114;2024-06-30;15:08:00
6098;02;114;2024-06-30;15:28:00
6098;02;114;2024-06-30;15:48:00
6098;02;114;2024-06-30;16:08:00
6098;02;114;2024-06-30;16:28:00
6098;02;114;2024-06-30;16:48:00
6098;02;114;2024-06-30;17:08:00
6098;02;114;2024-06-30;17:28:00
6098;02;114;2024-06-30;17:48:00
6098;02;114;2024-06-30;18:08:00
6098;02;114;2024-06-30;18:28:00
6098;02;114;2024-06-30;18:48:00
6098;02;114;2024-06-30;19:08:00
6098;02;114;2024-06-30;19:28:00
6098;02;114;2024-06-30;19:48:00
6098;02;114;2024-06-30;20:08:00
6098;02;114;2024-06-30;20:28:00
6098;02;114;2024-06-30;20:48:00
6098;02;114;2024-06-30;21:08:00
6098;02;114;2024-06-30;21:28:00
6098;02;114;2024-06-30;21:48:00
6098;02;114;2024-06-30;22:08:00
6098;02;114;2024-06-30;22:28:00
6098;02;114;2024-06-30;22:48:00
6098;02;114;2024-06-30;23:18:00
6003;05;114;2024-06-30;05:17:00
6003;05;114;2024-06-30;05:47:00
6003;05;114;2024-06-30;06:17:00
6003;05;114;2024-06-30;06:47:00
6003;05;114;2024-06-30;07:17:00
6003;05;114;2024-06-30;07:47:00
6003;05;114;2024-06-30;08:10:00
6003;05;114;2024-06-30;08:30:00
6003;05;114;2024-06-30;08:50:00
6003;05;114;2024-06-30;09:10:00
6003;05;114;2024-06-30;09:30:00
6003;05;114;2024-06-30;09:50:00
6003;05;114;2024-06-30;10:10:00
6003;05;114;2024-06-30;10:30:00
6003;05;114;2024-06-30;10:50:00
6003;05;114;2024-06-30;11:10:00
6003;05;114;2024-06-30;11:30:00
6003;05;114;2024-06-30;11:50:00
6003;05;114;2024-06-30;12:10:00
6003;05;114;2024-06-30;12:30:00
6003;05;114;2024-06-30;12:50:00
6003;05;114;2024-06-30;13:10:00
6003;05;114;2024-06-30;13:30:00
6003;05;114;2024-06-30;13:50:00
6003;05;114;2024-06-30;14:10:00
6003;05;114;2024-06-30;14:30:00
6003;05;114;2024-06-30;14:50:00
6003;05;114;2024-06-30;15:10:00
6003;05;114;2024-06-30;15:30:00
6003;05;114;2024-06-30;15:50:00
6003;05;114;2024-06-30;16:10:00
6003;05;114;2024-06-30;16:30:00
6003;05;114;2024-06-30;16:50:00
6003;05;114;2024-06-30;17:10:00
6003;05;114;2024-06-30;17:30:00
6003;05;114;2024-06-30;17:50:00
6003;05;114;2024-06-30;18:10:00
6003;05;114;2024-06-30;18:30:00
6003;05;114;2024-06-30;18:50:00
6003;05;114;2024-06-30;19:10:00
6003;05;114;2024-06-30;19:30:00
6003;05;114;2024-06-30;19:50:00
6003;05;114;2024-06-30;20:09:00
6003;05;114;2024-06-30;20:29:00
6003;05;114;2024-06-30;20:49:00
6003;05;114;2024-06-30;21:09:00
6003;05;114;2024-06-30;21:29:00
6003;05;114;2024-06-30;21:49:00
6003;05;114;2024-06-30;22:17:00
6003;05;114;2024-06-30;22:47:00
6003;05;114;2024-06-30;23:17:00
6003;05;114;2024-06-30;23:47:00
6096;02;114;2024-06-30;05:19:00
6096;02;114;2024-06-30;05:49:00
6096;02;114;2024-06-30;06:19:00
6096;02;114;2024-06-30;06:49:00
6096;02;114;2024-06-30;07:19:00
6096;02;114;2024-06-30;07:49:00
6096;02;114;2024-06-30;08:12:00
6096;02;114;2024-06-30;08:32:00
6096;02;114;2024-06-30;08:52:00
6096;02;114;2024-06-30;09:12:00
6096;02;114;2024-06-30;09:32:00
6096;02;114;2024-06-30;09:52:00
6096;02;114;2024-06-30;10:12:00
6096;02;114;2024-06-30;10:32:00
6096;02;114;2024-06-30;10:52:00
6096;02;114;2024-06-30;11:12:00
6096;02;114;2024-06-30;11:32:00
6096;02;114;2024-06-30;11:52:00
6096;02;114;2024-06-30;12:12:00
6096;02;114;2024-06-30;12:32:00
6096;02;114;2024-06-30;12:52:00
6096;02;114;2024-06-30;13:12:00
6096;02;114;2024-06-30;13:32:00
6096;02;114;2024-06-30;13:52:00
6096;02;114;2024-06-30;14:12:00
6096;02;114;2024-06-30;14:32:00
6096;02;114;2024-06-30;14:52:00
6096;02;114;2024-06-30;15:12:00
6096;02;114;2024-06-30;15:32:00
6096;02;114;2024-06-30;15:52:00
6096;02;114;2024-06-30;16:12:00
6096;02;114;2024-06-30;16:32:00
6096;02;114;2024-06-30;16:52:00
6096;02;114;2024-06-30;17:12:00
6096;02;114;2024-06-30;17:32:00
6096;02;114;2024-06-30;17:52:00
6096;02;114;2024-06-30;18:12:00
6096;02;114;2024-06-30;18:32:00
6096;02;114;2024-06-30;18:52:00
6096;02;114;2024-06-30;19:12:00
6096;02;114;2024-06-30;19:32:00
6096;02;114;2024-06-30;19:52:00
6096;02;114;2024-06-30;20:11:00
6096;02;114;2024-06-30;20:31:00
6096;02;114;2024-06-30;20:51:00
6096;02;114;2024-06-30;21:11:00
6096;02;114;2024-06-30;21:31:00
6096;02;114;2024-06-30;21:51:00
6096;02;114;2024-06-30;22:19:00
6096;02;114;2024-06-30;22:49:00
6096;02;114;2024-06-30;23:19:00
6096;02;114;2024-06-30;23:49:00
1013;03;114;2024-06-30;04:39:00
1013;03;114;2024-06-30;05:09:00
1013;03;114;2024-06-30;05:39:00
1013;03;114;2024-06-30;06:09:00
1013;03;114;2024-06-30;06:39:00
1013;03;114;2024-06-30;06:58:00
1013;03;114;2024-06-30;07:19:00
1013;03;114;2024-06-30;07:39:00
1013;03;114;2024-06-30;07:58:00
1013;03;114;2024-06-30;08:18:00
1013;03;114;2024-06-30;08:38:00
1013;03;114;2024-06-30;08:58:00
1013;03;114;2024-06-30;09:18:00
1013;03;114;2024-06-30;09:38:00
1013;03;114;2024-06-30;09:58:00
1013;03;114;2024-06-30;10:18:00
1013;03;114;2024-06-30;10:38:00
1013;03;114;2024-06-30;10:58:00
1013;03;114;2024-06-30;11:18:00
1013;03;114;2024-06-30;11:38:00
1013;03;114;2024-06-30;11:58:00
1013;03;114;2024-06-30;12:18:00
1013;03;114;2024-06-30;12:38:00
1013;03;114;2024-06-30;12:58:00
1013;03;114;2024-06-30;13:18:00
1013;03;114;2024-06-30;13:38:00
1013;03;114;2024-06-30;13:58:00
1013;03;114;2024-06-30;14:18:00
1013;03;114;2024-06-30;14:38:00
1013;03;114;2024-06-30;14:58:00
1013;03;114;2024-06-30;15:18:00
1013;03;114;2024-06-30;15:38:00
1013;03;114;2024-06-30;15:58:00
1013;03;114;2024-06-30;16:18:00
1013;03;114;2024-06-30;16:38:00
1013;03;114;2024-06-30;16:58:00
1013;03;114;2024-06-30;17:18:00
1013;03;114;2024-06-30;17:38:00
1013;03;114;2024-06-30;17:58:00
1013;03;114;2024-06-30;18:18:00
1013;03;114;2024-06-30;18:38:00
1013;03;114;2024-06-30;18:58:00
1013;03;114;2024-06-30;19:18:00
1013;03;114;2024-06-30;19:38:00
1013;03;114;2024-06-30;19:59:00
1013;03;114;2024-06-30;20:19:00
1013;03;114;2024-06-30;20:39:00
1013;03;114;2024-06-30;20:59:00
1013;03;114;2024-06-30;21:19:00
1013;03;114;2024-06-30;21:39:00
1013;03;114;2024-06-30;21:59:00
1013;03;114;2024-06-30;22:19:00
1013;03;114;2024-06-30;22:39:00
1013;03;114;2024-06-30;23:09:00
1162;06;114;2024-06-30;04:37:00
1162;06;114;2024-06-30;05:07:00
1162;06;114;2024-06-30;05:37:00
1162;06;114;2024-06-30;06:07:00
1162;06;114;2024-06-30;06:37:00
1162;06;114;2024-06-30;06:56:00
1162;06;114;2024-06-30;07:17:00
1162;06;114;2024-06-30;07:37:00
1162;06;114;2024-06-30;07:56:00
1162;06;114;2024-06-30;08:16:00
1162;06;114;2024-06-30;08:36:00
1162;06;114;2024-06-30;08:56:00
1162;06;114;2024-06-30;09:16:00
1162;06;114;2024-06-30;09:36:00
1162;06;114;2024-06-30;09:56:00
1162;06;114;2024-06-30;10:16:00
1162;06;114;2024-06-30;10:36:00
1162;06;114;2024-06-30;10:56:00
1162;06;114;2024-06-30;11:16:00
1162;06;114;2024-06-30;11:36:00
1162;06;114;2024-06-30;11:56:00
1162;06;114;2024-06-30;12:16:00
1162;06;114;2024-06-30;12:36:00
1162;06;114;2024-06-30;12:56:00
1162;06;114;2024-06-30;13:16:00
1162;06;114;2024-06-30;13:36:00
1162;06;114;2024-06-30;13:56:00
1162;06;114;2024-06-30;14:16:00
1162;06;114;2024-06-30;14:36:00
1162;06;114;2024-06-30;14:56:00
1162;06;114;2024-06-30;15:16:00
1162;06;114;2024-06-30;15:36:00
1162;06;114;2024-06-30;15:56:00
1162;06;114;2024-06-30;16:16:00
1162;06;114;2024-06-30;16:36:00
1162;06;114;2024-06-30;16:56:00
1162;06;114;2024-06-30;17:16:00
1162;06;114;2024-06-30;17:36:00
1162;06;114;2024-06-30;17:56:00
1162;06;114;2024-06-30;18:16:00
1162;06;114;2024-06-30;18:36:00
1162;06;114;2024-06-30;18:56:00
1162;06;114;2024-06-30;19:16:00
1162;06;114;2024-06-30;19:36:00
1162;06;114;2024-06-30;19:57:00
1162;06;114;2024-06-30;20:17:00
1162;06;114;2024-06-30;20:37:00
1162;06;114;2024-06-30;20:57:00
1162;06;114;2024-06-30;21:17:00
1162;06;114;2024-06-30;21:37:00
1162;06;114;2024-06-30;21:57:00
1162;06;114;2024-06-30;22:17:00
1162;06;114;2024-06-30;22:37:00
1162;06;114;2024-06-30;23:07:00
6083;02;114;2024-06-30;05:21:00
6083;02;114;2024-06-30;05:51:00
6083;02;114;2024-06-30;06:21:00
6083;02;114;2024-06-30;06:51:00
6083;02;114;2024-06-30;07:21:00
6083;02;114;2024-06-30;07:51:00
6083;02;114;2024-06-30;08:14:00
6083;02;114;2024-06-30;08:34:00
6083;02;114;2024-06-30;08:54:00
6083;02;114;2024-06-30;09:14:00
6083;02;114;2024-06-30;09:34:00
6083;02;114;2024-06-30;09:54:00
6083;02;114;2024-06-30;10:14:00
6083;02;114;2024-06-30;10:34:00
6083;02;114;2024-06-30;10:54:00
6083;02;114;2024-06-30;11:14:00
6083;02;114;2024-06-30;11:34:00
6083;02;114;2024-06-30;11:54:00
6083;02;114;2024-06-30;12:14:00
6083;02;114;2024-06-30;12:34:00
6083;02;114;2024-06-30;12:54:00
6083;02;114;2024-06-30;13:14:00
6083;02;114;2024-06-30;13:34:00
6083;02;114;2024-06-30;13:54:00
6083;02;114;2024-06-30;14:14:00
6083;02;114;2024-06-30;14:34:00
6083;02;114;2024-06-30;14:54:00
6083;02;114;2024-06-30;15:14:00
6083;02;114;2024-06-30;15:34:00
6083;02;114;2024-06-30;15:54:00
6083;02;114;2024-06-30;16:14:00
6083;02;114;2024-06-30;16:34:00
6083;02;114;2024-06-30;16:54:00
6083;02;114;2024-06-30;17:14:00
6083;02;114;2024-06-30;17:34:00
6083;02;114;2024-06-30;17:54:00
6083;02;114;2024-06-30;18:14:00
6083;02;114;2024-06-30;18:34:00
6083;02;114;2024-06-30;18:54:00
6083;02;114;2024-06-30;19:14:00
6083;02;114;2024-06-30;19:34:00
6083;02;114;2024-06-30;19:54:00
6083;02;114;2024-06-30;20:13:00
6083;02;114;2024-06-30;20:33:00
6083;02;114;2024-06-30;20:53:00
6083;02;114;2024-06-30;21:13:00
6083;02;114;2024-06-30;21:33:00
6083;02;114;2024-06-30;21:53:00
6083;02;114;2024-06-30;22:21:00
6083;02;114;2024-06-30;22:51:00
6083;02;114;2024-06-30;23:21:00
6083;02;114;2024-06-30;23:51:00
1159;02;114;2024-06-30;05:24:00
1159;02;114;2024-06-30;05:54:00
1159;02;114;2024-06-30;06:24:00
1159;02;114;2024-06-30;06:54:00
1159;02;114;2024-06-30;07:24:00
1159;02;114;2024-06-30;07:54:00
1159;02;114;2024-06-30;08:17:00
1159;02;114;2024-06-30;08:37:00
1159;02;114;2024-06-30;08:57:00
1159;02;114;2024-06-30;09:17:00
1159;02;114;2024-06-30;09:37:00
1159;02;114;2024-06-30;09:57:00
1159;02;114;2024-06-30;10:17:00
1159;02;114;2024-06-30;10:37:00
1159;02;114;2024-06-30;10:57:00
1159;02;114;2024-06-30;11:17:00
1159;02;114;2024-06-30;11:37:00
1159;02;114;2024-06-30;11:57:00
1159;02;114;2024-06-30;12:17:00
1159;02;114;2024-06-30;12:37:00
1159;02;114;2024-06-30;12:57:00
1159;02;114;2024-06-30;13:17:00
1159;02;114;2024-06-30;13:37:00
1159;02;114;2024-06-30;13:57:00
1159;02;114;2024-06-30;14:17:00
1159;02;114;2024-06-30;14:37:00
1159;02;114;2024-06-30;14:57:00
1159;02;114;2024-06-30;15:17:00
1159;02;114;2024-06-30;15:37:00
1159;02;114;2024-06-30;15:57:00
1159;02;114;2024-06-30;16:17:00
1159;02;114;2024-06-30;16:37:00
1159;02;114;2024-06-30;16:57:00
1159;02;114;2024-06-30;17:17:00
1159;02;114;2024-06-30;17:37:00
1159;02;114;2024-06-30;17:57:00
1159;02;114;2024-06-30;18:17:00
1159;02;114;2024-06-30;18:37:00
1159;02;114;2024-06-30;18:57:00
1159;02;114;2024-06-30;19:17:00
1159;02;114;2024-06-30;19:37:00
1159;02;114;2024-06-30;19:57:00
1159;02;114;2024-06-30;20:16:00
1159;02;114;2024-06-30;20:36:00
1159;02;114;2024-06-30;20:56:00
1159;02;114;2024-06-30;21:16:00
1159;02;114;2024-06-30;21:36:00
1159;02;114;2024-06-30;21:56:00
1159;02;114;2024-06-30;22:24:00
1159;02;114;2024-06-30;22:54:00
1159;02;114;2024-06-30;23:24:00
1159;02;114;2024-06-30;23:54:00
1077;01;500;2024-06-30;04:44:00
1077;01;500;2024-06-30;05:14:00
1077;01;500;2024-06-30;05:44:00
1077;01;500;2024-06-30;06:14:00
1077;01;500;2024-06-30;06:44:00
1077;01;500;2024-06-30;06:59:00
1077;01;500;2024-06-30;07:14:00
1077;01;500;2024-06-30;07:29:00
1077;01;500;2024-06-30;07:44:00
1077;01;500;2024-06-30;08:14:00
1077;01;500;2024-06-30;08:44:00
1077;01;500;2024-06-30;09:14:00
1077;01;500;2024-06-30;09:44:00
1077;01;500;2024-06-30;10:14:00
1077;01;500;2024-06-30;10:44:00
1077;01;500;2024-06-30;11:14:00
1077;01;500;2024-06-30;11:44:00
1077;01;500;2024-06-30;12:14:00
1077;01;500;2024-06-30;12:44:00
1077;01;500;2024-06-30;13:14:00
1077;01;500;2024-06-30;13:44:00
1077;01;500;2024-06-30;14:14:00
1077;01;500;2024-06-30;14:44:00
1077;01;500;2024-06-30;15:14:00
1077;01;500;2024-06-30;15:44:00
1077;01;500;2024-06-30;16:14:00
1077;01;500;2024-06-30;16:44:00
1077;01;500;2024-06-30;17:14:00
1077;01;500;2024-06-30;17:44:00
1077;01;500;2024-06-30;17:59:00
1077;01;500;2024-06-30;18:14:00
1077;01;500;2024-06-30;18:29:00
1077;01;500;2024-06-30;18:44:00
1077;01;500;2024-06-30;18:59:00
1077;01;500;2024-06-30;19:14:00
1077;01;500;2024-06-30;19:29:00
1077;01;500;2024-06-30;19:44:00
1077;01;500;2024-06-30;19:59:00
1077;01;500;2024-06-30;20:14:00
1077;01;500;2024-06-30;20:29:00
1077;01;500;2024-06-30;20:44:00
1077;01;500;2024-06-30;20:59:00
1077;01;500;2024-06-30;21:14:00
1077;01;500;2024-06-30;21:29:00
1077;01;500;2024-06-30;21:44:00
1077;01;500;2024-06-30;21:59:00
1077;01;500;2024-06-30;22:14:00
1077;01;500;2024-06-30;22:44:00
1077;01;500;2024-06-30;23:14:00
7019;04;500;2024-06-30;04:50:00
7019;04;500;2024-06-30;05:20:00
7019;04;500;2024-06-30;05:50:00
7019;04;500;2024-06-30;06:20:00
7019;04;500;2024-06-30;06:50:00
7019;04;500;2024-06-30;07:05:00
7019;04;500;2024-06-30;07:20:00
7019;04;500;2024-06-30;07:35:00
7019;04;500;2024-06-30;07:50:00
7019;04;500;2024-06-30;08:00:00
