przystanek,nr_przystanku,linia,kierunek,dzień,godzina przyjazdu
Ząbkowska,06,162,Pl Hallera,2024-06-29,10:17:06
Kino Femina,06,26,Metro Młociny,2024-06-29,10:09:00
Wola-Ratusz,01,190,CH Marki,2024-06-29,10:06:35
Kino Femina,01,190,CH Marki,2024-06-29,10:09:55
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-29,10:12:38
Park Praski,02,190,CH Marki,2024-06-29,10:16:03
Dw.Wileński,04,190,CH Marki,2024-06-29,10:17:54
Rzeszotarskiej,02,190,CH Marki,2024-06-29,10:19:25
Szwedzka,02,190,CH Marki,2024-06-29,10:20:12
Wiatraczna,03,521,Szczęśliwice,2024-06-29,10:05:47
Grenadierów,01,521,Szczęśliwice,2024-06-29,10:06:58
rondo Waszyngtona,01,521,Szczęśliwice,2024-06-29,10:11:05
Muzeum Narodowe,02,521,Szczęśliwice,2024-06-29,10:14:27
Centrum,06,521,Szczęśliwice,2024-06-29,10:17:56
Dw.Centralny,02,521,Szczęśliwice,2024-06-29,10:20:03
pl.Zawiszy,04,521,Szczęśliwice,2024-06-29,10:23:44
Centrum,09,9,Gocławek,2024-06-29,10:09:41
Krucza,05,9,Gocławek,2024-06-29,10:10:42
Muzeum Narodowe,05,9,Gocławek,2024-06-29,10:12:03
most Poniatowskiego,03,9,Gocławek,2024-06-29,10:15:02
rondo Waszyngtona,06,9,Gocławek,2024-06-29,10:16:34
Berezyńska,02,9,Gocławek,2024-06-29,10:19:01
Park Skaryszewski,04,9,Gocławek,2024-06-29,10:20:32
Kijowska,04,26,Metro Młociny,2024-06-29,10:11:35
Ząbkowska,04,26,Metro Młociny,2024-06-29,10:13:23
Dw.Wileński,03,26,Metro Młociny,2024-06-29,10:15:22
Park Praski,01,26,Metro Młociny,2024-06-29,10:16:38
Stare Miasto,02,26,Metro Młociny,2024-06-29,10:18:46
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-06-29,10:20:08
Kino Femina,06,26,Metro Młociny,2024-06-29,10:21:34
Wola-Ratusz,04,26,Metro Młociny,2024-06-29,10:23:10
pl.Wilsona,05,114,Bródno Podgrodzie,2024-06-29,10:14:25
Czarnieckiego,01,114,Bródno Podgrodzie,2024-06-29,10:15:31
Centrum Olimpijskie,02,114,Bródno Podgrodzie,2024-06-29,10:17:19
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-06-29,10:18:52
Żerań FSO,04,114,Bródno Podgrodzie,2024-06-29,10:20:44
PKP Toruńska,02,114,Bródno Podgrodzie,2024-06-29,10:22:02
Bazyliańska,01,114,Bródno Podgrodzie,2024-06-29,10:23:44
Kołowa,01,500,rondo Radosława,2024-06-29,10:12:49
Rogowska,01,500,rondo Radosława,2024-06-29,10:13:55
rondo Żaba,01,500,rondo Radosława,2024-06-29,10:14:57
rondo Starzyńskiego,01,500,rondo Radosława,2024-06-29,10:17:53
Dw.Gdański,04,500,rondo Radosława,2024-06-29,10:21:05
Baseny Inflancka,02,500,rondo Radosława,2024-06-29,10:22:10
"rondo ""Radosława""",04,500,rondo Radosława,2024-06-29,10:25:51
Szwedzka,01,190,Os. Górczewska,2024-06-29,10:12:26
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-29,10:13:44
Dw.Wileński,03,190,Os. Górczewska,2024-06-29,10:16:21
Park Praski,01,190,Os. Górczewska,2024-06-29,10:17:56
Stare Miasto,02,190,Os. Górczewska,2024-06-29,10:19:27
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-29,10:22:14
Kino Femina,02,190,Os. Górczewska,2024-06-29,10:23:17
Wola-Ratusz,02,190,Os. Górczewska,2024-06-29,10:24:27
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-29,10:13:45
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-29,10:15:31
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-29,10:16:22
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-29,10:17:44
Saska,02,523,PKP Olszynka Grochowska,2024-06-29,10:20:14
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-29,10:21:30
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-29,10:22:43
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-29,10:13:38
Berezyńska,01,9,P+R Al. Krakowska,2024-06-29,10:15:44
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-29,10:17:14
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-29,10:19:20
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-29,10:22:37
Krucza,06,9,P+R Al. Krakowska,2024-06-29,10:23:38
Centrum,10,9,P+R Al. Krakowska,2024-06-29,10:25:19
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-29,10:13:44
Międzynarodowa,01,523,Stare Bemowo,2024-06-29,10:15:31
Saska,01,523,Stare Bemowo,2024-06-29,10:16:57
Rozbrat,02,523,Stare Bemowo,2024-06-29,10:19:18
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-29,10:21:07
Marszałkowska,02,523,Stare Bemowo,2024-06-29,10:22:06
Metro Politechnika,02,523,Stare Bemowo,2024-06-29,10:24:07
Centrum,09,9,Gocławek,2024-06-29,10:14:42
Krucza,05,9,Gocławek,2024-06-29,10:16:13
Muzeum Narodowe,05,9,Gocławek,2024-06-29,10:16:58
most Poniatowskiego,03,9,Gocławek,2024-06-29,10:19:45
rondo Waszyngtona,06,9,Gocławek,2024-06-29,10:21:56
Berezyńska,02,9,Gocławek,2024-06-29,10:23:12
Park Skaryszewski,04,9,Gocławek,2024-06-29,10:25:23
Wola-Ratusz,03,26,Wiatraczna,2024-06-29,10:13:51
Kino Femina,05,26,Wiatraczna,2024-06-29,10:16:13
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-06-29,10:18:59
Stare Miasto,01,26,Wiatraczna,2024-06-29,10:20:45
Park Praski,02,26,Wiatraczna,2024-06-29,10:23:42
Dw.Wileński,07,26,Wiatraczna,2024-06-29,10:25:23
Ząbkowska,03,26,Wiatraczna,2024-06-29,10:27:44
Kijowska,03,26,Wiatraczna,2024-06-29,10:29:30
Pelcowizna,06,114,UKSW,2024-06-29,10:17:20
PKP Toruńska,01,114,UKSW,2024-06-29,10:18:38
Żerań FSO,03,114,UKSW,2024-06-29,10:20:01
most Grota-Roweckiego,01,114,UKSW,2024-06-29,10:21:40
Czarnieckiego,02,114,UKSW,2024-06-29,10:24:23
pl.Wilsona,06,114,UKSW,2024-06-29,10:26:23
Suzina,02,114,UKSW,2024-06-29,10:27:11
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-06-29,10:17:20
Horbaczewskiego,01,148,Lotnisko Chopina,2024-06-29,10:18:34
Gocław,09,148,Lotnisko Chopina,2024-06-29,10:20:44
most Siekierkowski,03,148,Lotnisko Chopina,2024-06-29,10:21:30
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-06-29,10:23:06
Małe Siekierki,01,148,Lotnisko Chopina,2024-06-29,10:26:01
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-06-29,10:26:35
Dw.Wileński,01,162,EC Siekierki,2024-06-29,10:16:35
Sierakowskiego,01,162,EC Siekierki,2024-06-29,10:19:17
os.Panieńska,01,162,EC Siekierki,2024-06-29,10:20:41
most Świętokrzyski,03,162,EC Siekierki,2024-06-29,10:22:41
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-06-29,10:24:51
Topiel,03,162,EC Siekierki,2024-06-29,10:26:36
PKP Powiśle,03,162,EC Siekierki,2024-06-29,10:27:46
Wola-Ratusz,01,190,CH Marki,2024-06-29,10:17:42
Kino Femina,01,190,CH Marki,2024-06-29,10:20:13
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-29,10:22:39
Stare Miasto,01,190,CH Marki,2024-06-29,10:24:33
Park Praski,02,190,CH Marki,2024-06-29,10:26:36
Dw.Wileński,04,190,CH Marki,2024-06-29,10:28:22
Rzeszotarskiej,02,190,CH Marki,2024-06-29,10:29:24
Szwedzka,02,190,CH Marki,2024-06-29,10:30:34
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-29,10:19:44
Berezyńska,01,9,P+R Al. Krakowska,2024-06-29,10:21:20
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-29,10:22:36
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-29,10:24:42
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-29,10:28:04
Krucza,06,9,P+R Al. Krakowska,2024-06-29,10:29:50
Centrum,10,9,P+R Al. Krakowska,2024-06-29,10:31:06
pl.Zawiszy,03,521,Falenica,2024-06-29,10:20:04
Dw.Centralny,01,521,Falenica,2024-06-29,10:22:56
Centrum,15,521,Falenica,2024-06-29,10:24:06
Muzeum Narodowe,01,521,Falenica,2024-06-29,10:27:36
rondo Waszyngtona,02,521,Falenica,2024-06-29,10:29:59
Grenadierów,02,521,Falenica,2024-06-29,10:34:50
Wiatraczna,22,521,Falenica,2024-06-29,10:34:50
Centrum,09,9,Gocławek,2024-06-29,10:20:07
Krucza,05,9,Gocławek,2024-06-29,10:21:23
Muzeum Narodowe,05,9,Gocławek,2024-06-29,10:21:58
most Poniatowskiego,03,9,Gocławek,2024-06-29,10:25:20
rondo Waszyngtona,06,9,Gocławek,2024-06-29,10:27:06
Berezyńska,02,9,Gocławek,2024-06-29,10:28:27
Park Skaryszewski,04,9,Gocławek,2024-06-29,10:29:53
Dw.Gdański,05,6,Gocławek,2024-06-29,10:21:35
Park Traugutta,05,6,Gocławek,2024-06-29,10:24:16
most Gdański,03,6,Gocławek,2024-06-29,10:24:57
Wybrzeże Helskie,04,6,Gocławek,2024-06-29,10:26:28
rondo Starzyńskiego,04,6,Gocławek,2024-06-29,10:27:08
pl.Hallera,03,6,Gocławek,2024-06-29,10:29:14
pl.Hallera,04,6,Metro Młociny,2024-06-29,10:05:16
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-29,10:05:55
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-29,10:24:46
most Gdański,04,6,Metro Młociny,2024-06-29,10:26:08
Park Traugutta,04,6,Metro Młociny,2024-06-29,10:27:10
Dw.Gdański,06,6,Metro Młociny,2024-06-29,10:30:45
Ogrody Działkowe Czerniaków,02,148,Wiatraczna,2024-06-29,10:22:14
Małe Siekierki,02,148,Wiatraczna,2024-06-29,10:24:04
Siekierki-Sanktuarium,02,148,Wiatraczna,2024-06-29,10:25:26
most Siekierkowski,04,148,Wiatraczna,2024-06-29,10:27:31
Gocław,06,148,Wiatraczna,2024-06-29,10:29:23
Horbaczewskiego,02,148,Wiatraczna,2024-06-29,10:29:56
Bora-Komorowskiego,04,148,Wiatraczna,2024-06-29,10:31:32
Szwedzka,01,190,Os. Górczewska,2024-06-29,10:22:43
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-29,10:23:42
Dw.Wileński,03,190,Os. Górczewska,2024-06-29,10:25:51
Park Praski,01,190,Os. Górczewska,2024-06-29,10:27:09
Stare Miasto,02,190,Os. Górczewska,2024-06-29,10:29:37
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-29,10:32:10
Kino Femina,02,190,Os. Górczewska,2024-06-29,10:33:44
Wola-Ratusz,02,190,Os. Górczewska,2024-06-29,10:34:46
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-29,10:22:47
Międzynarodowa,01,523,Stare Bemowo,2024-06-29,10:24:20
Saska,01,523,Stare Bemowo,2024-06-29,10:25:38
Rozbrat,02,523,Stare Bemowo,2024-06-29,10:27:58
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-29,10:29:32
Marszałkowska,02,523,Stare Bemowo,2024-06-29,10:30:35
Metro Politechnika,02,523,Stare Bemowo,2024-06-29,10:31:21
pl.Hallera,04,6,Metro Młociny,2024-06-29,10:03:01
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-29,10:05:37
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-29,10:07:14
most Gdański,04,6,Metro Młociny,2024-06-29,10:08:09
Park Traugutta,04,6,Metro Młociny,2024-06-29,10:09:00
Dw.Gdański,06,6,Metro Młociny,2024-06-29,10:11:40
Kijowska,04,26,Metro Młociny,2024-06-29,10:25:21
Ząbkowska,04,26,Metro Młociny,2024-06-29,10:26:37
Dw.Wileński,03,26,Metro Młociny,2024-06-29,10:29:14
Park Praski,01,26,Metro Młociny,2024-06-29,10:30:29
Stare Miasto,02,26,Metro Młociny,2024-06-29,10:32:35
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-06-29,10:34:06
Kino Femina,06,26,Metro Młociny,2024-06-29,10:35:42
Wola-Ratusz,04,26,Metro Młociny,2024-06-29,10:37:28
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-29,10:25:59
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-29,10:27:09
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-29,10:28:19
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-29,10:29:29
Saska,02,523,PKP Olszynka Grochowska,2024-06-29,10:32:09
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-29,10:32:59
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-29,10:34:19
Centrum,09,9,Gocławek,2024-06-29,10:26:06
Krucza,05,9,Gocławek,2024-06-29,10:27:06
Muzeum Narodowe,05,9,Gocławek,2024-06-29,10:27:47
most Poniatowskiego,03,9,Gocławek,2024-06-29,10:31:09
rondo Waszyngtona,06,9,Gocławek,2024-06-29,10:33:00
Berezyńska,02,9,Gocławek,2024-06-29,10:35:06
Park Skaryszewski,04,9,Gocławek,2024-06-29,10:36:21
Wola-Ratusz,01,190,CH Marki,2024-06-29,10:28:01
Kino Femina,01,190,CH Marki,2024-06-29,10:29:56
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-29,10:32:45
Stare Miasto,01,190,CH Marki,2024-06-29,10:34:21
Park Praski,02,190,CH Marki,2024-06-29,10:37:12
Dw.Wileński,04,190,CH Marki,2024-06-29,10:38:05
Rzeszotarskiej,02,190,CH Marki,2024-06-29,10:39:30
Szwedzka,02,190,CH Marki,2024-06-29,10:40:21
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-29,10:28:28
Berezyńska,01,9,P+R Al. Krakowska,2024-06-29,10:30:29
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-29,10:32:00
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-29,10:33:46
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-29,10:36:22
Krucza,06,9,P+R Al. Krakowska,2024-06-29,10:38:08
Centrum,10,9,P+R Al. Krakowska,2024-06-29,10:39:59
Wola-Ratusz,03,26,Wiatraczna,2024-06-29,10:28:15
Kino Femina,05,26,Wiatraczna,2024-06-29,10:30:45
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-06-29,10:32:57
Stare Miasto,01,26,Wiatraczna,2024-06-29,10:35:19
Park Praski,02,26,Wiatraczna,2024-06-29,10:37:38
Dw.Wileński,07,26,Wiatraczna,2024-06-29,10:39:36
Ząbkowska,03,26,Wiatraczna,2024-06-29,10:41:32
Kijowska,03,26,Wiatraczna,2024-06-29,10:43:20
PKP Powiśle,04,162,Pl Hallera,2024-06-29,10:30:24
Topiel,01,162,Pl Hallera,2024-06-29,10:32:05
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-06-29,10:34:26
most Świętokrzyski,02,162,Pl Hallera,2024-06-29,10:36:07
os.Panieńska,02,162,Pl Hallera,2024-06-29,10:38:29
Sierakowskiego,02,162,Pl Hallera,2024-06-29,10:39:29
Ząbkowska,06,162,Pl Hallera,2024-06-29,10:41:10
Szwedzka,01,190,Os. Górczewska,2024-06-29,10:30:51
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-29,10:32:29
Dw.Wileński,03,190,Os. Górczewska,2024-06-29,10:35:33
Park Praski,01,190,Os. Górczewska,2024-06-29,10:37:10
Stare Miasto,02,190,Os. Górczewska,2024-06-29,10:39:09
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-29,10:41:01
Kino Femina,02,190,Os. Górczewska,2024-06-29,10:43:54
Wola-Ratusz,02,190,Os. Górczewska,2024-06-29,10:44:50
pl.Wilsona,05,114,Bródno Podgrodzie,2024-06-29,10:33:45
Czarnieckiego,01,114,Bródno Podgrodzie,2024-06-29,10:34:45
Centrum Olimpijskie,02,114,Bródno Podgrodzie,2024-06-29,10:35:45
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-06-29,10:37:44
Żerań FSO,04,114,Bródno Podgrodzie,2024-06-29,10:39:44
PKP Toruńska,02,114,Bródno Podgrodzie,2024-06-29,10:41:15
Bazyliańska,01,114,Bródno Podgrodzie,2024-06-29,10:42:46
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-29,10:32:20
Międzynarodowa,01,523,Stare Bemowo,2024-06-29,10:33:50
Saska,01,523,Stare Bemowo,2024-06-29,10:35:10
Rozbrat,02,523,Stare Bemowo,2024-06-29,10:37:30
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-29,10:39:00
Marszałkowska,02,523,Stare Bemowo,2024-06-29,10:39:50
Metro Politechnika,02,523,Stare Bemowo,2024-06-29,10:42:10
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-06-29,10:35:21
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-06-29,10:36:27
Dw.Gdański,03,500,Bródno Podgrodzie,2024-06-29,10:37:31
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-06-29,10:41:13
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-29,10:44:56
Rogowska,02,500,Bródno Podgrodzie,2024-06-29,10:45:41
Kołowa,02,500,Bródno Podgrodzie,2024-06-29,10:47:16
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-29,10:33:39
Berezyńska,01,9,P+R Al. Krakowska,2024-06-29,10:35:09
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-29,10:37:05
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-29,10:39:16
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-29,10:41:38
Krucza,06,9,P+R Al. Krakowska,2024-06-29,10:43:59
Centrum,10,9,P+R Al. Krakowska,2024-06-29,10:44:59
Pelcowizna,06,114,UKSW,2024-06-29,10:35:23
PKP Toruńska,01,114,UKSW,2024-06-29,10:36:27
Żerań FSO,03,114,UKSW,2024-06-29,10:37:48
most Grota-Roweckiego,01,114,UKSW,2024-06-29,10:40:04
Czarnieckiego,02,114,UKSW,2024-06-29,10:42:47
pl.Wilsona,06,114,UKSW,2024-06-29,10:44:52
Suzina,02,114,UKSW,2024-06-29,10:47:16
pl.Hallera,04,6,Metro Młociny,2024-06-29,10:34:03
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-29,10:35:47
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-29,10:37:30
most Gdański,04,6,Metro Młociny,2024-06-29,10:38:39
Park Traugutta,04,6,Metro Młociny,2024-06-29,10:39:36
Dw.Gdański,06,6,Metro Młociny,2024-06-29,10:43:09
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-06-29,10:35:49
Horbaczewskiego,01,148,Lotnisko Chopina,2024-06-29,10:36:31
Gocław,09,148,Lotnisko Chopina,2024-06-29,10:38:11
most Siekierkowski,03,148,Lotnisko Chopina,2024-06-29,10:39:20
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-06-29,10:41:42
Małe Siekierki,01,148,Lotnisko Chopina,2024-06-29,10:44:24
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-06-29,10:45:16
Dw.Gdański,05,6,Gocławek,2024-06-29,10:35:46
Park Traugutta,05,6,Gocławek,2024-06-29,10:39:03
most Gdański,03,6,Gocławek,2024-06-29,10:40:01
Wybrzeże Helskie,04,6,Gocławek,2024-06-29,10:41:22
rondo Starzyńskiego,04,6,Gocławek,2024-06-29,10:42:14
pl.Hallera,03,6,Gocławek,2024-06-29,10:44:10
Wola-Ratusz,01,190,CH Marki,2024-06-29,10:36:30
Kino Femina,01,190,CH Marki,2024-06-29,10:38:11
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-29,10:40:53
Stare Miasto,01,190,CH Marki,2024-06-29,10:43:03
Park Praski,02,190,CH Marki,2024-06-29,10:45:30
Dw.Wileński,04,190,CH Marki,2024-06-29,10:48:02
Rzeszotarskiej,02,190,CH Marki,2024-06-29,10:49:05
Szwedzka,02,190,CH Marki,2024-06-29,10:50:21
Dw.Wileński,01,162,EC Siekierki,2024-06-29,10:36:29
Sierakowskiego,01,162,EC Siekierki,2024-06-29,10:38:50
os.Panieńska,01,162,EC Siekierki,2024-06-29,10:41:10
most Świętokrzyski,03,162,EC Siekierki,2024-06-29,10:43:10
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-06-29,10:44:10
Topiel,03,162,EC Siekierki,2024-06-29,10:46:25
PKP Powiśle,03,162,EC Siekierki,2024-06-29,10:48:10
Centrum,09,9,Gocławek,2024-06-29,10:37:06
Krucza,05,9,Gocławek,2024-06-29,10:37:37
Muzeum Narodowe,05,9,Gocławek,2024-06-29,10:38:57
most Poniatowskiego,03,9,Gocławek,2024-06-29,10:41:39
rondo Waszyngtona,06,9,Gocławek,2024-06-29,10:43:24
Berezyńska,02,9,Gocławek,2024-06-29,10:44:45
Park Skaryszewski,04,9,Gocławek,2024-06-29,10:45:51
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-29,10:37:26
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-29,10:39:32
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-29,10:40:25
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-29,10:42:07
Saska,02,523,PKP Olszynka Grochowska,2024-06-29,10:44:52
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-29,10:45:43
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-29,10:46:57
Wiatraczna,03,521,Szczęśliwice,2024-06-29,10:35:38
Grenadierów,01,521,Szczęśliwice,2024-06-29,10:36:31
rondo Waszyngtona,01,521,Szczęśliwice,2024-06-29,10:40:06
Muzeum Narodowe,02,521,Szczęśliwice,2024-06-29,10:43:05
Centrum,06,521,Szczęśliwice,2024-06-29,10:46:08
Dw.Centralny,02,521,Szczęśliwice,2024-06-29,10:47:19
pl.Zawiszy,04,521,Szczęśliwice,2024-06-29,10:51:34
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-29,10:40:25
Międzynarodowa,01,523,Stare Bemowo,2024-06-29,10:42:07
Saska,01,523,Stare Bemowo,2024-06-29,10:43:28
Rozbrat,02,523,Stare Bemowo,2024-06-29,10:45:57
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-29,10:47:45
Marszałkowska,02,523,Stare Bemowo,2024-06-29,10:48:44
Metro Politechnika,02,523,Stare Bemowo,2024-06-29,10:50:54
Kijowska,04,26,Metro Młociny,2024-06-29,10:41:18
Ząbkowska,04,26,Metro Młociny,2024-06-29,10:42:34
Dw.Wileński,03,26,Metro Młociny,2024-06-29,10:45:22
Park Praski,01,26,Metro Młociny,2024-06-29,10:46:18
Stare Miasto,02,26,Metro Młociny,2024-06-29,10:48:45
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-06-29,10:51:07
Kino Femina,06,26,Metro Młociny,2024-06-29,10:53:20
Wola-Ratusz,04,26,Metro Młociny,2024-06-29,10:54:42
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-29,10:41:52
Dw.Wileński,03,190,Os. Górczewska,2024-06-29,10:43:52
Park Praski,01,190,Os. Górczewska,2024-06-29,10:45:22
Stare Miasto,02,190,Os. Górczewska,2024-06-29,10:47:23
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-29,10:49:23
Kino Femina,02,190,Os. Górczewska,2024-06-29,10:51:24
Wola-Ratusz,02,190,Os. Górczewska,2024-06-29,10:52:24
Kołowa,01,500,rondo Radosława,2024-06-29,10:42:42
Rogowska,01,500,rondo Radosława,2024-06-29,10:43:54
rondo Żaba,01,500,rondo Radosława,2024-06-29,10:44:25
rondo Starzyńskiego,01,500,rondo Radosława,2024-06-29,10:48:26
Dw.Gdański,04,500,rondo Radosława,2024-06-29,10:51:18
Baseny Inflancka,02,500,rondo Radosława,2024-06-29,10:52:43
"rondo ""Radosława""",04,500,rondo Radosława,2024-06-29,10:55:42
Ogrody Działkowe Czerniaków,02,148,Wiatraczna,2024-06-29,10:43:27
Małe Siekierki,02,148,Wiatraczna,2024-06-29,10:45:57
Siekierki-Sanktuarium,02,148,Wiatraczna,2024-06-29,10:47:19
most Siekierkowski,04,148,Wiatraczna,2024-06-29,10:49:33
Gocław,06,148,Wiatraczna,2024-06-29,10:52:55
Horbaczewskiego,02,148,Wiatraczna,2024-06-29,10:53:42
Bora-Komorowskiego,04,148,Wiatraczna,2024-06-29,10:55:42
Wola-Ratusz,03,26,Wiatraczna,2024-06-29,10:42:36
Kino Femina,05,26,Wiatraczna,2024-06-29,10:44:57
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-06-29,10:46:49
Stare Miasto,01,26,Wiatraczna,2024-06-29,10:48:45
Park Praski,02,26,Wiatraczna,2024-06-29,10:51:07
Dw.Wileński,07,26,Wiatraczna,2024-06-29,10:53:21
Ząbkowska,03,26,Wiatraczna,2024-06-29,10:54:16
Kijowska,03,26,Wiatraczna,2024-06-29,10:55:43
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-29,10:43:57
Berezyńska,01,9,P+R Al. Krakowska,2024-06-29,10:45:35
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-29,10:47:13
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-29,10:49:05
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-29,10:52:19
Krucza,06,9,P+R Al. Krakowska,2024-06-29,10:53:19
Centrum,10,9,P+R Al. Krakowska,2024-06-29,10:55:32
PKP Powiśle,04,162,Pl Hallera,2024-06-29,10:46:09
Topiel,01,162,Pl Hallera,2024-06-29,10:47:45
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-06-29,10:49:07
most Świętokrzyski,02,162,Pl Hallera,2024-06-29,10:51:07
os.Panieńska,02,162,Pl Hallera,2024-06-29,10:52:09
Sierakowskiego,02,162,Pl Hallera,2024-06-29,10:53:17
Ząbkowska,06,162,Pl Hallera,2024-06-29,10:54:52
Kino Femina,06,26,Metro Młociny,2024-06-29,10:46:22
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-29,10:47:56
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-29,10:49:45
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-29,10:50:53
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-29,10:52:21
Saska,02,523,PKP Olszynka Grochowska,2024-06-29,10:55:42
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-29,10:56:15
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-29,10:57:39
pl.Hallera,04,6,Metro Młociny,2024-06-29,10:49:50
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-29,10:51:36
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-29,10:53:02
most Gdański,04,6,Metro Młociny,2024-06-29,10:54:15
Park Traugutta,04,6,Metro Młociny,2024-06-29,10:55:36
Dw.Gdański,06,6,Metro Młociny,2024-06-29,10:58:12
