przystanek,nr_przystanku,linia,kierunek,dzień,godzina przyjazdu
Ząbkowska,06,162,Pl Hallera,2024-06-29,05:04:39
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-06-29,04:58:48
Horbaczewskiego,01,148,Lotnisko Chopina,2024-06-29,05:00:11
Gocław,09,148,Lotnisko Chopina,2024-06-29,05:02:33
most Siekierkowski,03,148,Lotnisko Chopina,2024-06-29,05:03:18
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-06-29,05:05:30
Małe Siekierki,01,148,Lotnisko Chopina,2024-06-29,05:07:33
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-06-29,05:08:20
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-06-29,05:01:56
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-06-29,05:03:08
Dw.Gdański,03,500,Bródno Podgrodzie,2024-06-29,05:03:42
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-06-29,05:06:07
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-29,05:09:06
Rogowska,02,500,Bródno Podgrodzie,2024-06-29,05:09:29
Kołowa,02,500,Bródno Podgrodzie,2024-06-29,05:10:30
Szwedzka,01,190,Os. Górczewska,2024-06-29,04:26:04
Centrum,09,9,Gocławek,2024-06-29,05:01:23
Krucza,05,9,Gocławek,2024-06-29,05:02:28
Muzeum Narodowe,05,9,Gocławek,2024-06-29,05:03:04
most Poniatowskiego,03,9,Gocławek,2024-06-29,05:06:21
rondo Waszyngtona,06,9,Gocławek,2024-06-29,05:08:12
Berezyńska,02,9,Gocławek,2024-06-29,05:09:22
Park Skaryszewski,04,9,Gocławek,2024-06-29,05:10:58
Szwedzka,02,190,CH Marki,2024-06-29,02:03:43
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-29,05:03:07
Berezyńska,01,9,P+R Al. Krakowska,2024-06-29,05:04:38
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-29,05:06:39
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-29,05:08:24
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-29,05:11:01
Krucza,06,9,P+R Al. Krakowska,2024-06-29,05:11:51
Centrum,10,9,P+R Al. Krakowska,2024-06-29,05:13:52
pl.Hallera,04,6,Metro Młociny,2024-06-29,05:03:40
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-29,05:05:31
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-29,05:06:22
most Gdański,04,6,Metro Młociny,2024-06-29,05:07:38
Park Traugutta,04,6,Metro Młociny,2024-06-29,05:08:45
Dw.Gdański,06,6,Metro Młociny,2024-06-29,05:11:55
Pelcowizna,06,114,UKSW,2024-06-29,05:06:07
PKP Toruńska,01,114,UKSW,2024-06-29,05:07:22
Żerań FSO,03,114,UKSW,2024-06-29,05:08:18
most Grota-Roweckiego,01,114,UKSW,2024-06-29,05:11:01
Czarnieckiego,02,114,UKSW,2024-06-29,05:13:57
pl.Wilsona,06,114,UKSW,2024-06-29,05:17:53
Suzina,02,114,UKSW,2024-06-29,05:18:20
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-06-29,05:06:07
Żerań FSO,04,114,Bródno Podgrodzie,2024-06-29,05:07:18
PKP Toruńska,02,114,Bródno Podgrodzie,2024-06-29,05:08:16
Bazyliańska,01,114,Bródno Podgrodzie,2024-06-29,05:08:25
Szwedzka,01,190,Os. Górczewska,2024-06-29,05:08:20
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-29,05:10:05
Dw.Wileński,03,190,Os. Górczewska,2024-06-29,05:11:39
Park Praski,01,190,Os. Górczewska,2024-06-29,05:13:11
Stare Miasto,02,190,Os. Górczewska,2024-06-29,05:15:13
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-29,05:17:32
Kino Femina,02,190,Os. Górczewska,2024-06-29,05:19:29
Wola-Ratusz,02,190,Os. Górczewska,2024-06-29,05:20:48
Centrum,09,9,Gocławek,2024-06-29,05:08:22
Krucza,05,9,Gocławek,2024-06-29,05:09:57
Muzeum Narodowe,05,9,Gocławek,2024-06-29,05:10:38
most Poniatowskiego,03,9,Gocławek,2024-06-29,05:13:59
rondo Waszyngtona,06,9,Gocławek,2024-06-29,05:16:00
Berezyńska,02,9,Gocławek,2024-06-29,05:17:41
Park Skaryszewski,04,9,Gocławek,2024-06-29,05:19:07
Kijowska,04,26,Metro Młociny,2024-06-29,05:11:29
Ząbkowska,04,26,Metro Młociny,2024-06-29,05:12:40
Dw.Wileński,03,26,Metro Młociny,2024-06-29,05:15:32
Park Praski,01,26,Metro Młociny,2024-06-29,05:16:17
Stare Miasto,02,26,Metro Młociny,2024-06-29,05:18:38
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-06-29,05:20:29
Kino Femina,06,26,Metro Młociny,2024-06-29,05:22:36
Wola-Ratusz,04,26,Metro Młociny,2024-06-29,05:24:37
Dw.Gdański,05,6,Gocławek,2024-06-29,05:10:58
Park Traugutta,05,6,Gocławek,2024-06-29,05:14:14
most Gdański,03,6,Gocławek,2024-06-29,05:15:30
Wybrzeże Helskie,04,6,Gocławek,2024-06-29,05:16:46
rondo Starzyńskiego,04,6,Gocławek,2024-06-29,05:18:07
pl.Hallera,03,6,Gocławek,2024-06-29,05:19:58
Kołowa,01,500,rondo Radosława,2024-06-29,05:11:36
Rogowska,01,500,rondo Radosława,2024-06-29,05:12:33
rondo Żaba,01,500,rondo Radosława,2024-06-29,05:13:07
rondo Starzyńskiego,01,500,rondo Radosława,2024-06-29,05:17:30
Dw.Gdański,04,500,rondo Radosława,2024-06-29,05:19:52
Baseny Inflancka,02,500,rondo Radosława,2024-06-29,05:21:57
"rondo ""Radosława""",04,500,rondo Radosława,2024-06-29,05:23:52
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-29,05:13:59
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-29,05:15:11
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-29,05:16:10
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-29,05:17:34
Saska,02,523,PKP Olszynka Grochowska,2024-06-29,05:19:53
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-29,05:20:48
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-29,05:22:34
pl.Wilsona,05,114,Bródno Podgrodzie,2024-06-29,05:16:54
Czarnieckiego,01,114,Bródno Podgrodzie,2024-06-29,05:17:53
Centrum Olimpijskie,02,114,Bródno Podgrodzie,2024-06-29,05:18:41
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-06-29,05:20:13
Żerań FSO,04,114,Bródno Podgrodzie,2024-06-29,05:21:54
PKP Toruńska,02,114,Bródno Podgrodzie,2024-06-29,05:23:05
Bazyliańska,01,114,Bródno Podgrodzie,2024-06-29,05:24:20
Dw.Wileński,01,162,EC Siekierki,2024-06-29,05:14:24
Sierakowskiego,01,162,EC Siekierki,2024-06-29,05:16:45
os.Panieńska,01,162,EC Siekierki,2024-06-29,05:17:45
most Świętokrzyski,03,162,EC Siekierki,2024-06-29,05:19:49
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-06-29,05:21:06
Topiel,03,162,EC Siekierki,2024-06-29,05:22:54
PKP Powiśle,03,162,EC Siekierki,2024-06-29,05:23:49
Wiatraczna,22,521,Falenica,2024-06-29,05:16:10
Ogrody Działkowe Czerniaków,02,148,Wiatraczna,2024-06-29,05:17:33
Małe Siekierki,02,148,Wiatraczna,2024-06-29,05:19:15
Siekierki-Sanktuarium,02,148,Wiatraczna,2024-06-29,05:21:01
most Siekierkowski,04,148,Wiatraczna,2024-06-29,05:23:32
Gocław,06,148,Wiatraczna,2024-06-29,05:25:32
Horbaczewskiego,02,148,Wiatraczna,2024-06-29,05:26:51
Bora-Komorowskiego,04,148,Wiatraczna,2024-06-29,05:27:53
Szwedzka,02,190,CH Marki,2024-06-29,02:03:43
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-29,05:20:49
Międzynarodowa,01,523,Stare Bemowo,2024-06-29,05:22:35
Saska,01,523,Stare Bemowo,2024-06-29,05:23:56
Rozbrat,02,523,Stare Bemowo,2024-06-29,05:26:07
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-29,05:28:04
Marszałkowska,02,523,Stare Bemowo,2024-06-29,05:28:48
Metro Politechnika,02,523,Stare Bemowo,2024-06-29,05:30:21
PKP Powiśle,04,162,Pl Hallera,2024-06-29,05:23:20
Topiel,01,162,Pl Hallera,2024-06-29,05:25:01
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-06-29,05:25:42
most Świętokrzyski,02,162,Pl Hallera,2024-06-29,05:27:43
os.Panieńska,02,162,Pl Hallera,2024-06-29,05:28:43
Sierakowskiego,02,162,Pl Hallera,2024-06-29,05:30:04
Ząbkowska,06,162,Pl Hallera,2024-06-29,05:32:45
Wola-Ratusz,01,190,CH Marki,2024-06-29,05:23:56
Kino Femina,01,190,CH Marki,2024-06-29,05:25:29
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-29,05:27:52
Stare Miasto,01,190,CH Marki,2024-06-29,05:30:06
Park Praski,02,190,CH Marki,2024-06-29,05:31:54
Dw.Wileński,04,190,CH Marki,2024-06-29,05:34:04
Rzeszotarskiej,02,190,CH Marki,2024-06-29,05:35:13
Szwedzka,02,190,CH Marki,2024-06-29,05:36:10
pl.Hallera,04,6,Metro Młociny,2024-06-29,05:21:32
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-29,05:23:38
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-29,05:24:23
most Gdański,04,6,Metro Młociny,2024-06-29,05:25:39
Park Traugutta,04,6,Metro Młociny,2024-06-29,05:26:45
Dw.Gdański,06,6,Metro Młociny,2024-06-29,05:30:02
Centrum,09,9,Gocławek,2024-06-29,05:27:06
Krucza,05,9,Gocławek,2024-06-29,05:27:46
Muzeum Narodowe,05,9,Gocławek,2024-06-29,05:28:37
most Poniatowskiego,03,9,Gocławek,2024-06-29,05:31:54
rondo Waszyngtona,06,9,Gocławek,2024-06-29,05:33:39
Berezyńska,02,9,Gocławek,2024-06-29,05:35:05
Park Skaryszewski,04,9,Gocławek,2024-06-29,05:36:36
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-06-29,05:31:21
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-06-29,05:32:33
Dw.Gdański,03,500,Bródno Podgrodzie,2024-06-29,05:33:34
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-06-29,05:36:24
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-29,05:38:56
Rogowska,02,500,Bródno Podgrodzie,2024-06-29,05:39:52
Kołowa,02,500,Bródno Podgrodzie,2024-06-29,05:40:38
Kijowska,04,26,Metro Młociny,2024-06-29,05:29:31
Ząbkowska,04,26,Metro Młociny,2024-06-29,05:30:37
Dw.Wileński,03,26,Metro Młociny,2024-06-29,05:33:29
Park Praski,01,26,Metro Młociny,2024-06-29,05:34:14
Stare Miasto,02,26,Metro Młociny,2024-06-29,05:36:35
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-06-29,05:38:01
Kino Femina,06,26,Metro Młociny,2024-06-29,05:39:22
Wola-Ratusz,04,26,Metro Młociny,2024-06-29,05:42:08
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-06-29,05:30:10
Horbaczewskiego,01,148,Lotnisko Chopina,2024-06-29,05:31:18
Gocław,09,148,Lotnisko Chopina,2024-06-29,05:33:30
most Siekierkowski,03,148,Lotnisko Chopina,2024-06-29,05:34:49
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-06-29,05:36:54
Małe Siekierki,01,148,Lotnisko Chopina,2024-06-29,05:39:14
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-06-29,05:39:53
rondo Waszyngtona,06,9,Gocławek,2024-06-29,05:26:43
Berezyńska,02,9,Gocławek,2024-06-29,05:28:29
Park Skaryszewski,04,9,Gocławek,2024-06-29,05:30:20
Wola-Ratusz,03,26,Wiatraczna,2024-06-29,05:28:38
Kino Femina,05,26,Wiatraczna,2024-06-29,05:30:14
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-06-29,05:34:01
Stare Miasto,01,26,Wiatraczna,2024-06-29,05:35:36
Park Praski,02,26,Wiatraczna,2024-06-29,05:38:38
Dw.Wileński,07,26,Wiatraczna,2024-06-29,05:41:35
Ząbkowska,03,26,Wiatraczna,2024-06-29,05:43:21
Kijowska,03,26,Wiatraczna,2024-06-29,05:45:12
Dw.Gdański,05,6,Gocławek,2024-06-29,05:31:54
Park Traugutta,05,6,Gocławek,2024-06-29,05:34:37
most Gdański,03,6,Gocławek,2024-06-29,05:35:51
Wybrzeże Helskie,04,6,Gocławek,2024-06-29,05:37:12
rondo Starzyńskiego,04,6,Gocławek,2024-06-29,05:37:57
pl.Hallera,03,6,Gocławek,2024-06-29,05:40:09
Grenadierów,02,521,Falenica,2024-06-29,05:24:42
Wiatraczna,22,521,Falenica,2024-06-29,05:32:10
Szwedzka,01,190,Os. Górczewska,2024-06-29,05:32:44
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-29,05:34:08
Dw.Wileński,03,190,Os. Górczewska,2024-06-29,05:35:43
Park Praski,01,190,Os. Górczewska,2024-06-29,05:36:54
Stare Miasto,02,190,Os. Górczewska,2024-06-29,05:38:56
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-29,05:41:05
Kino Femina,02,190,Os. Górczewska,2024-06-29,05:42:40
Wola-Ratusz,02,190,Os. Górczewska,2024-06-29,05:43:50
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-29,05:35:25
Międzynarodowa,01,523,Stare Bemowo,2024-06-29,05:36:56
Saska,01,523,Stare Bemowo,2024-06-29,05:38:22
Rozbrat,02,523,Stare Bemowo,2024-06-29,05:40:41
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-29,05:42:41
Marszałkowska,02,523,Stare Bemowo,2024-06-29,05:43:40
Metro Politechnika,02,523,Stare Bemowo,2024-06-29,05:45:32
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-29,05:36:22
Berezyńska,01,9,P+R Al. Krakowska,2024-06-29,05:38:13
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-29,05:39:44
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-29,05:42:00
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-29,05:44:27
Krucza,06,9,P+R Al. Krakowska,2024-06-29,05:45:12
Centrum,10,9,P+R Al. Krakowska,2024-06-29,05:47:08
Szwedzka,02,190,CH Marki,2024-06-29,02:03:43
Pelcowizna,06,114,UKSW,2024-06-29,05:38:07
PKP Toruńska,01,114,UKSW,2024-06-29,05:38:53
Żerań FSO,03,114,UKSW,2024-06-29,05:40:14
most Grota-Roweckiego,01,114,UKSW,2024-06-29,05:41:41
Czarnieckiego,02,114,UKSW,2024-06-29,05:44:57
pl.Wilsona,06,114,UKSW,2024-06-29,05:50:20
Suzina,02,114,UKSW,2024-06-29,05:51:07
Wola-Ratusz,01,190,CH Marki,2024-06-29,05:39:52
Kino Femina,01,190,CH Marki,2024-06-29,05:41:34
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-29,05:43:51
Stare Miasto,01,190,CH Marki,2024-06-29,05:45:18
Park Praski,02,190,CH Marki,2024-06-29,05:47:25
Dw.Wileński,04,190,CH Marki,2024-06-29,05:50:18
Rzeszotarskiej,02,190,CH Marki,2024-06-29,05:51:07
Szwedzka,02,190,CH Marki,2024-06-29,05:52:15
Centrum,09,9,Gocławek,2024-06-29,05:39:44
Krucza,05,9,Gocławek,2024-06-29,05:41:00
Muzeum Narodowe,05,9,Gocławek,2024-06-29,05:42:01
most Poniatowskiego,03,9,Gocławek,2024-06-29,05:44:57
rondo Waszyngtona,06,9,Gocławek,2024-06-29,05:47:08
Berezyńska,02,9,Gocławek,2024-06-29,05:48:14
Park Skaryszewski,04,9,Gocławek,2024-06-29,05:50:15
pl.Hallera,04,6,Metro Młociny,2024-06-29,05:41:39
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-29,05:43:06
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-29,05:44:33
most Gdański,04,6,Metro Młociny,2024-06-29,05:45:25
Park Traugutta,04,6,Metro Młociny,2024-06-29,05:46:40
Dw.Gdański,06,6,Metro Młociny,2024-06-29,05:49:56
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-06-29,05:44:03
Żerań FSO,04,114,Bródno Podgrodzie,2024-06-29,05:45:03
PKP Toruńska,02,114,Bródno Podgrodzie,2024-06-29,05:45:33
Bazyliańska,01,114,Bródno Podgrodzie,2024-06-29,05:46:03
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-29,05:44:31
Berezyńska,01,9,P+R Al. Krakowska,2024-06-29,05:45:41
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-29,05:46:53
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-29,05:48:54
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-29,05:51:35
Krucza,06,9,P+R Al. Krakowska,2024-06-29,05:52:15
Centrum,10,9,P+R Al. Krakowska,2024-06-29,05:54:06
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-29,05:46:24
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-29,05:47:17
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-29,05:48:22
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-29,05:49:46
Saska,02,523,PKP Olszynka Grochowska,2024-06-29,05:52:23
