przystanek,nr_przystanku,linia,kierunek,dzień,godzina przyjazdu
Park Praski,02,190,CH Marki,2024-07-05,09:52:39
Dw.Wileński,04,190,CH Marki,2024-07-05,09:50:44
Rzeszotarskiej,02,190,CH Marki,2024-07-05,09:47:39
Szwedzka,02,190,CH Marki,2024-07-05,09:46:51
pl.Wilsona,05,114,Bródno Podgrodzie,2024-07-05,09:55:21
Czarnieckiego,01,114,Bródno Podgrodzie,2024-07-05,09:55:21
Centrum Olimpijskie,02,114,Bródno Podgrodzie,2024-07-05,09:57:51
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-07-05,09:59:21
Żerań FSO,04,114,Bródno Podgrodzie,2024-07-05,10:00:51
PKP Toruńska,02,114,Bródno Podgrodzie,2024-07-05,10:01:52
Bazyliańska,01,114,Bródno Podgrodzie,2024-07-05,10:02:52
pl.Hallera,04,6,Metro Młociny,2024-07-05,09:51:58
rondo Starzyńskiego,03,6,Metro Młociny,2024-07-05,09:53:45
Wybrzeże Helskie,03,6,Metro Młociny,2024-07-05,09:55:13
most Gdański,04,6,Metro Młociny,2024-07-05,09:56:21
Park Traugutta,04,6,Metro Młociny,2024-07-05,09:57:52
Dw.Gdański,06,6,Metro Młociny,2024-07-05,10:00:35
Ogrody Działkowe Czerniaków,02,148,Wiatraczna,2024-07-05,09:53:26
Małe Siekierki,02,148,Wiatraczna,2024-07-05,09:54:21
Siekierki-Sanktuarium,02,148,Wiatraczna,2024-07-05,09:56:09
most Siekierkowski,04,148,Wiatraczna,2024-07-05,09:58:28
Gocław,06,148,Wiatraczna,2024-07-05,10:01:57
Horbaczewskiego,02,148,Wiatraczna,2024-07-05,10:03:18
Bora-Komorowskiego,04,148,Wiatraczna,2024-07-05,10:04:27
Kijowska,04,26,Metro Młociny,2024-07-05,09:53:35
Ząbkowska,04,26,Metro Młociny,2024-07-05,09:55:06
Dw.Wileński,03,26,Metro Młociny,2024-07-05,09:57:52
Park Praski,01,26,Metro Młociny,2024-07-05,09:59:08
Stare Miasto,02,26,Metro Młociny,2024-07-05,10:01:19
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-07-05,10:03:15
Kino Femina,06,26,Metro Młociny,2024-07-05,10:05:37
Wola-Ratusz,04,26,Metro Młociny,2024-07-05,10:07:28
Pelcowizna,06,114,UKSW,2024-07-05,09:55:25
PKP Toruńska,01,114,UKSW,2024-07-05,09:56:22
Żerań FSO,03,114,UKSW,2024-07-05,09:57:36
most Grota-Roweckiego,01,114,UKSW,2024-07-05,10:00:03
Czarnieckiego,02,114,UKSW,2024-07-05,10:03:18
pl.Wilsona,06,114,UKSW,2024-07-05,10:05:41
Suzina,02,114,UKSW,2024-07-05,10:06:37
PKP Powiśle,04,162,Pl Hallera,2024-07-05,09:54:32
Topiel,01,162,Pl Hallera,2024-07-05,09:57:24
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-07-05,09:58:42
most Świętokrzyski,02,162,Pl Hallera,2024-07-05,09:59:59
os.Panieńska,02,162,Pl Hallera,2024-07-05,10:03:20
Sierakowskiego,02,162,Pl Hallera,2024-07-05,10:04:07
Ząbkowska,06,162,Pl Hallera,2024-07-05,10:06:59
rondo Starzyńskiego,03,6,Metro Młociny,2024-07-05,09:57:16
Wybrzeże Helskie,03,6,Metro Młociny,2024-07-05,09:58:06
most Gdański,04,6,Metro Młociny,2024-07-05,09:59:06
Park Traugutta,04,6,Metro Młociny,2024-07-05,10:00:02
Dw.Gdański,06,6,Metro Młociny,2024-07-05,10:02:33
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-07-05,09:58:21
Berezyńska,01,9,P+R Al. Krakowska,2024-07-05,09:59:37
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-05,10:01:23
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-05,10:03:49
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-05,10:07:06
Krucza,06,9,P+R Al. Krakowska,2024-07-05,10:08:07
Centrum,10,9,P+R Al. Krakowska,2024-07-05,10:09:27
Centrum,09,9,Gocławek,2024-07-05,09:58:14
Krucza,05,9,Gocławek,2024-07-05,09:59:20
Muzeum Narodowe,05,9,Gocławek,2024-07-05,10:00:00
most Poniatowskiego,03,9,Gocławek,2024-07-05,10:03:12
rondo Waszyngtona,06,9,Gocławek,2024-07-05,10:04:53
Berezyńska,02,9,Gocławek,2024-07-05,10:05:59
Park Skaryszewski,04,9,Gocławek,2024-07-05,10:08:15
Wola-Ratusz,03,26,Wiatraczna,2024-07-05,09:56:23
Kino Femina,05,26,Wiatraczna,2024-07-05,09:58:22
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-07-05,10:01:19
Stare Miasto,01,26,Wiatraczna,2024-07-05,10:03:48
Park Praski,02,26,Wiatraczna,2024-07-05,10:06:17
Dw.Wileński,07,26,Wiatraczna,2024-07-05,10:09:29
Ząbkowska,03,26,Wiatraczna,2024-07-05,10:10:20
Kijowska,03,26,Wiatraczna,2024-07-05,10:13:19
Szwedzka,02,190,CH Marki,2024-07-05,09:59:07
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-05,09:59:18
Międzynarodowa,01,523,Stare Bemowo,2024-07-05,10:01:33
Saska,01,523,Stare Bemowo,2024-07-05,10:02:41
Rozbrat,02,523,Stare Bemowo,2024-07-05,10:05:07
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-05,10:06:42
Marszałkowska,02,523,Stare Bemowo,2024-07-05,10:08:30
Metro Politechnika,02,523,Stare Bemowo,2024-07-05,10:09:49
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-07-05,10:00:26
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-07-05,10:01:33
pl.Na Rozdrożu,05,523,PKP Olszynka Grochowska,2024-07-05,10:02:27
Rozbrat,01,523,PKP Olszynka Grochowska,2024-07-05,10:03:34
Saska,02,523,PKP Olszynka Grochowska,2024-07-05,10:06:58
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-07-05,10:08:02
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-07-05,10:09:27
Szwedzka,01,190,Os. Górczewska,2024-07-05,10:00:05
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-05,10:01:33
Dw.Wileński,03,190,Os. Górczewska,2024-07-05,10:03:56
Park Praski,01,190,Os. Górczewska,2024-07-05,10:05:01
Stare Miasto,02,190,Os. Górczewska,2024-07-05,10:07:20
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-05,10:10:09
Kino Femina,02,190,Os. Górczewska,2024-07-05,10:11:08
Wola-Ratusz,02,190,Os. Górczewska,2024-07-05,10:12:52
Szwedzka,01,190,Os. Górczewska,2024-07-05,09:47:18
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-05,10:11:17
Dw.Wileński,03,190,Os. Górczewska,2024-07-05,10:09:11
Park Praski,01,190,Os. Górczewska,2024-07-05,10:08:22
Stare Miasto,02,190,Os. Górczewska,2024-07-05,10:06:16
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-05,10:04:25
Kino Femina,02,190,Os. Górczewska,2024-07-05,10:01:46
Wola-Ratusz,02,190,Os. Górczewska,2024-07-05,10:00:00
Kołowa,01,500,rondo Radosława,2024-07-05,10:00:52
Rogowska,01,500,rondo Radosława,2024-07-05,10:01:48
rondo Żaba,01,500,rondo Radosława,2024-07-05,10:02:44
rondo Starzyńskiego,01,500,rondo Radosława,2024-07-05,10:06:06
Dw.Gdański,04,500,rondo Radosława,2024-07-05,10:09:09
Baseny Inflancka,02,500,rondo Radosława,2024-07-05,10:10:21
"rondo ""Radosława""",04,500,rondo Radosława,2024-07-05,10:12:59
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-07-05,10:04:22
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-07-05,10:06:05
Dw.Gdański,03,500,Bródno Podgrodzie,2024-07-05,10:06:53
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-07-05,10:10:10
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-05,10:14:12
Rogowska,02,500,Bródno Podgrodzie,2024-07-05,10:15:09
Kołowa,02,500,Bródno Podgrodzie,2024-07-05,10:16:29
Berezyńska,01,9,P+R Al. Krakowska,2024-07-05,10:04:51
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-05,10:03:16
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-05,10:00:57
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-05,09:58:23
Krucza,06,9,P+R Al. Krakowska,2024-07-05,09:57:26
Centrum,10,9,P+R Al. Krakowska,2024-07-05,09:55:14
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-07-05,10:05:21
Berezyńska,01,9,P+R Al. Krakowska,2024-07-05,10:06:37
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-05,10:08:08
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-05,10:09:54
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-05,10:12:51
Krucza,06,9,P+R Al. Krakowska,2024-07-05,10:15:22
Centrum,10,9,P+R Al. Krakowska,2024-07-05,10:16:22
Wiatraczna,03,521,Szczęśliwice,2024-07-05,10:03:58
Grenadierów,01,521,Szczęśliwice,2024-07-05,10:05:07
rondo Waszyngtona,01,521,Szczęśliwice,2024-07-05,10:09:26
Muzeum Narodowe,02,521,Szczęśliwice,2024-07-05,10:13:03
Centrum,06,521,Szczęśliwice,2024-07-05,10:16:32
Dw.Centralny,02,521,Szczęśliwice,2024-07-05,10:18:59
pl.Zawiszy,04,521,Szczęśliwice,2024-07-05,10:21:45
Dw.Wileński,01,162,EC Siekierki,2024-07-05,10:06:40
Sierakowskiego,01,162,EC Siekierki,2024-07-05,10:08:48
os.Panieńska,01,162,EC Siekierki,2024-07-05,10:10:23
most Świętokrzyski,03,162,EC Siekierki,2024-07-05,10:12:19
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-07-05,10:14:00
Topiel,03,162,EC Siekierki,2024-07-05,10:17:37
PKP Powiśle,03,162,EC Siekierki,2024-07-05,10:19:09
Dw.Gdański,05,6,Gocławek,2024-07-05,10:07:05
Park Traugutta,05,6,Gocławek,2024-07-05,10:09:43
most Gdański,03,6,Gocławek,2024-07-05,10:10:33
Wybrzeże Helskie,04,6,Gocławek,2024-07-05,10:12:05
rondo Starzyńskiego,04,6,Gocławek,2024-07-05,10:12:48
pl.Hallera,03,6,Gocławek,2024-07-05,10:14:50
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-05,10:07:15
Międzynarodowa,01,523,Stare Bemowo,2024-07-05,10:09:05
Saska,01,523,Stare Bemowo,2024-07-05,10:10:15
Rozbrat,02,523,Stare Bemowo,2024-07-05,10:12:55
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-05,10:14:25
Marszałkowska,02,523,Stare Bemowo,2024-07-05,10:15:25
Metro Politechnika,02,523,Stare Bemowo,2024-07-05,10:17:15
pl.Hallera,04,6,Metro Młociny,2024-07-05,10:07:30
rondo Starzyńskiego,03,6,Metro Młociny,2024-07-05,10:09:31
Wybrzeże Helskie,03,6,Metro Młociny,2024-07-05,10:11:17
most Gdański,04,6,Metro Młociny,2024-07-05,10:12:13
Park Traugutta,04,6,Metro Młociny,2024-07-05,10:14:24
Dw.Gdański,06,6,Metro Młociny,2024-07-05,10:15:14
PKP Powiśle,04,162,Pl Hallera,2024-07-05,10:07:55
Topiel,01,162,Pl Hallera,2024-07-05,10:09:59
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-07-05,10:12:40
most Świętokrzyski,02,162,Pl Hallera,2024-07-05,10:13:40
os.Panieńska,02,162,Pl Hallera,2024-07-05,10:18:00
Sierakowskiego,02,162,Pl Hallera,2024-07-05,10:19:00
Ząbkowska,06,162,Pl Hallera,2024-07-05,10:21:40
Centrum,09,9,Gocławek,2024-07-05,10:07:08
Krucza,05,9,Gocławek,2024-07-05,10:08:34
Muzeum Narodowe,05,9,Gocławek,2024-07-05,10:09:19
most Poniatowskiego,03,9,Gocławek,2024-07-05,10:12:16
rondo Waszyngtona,06,9,Gocławek,2024-07-05,10:15:12
Berezyńska,02,9,Gocławek,2024-07-05,10:17:08
Park Skaryszewski,04,9,Gocławek,2024-07-05,10:18:59
Kijowska,04,26,Metro Młociny,2024-07-05,10:09:31
Ząbkowska,04,26,Metro Młociny,2024-07-05,10:11:22
Dw.Wileński,03,26,Metro Młociny,2024-07-05,10:13:44
Park Praski,01,26,Metro Młociny,2024-07-05,10:15:00
Stare Miasto,02,26,Metro Młociny,2024-07-05,10:17:16
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-07-05,10:19:37
Kino Femina,06,26,Metro Młociny,2024-07-05,10:21:08
Wola-Ratusz,04,26,Metro Młociny,2024-07-05,10:23:14
Wola-Ratusz,01,190,CH Marki,2024-07-05,10:09:36
Kino Femina,01,190,CH Marki,2024-07-05,10:12:10
Metro Ratusz-Arsenał,09,190,CH Marki,2024-07-05,10:14:46
Stare Miasto,01,190,CH Marki,2024-07-05,10:17:12
Park Praski,02,190,CH Marki,2024-07-05,10:18:59
Dw.Wileński,04,190,CH Marki,2024-07-05,10:20:21
Rzeszotarskiej,02,190,CH Marki,2024-07-05,10:22:22
Szwedzka,02,190,CH Marki,2024-07-05,10:23:06
pl.Wilsona,05,114,Bródno Podgrodzie,2024-07-05,10:12:43
Czarnieckiego,01,114,Bródno Podgrodzie,2024-07-05,10:13:41
Centrum Olimpijskie,02,114,Bródno Podgrodzie,2024-07-05,10:15:12
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-07-05,10:16:42
Żerań FSO,04,114,Bródno Podgrodzie,2024-07-05,10:18:43
PKP Toruńska,02,114,Bródno Podgrodzie,2024-07-05,10:19:43
Bazyliańska,01,114,Bródno Podgrodzie,2024-07-05,10:20:42
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-07-05,10:10:26
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-07-05,10:11:33
pl.Na Rozdrożu,05,523,PKP Olszynka Grochowska,2024-07-05,10:12:52
Rozbrat,01,523,PKP Olszynka Grochowska,2024-07-05,10:14:03
Saska,02,523,PKP Olszynka Grochowska,2024-07-05,10:17:13
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-07-05,10:18:00
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-07-05,10:19:33
Ogrody Działkowe Czerniaków,02,148,Wiatraczna,2024-07-05,10:11:43
Małe Siekierki,02,148,Wiatraczna,2024-07-05,10:12:57
Siekierki-Sanktuarium,02,148,Wiatraczna,2024-07-05,10:14:13
most Siekierkowski,04,148,Wiatraczna,2024-07-05,10:16:19
Gocław,06,148,Wiatraczna,2024-07-05,10:19:58
Horbaczewskiego,02,148,Wiatraczna,2024-07-05,10:20:44
Bora-Komorowskiego,04,148,Wiatraczna,2024-07-05,10:22:18
Wola-Ratusz,03,26,Wiatraczna,2024-07-05,10:12:39
Kino Femina,05,26,Wiatraczna,2024-07-05,10:14:29
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-07-05,10:16:49
Stare Miasto,01,26,Wiatraczna,2024-07-05,10:18:49
Park Praski,02,26,Wiatraczna,2024-07-05,10:21:29
Dw.Wileński,07,26,Wiatraczna,2024-07-05,10:23:29
Ząbkowska,03,26,Wiatraczna,2024-07-05,10:24:29
Kijowska,03,26,Wiatraczna,2024-07-05,10:25:49
Kołowa,01,500,rondo Radosława,2024-07-05,10:13:59
Rogowska,01,500,rondo Radosława,2024-07-05,10:15:09
rondo Żaba,01,500,rondo Radosława,2024-07-05,10:16:00
rondo Starzyńskiego,01,500,rondo Radosława,2024-07-05,10:20:07
Dw.Gdański,04,500,rondo Radosława,2024-07-05,10:23:30
Baseny Inflancka,02,500,rondo Radosława,2024-07-05,10:24:56
"rondo ""Radosława""",04,500,rondo Radosława,2024-07-05,10:29:00
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-07-05,10:14:33
Berezyńska,01,9,P+R Al. Krakowska,2024-07-05,10:15:54
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-05,10:19:01
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-05,10:20:53
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-05,10:24:05
Krucza,06,9,P+R Al. Krakowska,2024-07-05,10:26:20
Centrum,10,9,P+R Al. Krakowska,2024-07-05,10:27:26
Pelcowizna,06,114,UKSW,2024-07-05,10:16:06
PKP Toruńska,01,114,UKSW,2024-07-05,10:17:06
Żerań FSO,03,114,UKSW,2024-07-05,10:18:36
most Grota-Roweckiego,01,114,UKSW,2024-07-05,10:21:37
Czarnieckiego,02,114,UKSW,2024-07-05,10:24:37
pl.Wilsona,06,114,UKSW,2024-07-05,10:26:37
Suzina,02,114,UKSW,2024-07-05,10:27:37
Kijowska,04,26,Metro Młociny,2024-07-05,10:15:50
Ząbkowska,04,26,Metro Młociny,2024-07-05,10:17:05
Dw.Wileński,03,26,Metro Młociny,2024-07-05,10:19:21
Park Praski,01,26,Metro Młociny,2024-07-05,10:20:22
Stare Miasto,02,26,Metro Młociny,2024-07-05,10:23:13
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-07-05,10:25:34
Kino Femina,06,26,Metro Młociny,2024-07-05,10:27:30
Wola-Ratusz,04,26,Metro Młociny,2024-07-05,10:28:52
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-07-05,10:17:05
Horbaczewskiego,01,148,Lotnisko Chopina,2024-07-05,10:18:07
Gocław,09,148,Lotnisko Chopina,2024-07-05,10:20:13
most Siekierkowski,03,148,Lotnisko Chopina,2024-07-05,10:21:14
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-07-05,10:23:33
Małe Siekierki,01,148,Lotnisko Chopina,2024-07-05,10:26:03
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-07-05,10:26:35
Centrum,09,9,Gocławek,2024-07-05,10:14:36
Krucza,05,9,Gocławek,2024-07-05,10:15:52
Muzeum Narodowe,05,9,Gocławek,2024-07-05,10:17:05
most Poniatowskiego,03,9,Gocławek,2024-07-05,10:19:56
rondo Waszyngtona,06,9,Gocławek,2024-07-05,10:21:58
Berezyńska,02,9,Gocławek,2024-07-05,10:23:19
Park Skaryszewski,04,9,Gocławek,2024-07-05,10:24:35
Kijowska,03,26,Wiatraczna,2024-07-05,10:15:50
Szwedzka,01,190,Os. Górczewska,2024-07-05,10:10:46
Szwedzka,01,190,Os. Górczewska,2024-07-05,10:16:30
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-05,10:17:36
Dw.Wileński,03,190,Os. Górczewska,2024-07-05,10:21:10
Park Praski,01,190,Os. Górczewska,2024-07-05,10:21:44
Stare Miasto,02,190,Os. Górczewska,2024-07-05,10:23:58
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-05,10:26:08
Kino Femina,02,190,Os. Górczewska,2024-07-05,10:27:09
Wola-Ratusz,02,190,Os. Górczewska,2024-07-05,10:28:15
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-07-05,10:18:08
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-07-05,10:18:08
Dw.Gdański,03,500,Bródno Podgrodzie,2024-07-05,10:19:07
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-07-05,10:22:45
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-05,10:26:06
Rogowska,02,500,Bródno Podgrodzie,2024-07-05,10:27:04
Kołowa,02,500,Bródno Podgrodzie,2024-07-05,10:28:31
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-05,10:18:24
Międzynarodowa,01,523,Stare Bemowo,2024-07-05,10:20:10
Saska,01,523,Stare Bemowo,2024-07-05,10:21:22
Rozbrat,02,523,Stare Bemowo,2024-07-05,10:23:48
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-05,10:25:22
Marszałkowska,02,523,Stare Bemowo,2024-07-05,10:26:22
Metro Politechnika,02,523,Stare Bemowo,2024-07-05,10:28:16
Grenadierów,02,521,Falenica,2024-07-05,10:17:24
Wiatraczna,22,521,Falenica,2024-07-05,10:19:29
pl.Zawiszy,03,521,Falenica,2024-07-05,10:15:22
Dw.Centralny,01,521,Falenica,2024-07-05,10:18:10
Centrum,15,521,Falenica,2024-07-05,10:21:19
Muzeum Narodowe,01,521,Falenica,2024-07-05,10:23:32
rondo Waszyngtona,02,521,Falenica,2024-07-05,10:27:08
Grenadierów,02,521,Falenica,2024-07-05,10:32:31
Wiatraczna,22,521,Falenica,2024-07-05,10:35:07
Wola-Ratusz,01,190,CH Marki,2024-07-05,10:20:10
Kino Femina,01,190,CH Marki,2024-07-05,10:21:56
Metro Ratusz-Arsenał,09,190,CH Marki,2024-07-05,10:24:39
Stare Miasto,01,190,CH Marki,2024-07-05,10:27:00
Park Praski,02,190,CH Marki,2024-07-05,10:28:47
Dw.Wileński,04,190,CH Marki,2024-07-05,10:32:09
Rzeszotarskiej,02,190,CH Marki,2024-07-05,10:33:10
Szwedzka,02,190,CH Marki,2024-07-05,10:34:06
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-07-05,10:20:47
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-07-05,10:22:22
pl.Na Rozdrożu,05,523,PKP Olszynka Grochowska,2024-07-05,10:23:09
Rozbrat,01,523,PKP Olszynka Grochowska,2024-07-05,10:24:58
Saska,02,523,PKP Olszynka Grochowska,2024-07-05,10:27:36
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-07-05,10:28:25
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-07-05,10:30:26
Szwedzka,01,190,Os. Górczewska,2024-07-05,10:20:46
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-05,10:22:19
Dw.Wileński,03,190,Os. Górczewska,2024-07-05,10:25:35
Park Praski,01,190,Os. Górczewska,2024-07-05,10:26:45
Stare Miasto,02,190,Os. Górczewska,2024-07-05,10:29:01
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-05,10:31:06
Kino Femina,02,190,Os. Górczewska,2024-07-05,10:33:08
Wola-Ratusz,02,190,Os. Górczewska,2024-07-05,10:34:45
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-07-05,10:20:35
Berezyńska,01,9,P+R Al. Krakowska,2024-07-05,10:22:01
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-05,10:24:13
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-05,10:26:05
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-05,10:29:19
Krucza,06,9,P+R Al. Krakowska,2024-07-05,10:30:20
Centrum,10,9,P+R Al. Krakowska,2024-07-05,10:31:00
pl.Hallera,04,6,Metro Młociny,2024-07-05,10:20:14
rondo Starzyńskiego,03,6,Metro Młociny,2024-07-05,10:22:20
Wybrzeże Helskie,03,6,Metro Młociny,2024-07-05,10:23:20
most Gdański,04,6,Metro Młociny,2024-07-05,10:24:36
Park Traugutta,04,6,Metro Młociny,2024-07-05,10:26:22
Dw.Gdański,06,6,Metro Młociny,2024-07-05,10:28:49
Kijowska,04,26,Metro Młociny,2024-07-05,10:24:23
Ząbkowska,04,26,Metro Młociny,2024-07-05,10:25:38
Dw.Wileński,03,26,Metro Młociny,2024-07-05,10:27:59
Park Praski,01,26,Metro Młociny,2024-07-05,10:29:20
Stare Miasto,02,26,Metro Młociny,2024-07-05,10:31:37
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-07-05,10:33:58
Kino Femina,06,26,Metro Młociny,2024-07-05,10:35:29
Wola-Ratusz,04,26,Metro Młociny,2024-07-05,10:37:14
Dw.Wileński,01,162,EC Siekierki,2024-07-05,10:22:41
Sierakowskiego,01,162,EC Siekierki,2024-07-05,10:26:06
os.Panieńska,01,162,EC Siekierki,2024-07-05,10:28:01
most Świętokrzyski,03,162,EC Siekierki,2024-07-05,10:29:11
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-07-05,10:30:59
Topiel,03,162,EC Siekierki,2024-07-05,10:32:45
PKP Powiśle,03,162,EC Siekierki,2024-07-05,10:34:06
Dw.Gdański,05,6,Gocławek,2024-07-05,10:24:09
Park Traugutta,05,6,Gocławek,2024-07-05,10:26:50
most Gdański,03,6,Gocławek,2024-07-05,10:28:01
Wybrzeże Helskie,04,6,Gocławek,2024-07-05,10:29:36
rondo Starzyńskiego,04,6,Gocławek,2024-07-05,10:30:57
pl.Hallera,03,6,Gocławek,2024-07-05,10:32:58
PKP Powiśle,04,162,Pl Hallera,2024-07-05,10:24:05
Topiel,01,162,Pl Hallera,2024-07-05,10:28:12
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-07-05,10:30:16
most Świętokrzyski,02,162,Pl Hallera,2024-07-05,10:33:21
os.Panieńska,02,162,Pl Hallera,2024-07-05,10:35:25
Sierakowskiego,02,162,Pl Hallera,2024-07-05,10:36:27
Ząbkowska,06,162,Pl Hallera,2024-07-05,10:38:15
Wola-Ratusz,03,26,Wiatraczna,2024-07-05,10:26:07
Kino Femina,05,26,Wiatraczna,2024-07-05,10:28:08
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-07-05,10:30:56
Stare Miasto,01,26,Wiatraczna,2024-07-05,10:33:14
Park Praski,02,26,Wiatraczna,2024-07-05,10:35:12
Dw.Wileński,07,26,Wiatraczna,2024-07-05,10:37:49
Ząbkowska,03,26,Wiatraczna,2024-07-05,10:39:05
Kijowska,03,26,Wiatraczna,2024-07-05,10:41:48
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-07-05,10:27:26
Berezyńska,01,9,P+R Al. Krakowska,2024-07-05,10:28:53
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-05,10:30:46
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-05,10:32:23
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-05,10:36:14
Krucza,06,9,P+R Al. Krakowska,2024-07-05,10:37:20
Centrum,10,9,P+R Al. Krakowska,2024-07-05,10:38:00
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-05,10:28:32
Międzynarodowa,01,523,Stare Bemowo,2024-07-05,10:30:12
Saska,01,523,Stare Bemowo,2024-07-05,10:31:32
Rozbrat,02,523,Stare Bemowo,2024-07-05,10:33:32
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-05,10:35:12
Marszałkowska,02,523,Stare Bemowo,2024-07-05,10:36:12
Metro Politechnika,02,523,Stare Bemowo,2024-07-05,10:38:12
Centrum,09,9,Gocławek,2024-07-05,10:28:24
Krucza,05,9,Gocławek,2024-07-05,10:28:45
Muzeum Narodowe,05,9,Gocławek,2024-07-05,10:28:45
most Poniatowskiego,03,9,Gocławek,2024-07-05,10:32:14
rondo Waszyngtona,06,9,Gocławek,2024-07-05,10:33:57
Berezyńska,02,9,Gocławek,2024-07-05,10:35:13
Park Skaryszewski,04,9,Gocławek,2024-07-05,10:36:19
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-07-05,10:29:30
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-07-05,10:31:06
pl.Na Rozdrożu,05,523,PKP Olszynka Grochowska,2024-07-05,10:32:23
Rozbrat,01,523,PKP Olszynka Grochowska,2024-07-05,10:33:47
Saska,02,523,PKP Olszynka Grochowska,2024-07-05,10:36:11
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-07-05,10:37:12
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-07-05,10:38:37
Kołowa,01,500,rondo Radosława,2024-07-05,10:29:40
Rogowska,01,500,rondo Radosława,2024-07-05,10:31:01
