przystanek,nr_przystanku,linia,kierunek,dzień,godzina przyjazdu
Wola-Ratusz,01,190,CH Marki,2024-07-05,04:41:42
Kino Femina,01,190,CH Marki,2024-07-05,04:42:54
Metro Ratusz-Arsenał,09,190,CH Marki,2024-07-05,04:45:14
Stare Miasto,01,190,CH Marki,2024-07-05,04:47:04
Park Praski,02,190,CH Marki,2024-07-05,04:48:59
Dw.Wileński,04,190,CH Marki,2024-07-05,04:51:09
Rzeszotarskiej,02,190,CH Marki,2024-07-05,04:52:19
Szwedzka,02,190,CH Marki,2024-07-05,04:52:54
pl.Hallera,04,6,Metro Młociny,2024-07-05,04:41:01
rondo Starzyńskiego,03,6,Metro Młociny,2024-07-05,04:43:08
Wybrzeże Helskie,03,6,Metro Młociny,2024-07-05,04:44:29
most Gdański,04,6,Metro Młociny,2024-07-05,04:45:38
Park Traugutta,04,6,Metro Młociny,2024-07-05,04:46:29
Dw.Gdański,06,6,Metro Młociny,2024-07-05,04:49:40
Kołowa,01,500,rondo Radosława,2024-07-05,04:42:59
Rogowska,01,500,rondo Radosława,2024-07-05,04:44:04
rondo Żaba,01,500,rondo Radosława,2024-07-05,04:44:35
rondo Starzyńskiego,01,500,rondo Radosława,2024-07-05,04:48:01
Dw.Gdański,04,500,rondo Radosława,2024-07-05,04:50:44
Baseny Inflancka,02,500,rondo Radosława,2024-07-05,04:52:44
"rondo ""Radosława""",04,500,rondo Radosława,2024-07-05,04:58:19
Szwedzka,02,190,CH Marki,2024-07-05,04:43:03
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-05,04:43:57
Międzynarodowa,01,523,Stare Bemowo,2024-07-05,04:45:19
Saska,01,523,Stare Bemowo,2024-07-05,04:46:36
Rozbrat,02,523,Stare Bemowo,2024-07-05,04:48:50
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-05,04:50:14
Marszałkowska,02,523,Stare Bemowo,2024-07-05,04:51:01
Metro Politechnika,02,523,Stare Bemowo,2024-07-05,04:52:57
Ząbkowska,03,26,Wiatraczna,2024-07-05,04:43:57
Kijowska,03,26,Wiatraczna,2024-07-05,04:44:27
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-07-05,04:45:00
Berezyńska,01,9,P+R Al. Krakowska,2024-07-05,04:46:31
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-05,04:47:47
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-05,04:49:38
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-05,04:52:14
Krucza,06,9,P+R Al. Krakowska,2024-07-05,04:54:05
Centrum,10,9,P+R Al. Krakowska,2024-07-05,04:55:05
Dw.Wileński,01,162,EC Siekierki,2024-07-05,04:45:47
Sierakowskiego,01,162,EC Siekierki,2024-07-05,04:47:46
os.Panieńska,01,162,EC Siekierki,2024-07-05,04:49:01
most Świętokrzyski,03,162,EC Siekierki,2024-07-05,04:50:47
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-07-05,04:51:46
Topiel,03,162,EC Siekierki,2024-07-05,04:54:49
PKP Powiśle,03,162,EC Siekierki,2024-07-05,04:55:37
Centrum,09,9,Gocławek,2024-07-05,04:46:26
Krucza,05,9,Gocławek,2024-07-05,04:47:28
Muzeum Narodowe,05,9,Gocławek,2024-07-05,04:48:19
most Poniatowskiego,03,9,Gocławek,2024-07-05,04:50:52
rondo Waszyngtona,06,9,Gocławek,2024-07-05,04:52:34
Berezyńska,02,9,Gocławek,2024-07-05,04:53:34
Park Skaryszewski,04,9,Gocławek,2024-07-05,04:55:07
Wola-Ratusz,03,26,Wiatraczna,2024-07-05,04:48:22
Kino Femina,05,26,Wiatraczna,2024-07-05,04:50:08
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-07-05,04:52:55
Stare Miasto,01,26,Wiatraczna,2024-07-05,04:54:46
Park Praski,02,26,Wiatraczna,2024-07-05,04:57:07
Dw.Wileński,07,26,Wiatraczna,2024-07-05,04:59:38
Ząbkowska,03,26,Wiatraczna,2024-07-05,05:00:59
Kijowska,03,26,Wiatraczna,2024-07-05,05:03:20
Szwedzka,02,190,CH Marki,2024-07-05,04:48:51
Centrum,09,9,Gocławek,2024-07-05,04:48:21
Krucza,05,9,Gocławek,2024-07-05,04:49:37
Muzeum Narodowe,05,9,Gocławek,2024-07-05,04:50:08
most Poniatowskiego,03,9,Gocławek,2024-07-05,04:52:38
rondo Waszyngtona,06,9,Gocławek,2024-07-05,04:54:09
Berezyńska,02,9,Gocławek,2024-07-05,04:55:10
Park Skaryszewski,04,9,Gocławek,2024-07-05,04:56:15
Kijowska,04,26,Metro Młociny,2024-07-05,04:50:39
Ząbkowska,04,26,Metro Młociny,2024-07-05,04:51:39
Dw.Wileński,03,26,Metro Młociny,2024-07-05,04:53:30
Park Praski,01,26,Metro Młociny,2024-07-05,04:54:46
Stare Miasto,02,26,Metro Młociny,2024-07-05,04:57:22
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-07-05,04:59:08
Kino Femina,06,26,Metro Młociny,2024-07-05,05:01:24
Wola-Ratusz,04,26,Metro Młociny,2024-07-05,05:03:20
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-07-05,04:49:53
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-07-05,04:51:53
pl.Na Rozdrożu,05,523,PKP Olszynka Grochowska,2024-07-05,04:52:53
Rozbrat,01,523,PKP Olszynka Grochowska,2024-07-05,04:53:53
Saska,02,523,PKP Olszynka Grochowska,2024-07-05,04:56:33
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-07-05,04:57:33
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-07-05,04:58:53
Dw.Gdański,05,6,Gocławek,2024-07-05,04:52:13
Park Traugutta,05,6,Gocławek,2024-07-05,04:55:05
most Gdański,03,6,Gocławek,2024-07-05,04:56:15
Wybrzeże Helskie,04,6,Gocławek,2024-07-05,04:57:21
rondo Starzyńskiego,04,6,Gocławek,2024-07-05,04:58:06
pl.Hallera,03,6,Gocławek,2024-07-05,05:00:13
Szwedzka,01,190,Os. Górczewska,2024-07-05,04:53:46
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-05,04:54:47
Dw.Wileński,03,190,Os. Górczewska,2024-07-05,04:56:51
Park Praski,01,190,Os. Górczewska,2024-07-05,04:58:11
Stare Miasto,02,190,Os. Górczewska,2024-07-05,05:00:01
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-05,05:02:06
Kino Femina,02,190,Os. Górczewska,2024-07-05,05:03:16
Wola-Ratusz,02,190,Os. Górczewska,2024-07-05,05:04:40
Szwedzka,02,190,CH Marki,2024-07-05,04:54:02
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-05,04:55:38
Międzynarodowa,01,523,Stare Bemowo,2024-07-05,04:57:29
Saska,01,523,Stare Bemowo,2024-07-05,04:58:23
Rozbrat,02,523,Stare Bemowo,2024-07-05,05:01:06
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-05,05:02:53
Marszałkowska,02,523,Stare Bemowo,2024-07-05,05:03:54
Metro Politechnika,02,523,Stare Bemowo,2024-07-05,05:05:33
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-07-05,04:55:42
Żerań FSO,04,114,Bródno Podgrodzie,2024-07-05,04:56:42
PKP Toruńska,02,114,Bródno Podgrodzie,2024-07-05,04:57:42
Bazyliańska,01,114,Bródno Podgrodzie,2024-07-05,04:58:12
Grenadierów,02,521,Falenica,2024-07-05,04:51:11
Wiatraczna,22,521,Falenica,2024-07-05,04:56:03
Szwedzka,01,190,Os. Górczewska,2024-07-05,04:56:48
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-05,04:57:28
Dw.Wileński,03,190,Os. Górczewska,2024-07-05,04:58:08
Park Praski,01,190,Os. Górczewska,2024-07-05,04:58:48
Stare Miasto,02,190,Os. Górczewska,2024-07-05,05:00:08
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-05,05:01:48
Kino Femina,02,190,Os. Górczewska,2024-07-05,05:03:08
Wola-Ratusz,02,190,Os. Górczewska,2024-07-05,05:04:28
Kołowa,01,500,rondo Radosława,2024-07-05,04:57:34
Rogowska,01,500,rondo Radosława,2024-07-05,04:58:54
rondo Żaba,01,500,rondo Radosława,2024-07-05,04:59:15
rondo Starzyńskiego,01,500,rondo Radosława,2024-07-05,05:02:16
Dw.Gdański,04,500,rondo Radosława,2024-07-05,05:04:58
Baseny Inflancka,02,500,rondo Radosława,2024-07-05,05:06:19
"rondo ""Radosława""",04,500,rondo Radosława,2024-07-05,05:09:00
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-07-05,04:59:03
Horbaczewskiego,01,148,Lotnisko Chopina,2024-07-05,04:59:56
Gocław,09,148,Lotnisko Chopina,2024-07-05,05:01:05
most Siekierkowski,03,148,Lotnisko Chopina,2024-07-05,05:02:08
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-07-05,05:04:14
Małe Siekierki,01,148,Lotnisko Chopina,2024-07-05,05:07:54
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-07-05,05:08:20
pl.Hallera,04,6,Metro Młociny,2024-07-05,05:00:17
rondo Starzyńskiego,03,6,Metro Młociny,2024-07-05,05:02:24
Wybrzeże Helskie,03,6,Metro Młociny,2024-07-05,05:03:23
most Gdański,04,6,Metro Młociny,2024-07-05,05:05:00
Park Traugutta,04,6,Metro Młociny,2024-07-05,05:06:15
Dw.Gdański,06,6,Metro Młociny,2024-07-05,05:09:01
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-07-05,05:03:14
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-07-05,05:04:42
Dw.Gdański,03,500,Bródno Podgrodzie,2024-07-05,05:05:31
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-07-05,05:08:06
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-05,05:11:44
Rogowska,02,500,Bródno Podgrodzie,2024-07-05,05:12:44
Kołowa,02,500,Bródno Podgrodzie,2024-07-05,05:13:25
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-05,05:03:15
Rogowska,02,500,Bródno Podgrodzie,2024-07-05,05:03:55
Kołowa,02,500,Bródno Podgrodzie,2024-07-05,05:04:06
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-07-05,05:04:14
Berezyńska,01,9,P+R Al. Krakowska,2024-07-05,05:06:15
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-05,05:07:51
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-05,05:10:02
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-05,05:12:08
Krucza,06,9,P+R Al. Krakowska,2024-07-05,05:14:47
Centrum,10,9,P+R Al. Krakowska,2024-07-05,05:15:22
Szwedzka,02,190,CH Marki,2024-07-05,05:04:38
Pelcowizna,06,114,UKSW,2024-07-05,05:06:22
PKP Toruńska,01,114,UKSW,2024-07-05,05:07:54
Żerań FSO,03,114,UKSW,2024-07-05,05:08:43
most Grota-Roweckiego,01,114,UKSW,2024-07-05,05:11:03
Czarnieckiego,02,114,UKSW,2024-07-05,05:13:39
pl.Wilsona,06,114,UKSW,2024-07-05,05:17:20
Suzina,02,114,UKSW,2024-07-05,05:18:01
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-05,05:06:10
Międzynarodowa,01,523,Stare Bemowo,2024-07-05,05:07:59
Saska,01,523,Stare Bemowo,2024-07-05,05:09:18
Rozbrat,02,523,Stare Bemowo,2024-07-05,05:12:11
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-05,05:13:30
Marszałkowska,02,523,Stare Bemowo,2024-07-05,05:14:37
Metro Politechnika,02,523,Stare Bemowo,2024-07-05,05:15:38
Szwedzka,01,190,Os. Górczewska,2024-07-05,05:06:53
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-05,05:08:18
Dw.Wileński,03,190,Os. Górczewska,2024-07-05,05:09:32
Park Praski,01,190,Os. Górczewska,2024-07-05,05:09:42
Stare Miasto,02,190,Os. Górczewska,2024-07-05,05:11:17
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-05,05:12:47
Kino Femina,02,190,Os. Górczewska,2024-07-05,05:14:22
Wola-Ratusz,02,190,Os. Górczewska,2024-07-05,05:14:57
Centrum,09,9,Gocławek,2024-07-05,05:06:32
Krucza,05,9,Gocławek,2024-07-05,05:08:00
Muzeum Narodowe,05,9,Gocławek,2024-07-05,05:08:39
most Poniatowskiego,03,9,Gocławek,2024-07-05,05:11:02
rondo Waszyngtona,06,9,Gocławek,2024-07-05,05:12:53
Berezyńska,02,9,Gocławek,2024-07-05,05:13:52
Park Skaryszewski,04,9,Gocławek,2024-07-05,05:15:10
Dw.Wileński,04,190,CH Marki,2024-07-05,05:02:25
Rzeszotarskiej,02,190,CH Marki,2024-07-05,05:06:21
Szwedzka,02,190,CH Marki,2024-07-05,05:07:55
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-07-05,05:06:26
Żerań FSO,04,114,Bródno Podgrodzie,2024-07-05,05:08:26
PKP Toruńska,02,114,Bródno Podgrodzie,2024-07-05,05:08:57
Dw.Wileński,01,162,EC Siekierki,2024-07-05,05:08:46
Sierakowskiego,01,162,EC Siekierki,2024-07-05,05:11:06
os.Panieńska,01,162,EC Siekierki,2024-07-05,05:12:31
most Świętokrzyski,03,162,EC Siekierki,2024-07-05,05:13:56
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-07-05,05:15:41
Topiel,03,162,EC Siekierki,2024-07-05,05:18:01
PKP Powiśle,03,162,EC Siekierki,2024-07-05,05:18:46
Kijowska,04,26,Metro Młociny,2024-07-05,05:10:01
Ząbkowska,04,26,Metro Młociny,2024-07-05,05:10:57
Dw.Wileński,03,26,Metro Młociny,2024-07-05,05:13:28
Park Praski,01,26,Metro Młociny,2024-07-05,05:14:14
Stare Miasto,02,26,Metro Młociny,2024-07-05,05:16:16
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-07-05,05:18:13
Kino Femina,06,26,Metro Młociny,2024-07-05,05:19:43
Wola-Ratusz,04,26,Metro Młociny,2024-07-05,05:21:29
Wola-Ratusz,01,190,CH Marki,2024-07-05,05:09:46
Kino Femina,01,190,CH Marki,2024-07-05,05:11:20
Metro Ratusz-Arsenał,09,190,CH Marki,2024-07-05,05:13:40
Stare Miasto,01,190,CH Marki,2024-07-05,05:15:26
Park Praski,02,190,CH Marki,2024-07-05,05:17:31
Dw.Wileński,04,190,CH Marki,2024-07-05,05:20:22
Rzeszotarskiej,02,190,CH Marki,2024-07-05,05:21:03
Szwedzka,02,190,CH Marki,2024-07-05,05:22:04
rondo Waszyngtona,06,9,Gocławek,2024-07-05,05:06:30
Berezyńska,02,9,Gocławek,2024-07-05,05:08:36
Park Skaryszewski,04,9,Gocławek,2024-07-05,05:09:51
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-07-05,05:09:56
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-07-05,05:11:34
pl.Na Rozdrożu,05,523,PKP Olszynka Grochowska,2024-07-05,05:12:31
Rozbrat,01,523,PKP Olszynka Grochowska,2024-07-05,05:13:51
Saska,02,523,PKP Olszynka Grochowska,2024-07-05,05:16:23
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-07-05,05:17:14
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-07-05,05:18:43
Szwedzka,01,190,Os. Górczewska,2024-07-05,05:10:06
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-05,05:11:30
Dw.Wileński,03,190,Os. Górczewska,2024-07-05,05:13:59
Park Praski,01,190,Os. Górczewska,2024-07-05,05:15:11
Stare Miasto,02,190,Os. Górczewska,2024-07-05,05:17:09
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-05,05:19:09
Kino Femina,02,190,Os. Górczewska,2024-07-05,05:21:00
Wola-Ratusz,02,190,Os. Górczewska,2024-07-05,05:22:12
Szwedzka,02,190,CH Marki,2024-07-05,05:10:23
Grenadierów,02,521,Falenica,2024-07-05,05:09:15
Wiatraczna,22,521,Falenica,2024-07-05,05:11:34
Kołowa,01,500,rondo Radosława,2024-07-05,05:12:14
Rogowska,01,500,rondo Radosława,2024-07-05,05:13:40
rondo Żaba,01,500,rondo Radosława,2024-07-05,05:14:21
rondo Starzyńskiego,01,500,rondo Radosława,2024-07-05,05:17:34
Dw.Gdański,04,500,rondo Radosława,2024-07-05,05:20:31
Baseny Inflancka,02,500,rondo Radosława,2024-07-05,05:22:03
"rondo ""Radosława""",04,500,rondo Radosława,2024-07-05,05:25:59
Szwedzka,01,190,Os. Górczewska,2024-07-05,05:13:11
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-05,05:14:01
Dw.Wileński,03,190,Os. Górczewska,2024-07-05,05:15:26
Park Praski,01,190,Os. Górczewska,2024-07-05,05:15:36
Stare Miasto,02,190,Os. Górczewska,2024-07-05,05:17:21
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-05,05:18:51
Kino Femina,02,190,Os. Górczewska,2024-07-05,05:19:51
Wola-Ratusz,02,190,Os. Górczewska,2024-07-05,05:20:31
pl.Wilsona,05,114,Bródno Podgrodzie,2024-07-05,05:15:34
Czarnieckiego,01,114,Bródno Podgrodzie,2024-07-05,05:15:34
Centrum Olimpijskie,02,114,Bródno Podgrodzie,2024-07-05,05:18:04
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-07-05,05:19:35
Żerań FSO,04,114,Bródno Podgrodzie,2024-07-05,05:21:34
PKP Toruńska,02,114,Bródno Podgrodzie,2024-07-05,05:23:05
Bazyliańska,01,114,Bródno Podgrodzie,2024-07-05,05:24:34
Dw.Gdański,05,6,Gocławek,2024-07-05,05:15:28
Park Traugutta,05,6,Gocławek,2024-07-05,05:18:15
most Gdański,03,6,Gocławek,2024-07-05,05:19:05
Wybrzeże Helskie,04,6,Gocławek,2024-07-05,05:20:36
rondo Starzyńskiego,04,6,Gocławek,2024-07-05,05:21:31
pl.Hallera,03,6,Gocławek,2024-07-05,05:23:17
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-07-05,05:16:20
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-07-05,05:18:00
Dw.Gdański,03,500,Bródno Podgrodzie,2024-07-05,05:18:40
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-07-05,05:21:30
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-05,05:25:10
Rogowska,02,500,Bródno Podgrodzie,2024-07-05,05:25:30
Kołowa,02,500,Bródno Podgrodzie,2024-07-05,05:26:55
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-07-05,05:16:15
Berezyńska,01,9,P+R Al. Krakowska,2024-07-05,05:17:52
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-05,05:19:47
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-05,05:21:44
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-05,05:23:53
Krucza,06,9,P+R Al. Krakowska,2024-07-05,05:25:14
Centrum,10,9,P+R Al. Krakowska,2024-07-05,05:26:15
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-05,05:16:37
Międzynarodowa,01,523,Stare Bemowo,2024-07-05,05:18:01
Saska,01,523,Stare Bemowo,2024-07-05,05:19:14
Rozbrat,02,523,Stare Bemowo,2024-07-05,05:21:41
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-05,05:22:50
Marszałkowska,02,523,Stare Bemowo,2024-07-05,05:24:01
Metro Politechnika,02,523,Stare Bemowo,2024-07-05,05:25:12
Szwedzka,01,190,Os. Górczewska,2024-07-05,05:18:15
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-05,05:19:45
Dw.Wileński,03,190,Os. Górczewska,2024-07-05,05:22:00
Park Praski,01,190,Os. Górczewska,2024-07-05,05:23:10
Stare Miasto,02,190,Os. Górczewska,2024-07-05,05:25:10
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-05,05:27:36
Kino Femina,02,190,Os. Górczewska,2024-07-05,05:28:43
Wola-Ratusz,02,190,Os. Górczewska,2024-07-05,05:30:06
Ogrody Działkowe Czerniaków,02,148,Wiatraczna,2024-07-05,05:19:08
Małe Siekierki,02,148,Wiatraczna,2024-07-05,05:21:12
Siekierki-Sanktuarium,02,148,Wiatraczna,2024-07-05,05:22:14
most Siekierkowski,04,148,Wiatraczna,2024-07-05,05:24:20
Gocław,06,148,Wiatraczna,2024-07-05,05:27:12
Horbaczewskiego,02,148,Wiatraczna,2024-07-05,05:27:58
Bora-Komorowskiego,04,148,Wiatraczna,2024-07-05,05:29:18
Centrum,09,9,Gocławek,2024-07-05,05:19:44
Krucza,05,9,Gocławek,2024-07-05,05:20:36
Muzeum Narodowe,05,9,Gocławek,2024-07-05,05:21:31
most Poniatowskiego,03,9,Gocławek,2024-07-05,05:24:29
rondo Waszyngtona,06,9,Gocławek,2024-07-05,05:26:52
Berezyńska,02,9,Gocławek,2024-07-05,05:28:09
Park Skaryszewski,04,9,Gocławek,2024-07-05,05:29:29
Wiatraczna,22,521,Falenica,2024-07-05,05:21:49
pl.Hallera,04,6,Metro Młociny,2024-07-05,05:21:58
rondo Starzyńskiego,03,6,Metro Młociny,2024-07-05,05:23:54
Wybrzeże Helskie,03,6,Metro Młociny,2024-07-05,05:25:40
most Gdański,04,6,Metro Młociny,2024-07-05,05:27:16
Park Traugutta,04,6,Metro Młociny,2024-07-05,05:27:51
Dw.Gdański,06,6,Metro Młociny,2024-07-05,05:29:52
Park Skaryszewski,04,9,Gocławek,2024-07-05,05:22:46
PKP Powiśle,04,162,Pl Hallera,2024-07-05,05:23:25
Topiel,01,162,Pl Hallera,2024-07-05,05:24:34
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-07-05,05:26:18
most Świętokrzyski,02,162,Pl Hallera,2024-07-05,05:28:05
os.Panieńska,02,162,Pl Hallera,2024-07-05,05:30:45
Sierakowskiego,02,162,Pl Hallera,2024-07-05,05:31:25
Ząbkowska,06,162,Pl Hallera,2024-07-05,05:34:57
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-07-05,05:24:19
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-07-05,05:25:46
pl.Na Rozdrożu,05,523,PKP Olszynka Grochowska,2024-07-05,05:26:25
