przystanek,nr_przystanku,linia,kierunek,dzień,godzina przyjazdu
Horbaczewskiego,01,148,Lotnisko Chopina,2024-06-30,04:31:06
Gocław,09,148,Lotnisko Chopina,2024-06-30,04:32:40
most Siekierkowski,03,148,Lotnisko Chopina,2024-06-30,04:33:39
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-06-30,04:35:32
Małe Siekierki,01,148,Lotnisko Chopina,2024-06-30,04:37:32
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-06-30,04:38:19
Krucza,05,9,Gocławek,2024-06-30,04:31:33
Muzeum Narodowe,05,9,Gocławek,2024-06-30,04:31:58
most Poniatowskiego,03,9,Gocławek,2024-06-30,04:34:55
rondo Waszyngtona,06,9,Gocławek,2024-06-30,04:36:58
Berezyńska,02,9,Gocławek,2024-06-30,04:37:44
Park Skaryszewski,04,9,Gocławek,2024-06-30,04:39:05
Pelcowizna,06,114,UKSW,2024-06-30,04:36:47
PKP Toruńska,01,114,UKSW,2024-06-30,04:37:47
Żerań FSO,03,114,UKSW,2024-06-30,04:38:47
most Grota-Roweckiego,01,114,UKSW,2024-06-30,04:41:17
Czarnieckiego,02,114,UKSW,2024-06-30,04:43:18
pl.Wilsona,06,114,UKSW,2024-06-30,04:46:48
Suzina,02,114,UKSW,2024-06-30,04:47:48
Szwedzka,01,190,Os. Górczewska,2024-06-30,04:37:55
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-30,04:38:49
Dw.Wileński,03,190,Os. Górczewska,2024-06-30,04:39:39
Park Praski,01,190,Os. Górczewska,2024-06-30,04:41:45
Stare Miasto,02,190,Os. Górczewska,2024-06-30,04:43:20
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-30,04:45:55
Kino Femina,02,190,Os. Górczewska,2024-06-30,04:47:33
Wola-Ratusz,02,190,Os. Górczewska,2024-06-30,04:48:57
Rogowska,01,500,rondo Radosława,2024-06-30,23:29:34
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-30,03:38:07
Rogowska,02,500,Bródno Podgrodzie,2024-06-30,03:38:07
Kołowa,01,500,rondo Radosława,2024-06-30,04:42:03
Rogowska,01,500,rondo Radosława,2024-06-30,04:42:46
rondo Żaba,01,500,rondo Radosława,2024-06-30,04:43:45
rondo Starzyńskiego,01,500,rondo Radosława,2024-06-30,04:47:34
Dw.Gdański,04,500,rondo Radosława,2024-06-30,04:50:19
Baseny Inflancka,02,500,rondo Radosława,2024-06-30,04:51:31
"rondo ""Radosława""",04,500,rondo Radosława,2024-06-30,04:54:31
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-30,04:41:02
Rogowska,02,500,Bródno Podgrodzie,2024-06-30,04:41:49
Kołowa,02,500,Bródno Podgrodzie,2024-06-30,04:43:22
Dw.Wileński,01,162,EC Siekierki,2024-06-30,04:45:20
Sierakowskiego,01,162,EC Siekierki,2024-06-30,04:47:55
os.Panieńska,01,162,EC Siekierki,2024-06-30,04:49:05
most Świętokrzyski,03,162,EC Siekierki,2024-06-30,04:50:00
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-06-30,04:51:30
Topiel,03,162,EC Siekierki,2024-06-30,04:53:00
PKP Powiśle,03,162,EC Siekierki,2024-06-30,04:54:30
Berezyńska,01,9,P+R Al. Krakowska,2024-06-30,04:44:59
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-30,04:45:59
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-30,04:48:12
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-30,04:51:13
Krucza,06,9,P+R Al. Krakowska,2024-06-30,04:52:44
Centrum,10,9,P+R Al. Krakowska,2024-06-30,04:54:00
Wola-Ratusz,03,26,Wiatraczna,2024-06-30,04:48:17
Kino Femina,05,26,Wiatraczna,2024-06-30,04:50:08
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-06-30,04:52:59
Stare Miasto,01,26,Wiatraczna,2024-06-30,04:54:35
Park Praski,02,26,Wiatraczna,2024-06-30,04:57:02
Dw.Wileński,07,26,Wiatraczna,2024-06-30,04:59:43
Ząbkowska,03,26,Wiatraczna,2024-06-30,05:01:14
Kijowska,03,26,Wiatraczna,2024-06-30,05:03:15
Kijowska,04,26,Metro Młociny,2024-06-30,04:50:51
Ząbkowska,04,26,Metro Młociny,2024-06-30,04:51:47
Dw.Wileński,03,26,Metro Młociny,2024-06-30,04:53:58
Park Praski,01,26,Metro Młociny,2024-06-30,04:54:58
Stare Miasto,02,26,Metro Młociny,2024-06-30,04:57:14
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-06-30,04:59:15
Kino Femina,06,26,Metro Młociny,2024-06-30,05:01:52
Wola-Ratusz,04,26,Metro Młociny,2024-06-30,05:03:38
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-30,04:50:18
Międzynarodowa,01,523,Stare Bemowo,2024-06-30,04:52:18
Saska,01,523,Stare Bemowo,2024-06-30,04:53:31
Rozbrat,02,523,Stare Bemowo,2024-06-30,04:56:06
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-30,04:58:01
Marszałkowska,02,523,Stare Bemowo,2024-06-30,04:58:57
Metro Politechnika,02,523,Stare Bemowo,2024-06-30,04:59:55
PKP Powiśle,04,162,Pl Hallera,2024-06-30,04:54:04
Topiel,01,162,Pl Hallera,2024-06-30,04:55:19
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-06-30,04:56:55
most Świętokrzyski,02,162,Pl Hallera,2024-06-30,04:59:29
os.Panieńska,02,162,Pl Hallera,2024-06-30,05:00:43
Sierakowskiego,02,162,Pl Hallera,2024-06-30,05:02:23
Ząbkowska,06,162,Pl Hallera,2024-06-30,05:04:55
Wola-Ratusz,01,190,CH Marki,2024-06-30,04:54:05
Kino Femina,01,190,CH Marki,2024-06-30,04:55:06
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-30,04:57:36
Stare Miasto,01,190,CH Marki,2024-06-30,04:59:06
Park Praski,02,190,CH Marki,2024-06-30,05:01:36
Dw.Wileński,04,190,CH Marki,2024-06-30,05:04:06
Rzeszotarskiej,02,190,CH Marki,2024-06-30,05:05:06
Szwedzka,02,190,CH Marki,2024-06-30,05:05:36
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-06-30,04:58:57
Horbaczewskiego,01,148,Lotnisko Chopina,2024-06-30,04:59:44
Gocław,09,148,Lotnisko Chopina,2024-06-30,05:00:45
most Siekierkowski,03,148,Lotnisko Chopina,2024-06-30,05:01:44
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-06-30,05:03:45
Małe Siekierki,01,148,Lotnisko Chopina,2024-06-30,05:05:44
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-06-30,05:06:19
Wiatraczna,22,521,Falenica,2024-06-30,04:56:57
Rogowska,01,500,rondo Radosława,2024-06-30,23:29:34
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-30,03:38:07
Rogowska,02,500,Bródno Podgrodzie,2024-06-30,03:38:07
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-06-30,05:02:07
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-06-30,05:03:09
Dw.Gdański,03,500,Bródno Podgrodzie,2024-06-30,05:04:07
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-06-30,05:07:07
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-30,05:10:39
Rogowska,02,500,Bródno Podgrodzie,2024-06-30,05:11:22
Kołowa,02,500,Bródno Podgrodzie,2024-06-30,05:12:09
pl.Hallera,04,6,Metro Młociny,2024-06-30,05:01:02
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-30,05:02:40
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-30,05:03:55
most Gdański,04,6,Metro Młociny,2024-06-30,05:05:15
Park Traugutta,04,6,Metro Młociny,2024-06-30,05:06:36
KS Polonia,02,6,Metro Młociny,2024-06-30,05:08:16
Dw.Gdański,06,6,Metro Młociny,2024-06-30,05:09:18
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-30,05:04:41
Berezyńska,01,9,P+R Al. Krakowska,2024-06-30,05:06:02
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-30,05:07:45
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-30,05:10:08
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-30,05:12:36
Krucza,06,9,P+R Al. Krakowska,2024-06-30,05:14:11
Centrum,10,9,P+R Al. Krakowska,2024-06-30,05:15:52
Pelcowizna,06,114,UKSW,2024-06-30,05:06:42
PKP Toruńska,01,114,UKSW,2024-06-30,05:07:27
Żerań FSO,03,114,UKSW,2024-06-30,05:08:31
most Grota-Roweckiego,01,114,UKSW,2024-06-30,05:10:34
Czarnieckiego,02,114,UKSW,2024-06-30,05:13:15
pl.Wilsona,06,114,UKSW,2024-06-30,05:16:59
Suzina,02,114,UKSW,2024-06-30,05:17:54
Centrum,09,9,Gocławek,2024-06-30,05:06:42
Krucza,05,9,Gocławek,2024-06-30,05:07:42
Muzeum Narodowe,05,9,Gocławek,2024-06-30,05:08:38
most Poniatowskiego,03,9,Gocławek,2024-06-30,05:12:00
rondo Waszyngtona,06,9,Gocławek,2024-06-30,05:14:36
Berezyńska,02,9,Gocławek,2024-06-30,05:16:12
Park Skaryszewski,04,9,Gocławek,2024-06-30,05:17:43
Szwedzka,01,190,Os. Górczewska,2024-06-30,05:08:19
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-30,05:09:29
Dw.Wileński,03,190,Os. Górczewska,2024-06-30,05:11:29
Park Praski,01,190,Os. Górczewska,2024-06-30,05:12:39
Stare Miasto,02,190,Os. Górczewska,2024-06-30,05:14:39
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-30,05:17:09
Kino Femina,02,190,Os. Górczewska,2024-06-30,05:19:09
Wola-Ratusz,02,190,Os. Górczewska,2024-06-30,05:20:40
Wola-Ratusz,03,26,Wiatraczna,2024-06-30,05:08:16
Kino Femina,05,26,Wiatraczna,2024-06-30,05:10:27
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-06-30,05:12:38
Stare Miasto,01,26,Wiatraczna,2024-06-30,05:14:49
Park Praski,02,26,Wiatraczna,2024-06-30,05:17:00
Dw.Wileński,07,26,Wiatraczna,2024-06-30,05:19:07
Ząbkowska,03,26,Wiatraczna,2024-06-30,05:20:12
Kijowska,03,26,Wiatraczna,2024-06-30,05:23:24
Kołowa,01,500,rondo Radosława,2024-06-30,05:11:22
Rogowska,01,500,rondo Radosława,2024-06-30,05:12:43
rondo Żaba,01,500,rondo Radosława,2024-06-30,05:13:17
rondo Starzyńskiego,01,500,rondo Radosława,2024-06-30,05:16:56
Dw.Gdański,04,500,rondo Radosława,2024-06-30,05:19:15
Baseny Inflancka,02,500,rondo Radosława,2024-06-30,05:20:49
"rondo ""Radosława""",04,500,rondo Radosława,2024-06-30,05:23:54
Dw.Gdański,05,6,Gocławek,2024-06-30,05:11:51
KS Polonia,01,6,Gocławek,2024-06-30,05:13:07
Park Traugutta,05,6,Gocławek,2024-06-30,05:14:53
most Gdański,03,6,Gocławek,2024-06-30,05:15:38
Wybrzeże Helskie,04,6,Gocławek,2024-06-30,05:16:59
rondo Starzyńskiego,04,6,Gocławek,2024-06-30,05:17:59
pl.Hallera,03,6,Gocławek,2024-06-30,05:20:00
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-06-30,05:12:57
Żerań FSO,04,114,Bródno Podgrodzie,2024-06-30,05:14:28
PKP Toruńska,02,114,Bródno Podgrodzie,2024-06-30,05:15:28
Bazyliańska,01,114,Bródno Podgrodzie,2024-06-30,05:15:28
pl.Wilsona,05,114,Bródno Podgrodzie,2024-06-30,05:16:17
Czarnieckiego,01,114,Bródno Podgrodzie,2024-06-30,05:17:00
Centrum Olimpijskie,02,114,Bródno Podgrodzie,2024-06-30,05:18:01
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-06-30,05:20:04
Żerań FSO,04,114,Bródno Podgrodzie,2024-06-30,05:22:03
PKP Toruńska,02,114,Bródno Podgrodzie,2024-06-30,05:23:18
Bazyliańska,01,114,Bródno Podgrodzie,2024-06-30,05:24:09
Rogowska,01,500,rondo Radosława,2024-06-30,23:29:34
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-30,03:38:07
Rogowska,02,500,Bródno Podgrodzie,2024-06-30,03:38:07
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-30,05:15:32
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-30,05:17:12
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-30,05:18:12
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-30,05:19:52
Saska,02,523,PKP Olszynka Grochowska,2024-06-30,05:22:32
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-30,05:23:12
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-30,05:24:53
Ogrody Działkowe Czerniaków,02,148,Wiatraczna,2024-06-30,05:18:53
Małe Siekierki,02,148,Wiatraczna,2024-06-30,05:20:48
Siekierki-Sanktuarium,02,148,Wiatraczna,2024-06-30,05:22:03
most Siekierkowski,04,148,Wiatraczna,2024-06-30,05:24:05
Gocław,06,148,Wiatraczna,2024-06-30,05:27:11
Horbaczewskiego,02,148,Wiatraczna,2024-06-30,05:27:55
Bora-Komorowskiego,04,148,Wiatraczna,2024-06-30,05:28:44
Dw.Wileński,01,162,EC Siekierki,2024-06-30,05:18:36
Sierakowskiego,01,162,EC Siekierki,2024-06-30,05:20:44
os.Panieńska,01,162,EC Siekierki,2024-06-30,05:22:42
most Świętokrzyski,03,162,EC Siekierki,2024-06-30,05:23:56
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-06-30,05:25:00
Topiel,03,162,EC Siekierki,2024-06-30,05:27:40
PKP Powiśle,03,162,EC Siekierki,2024-06-30,05:28:40
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-30,05:20:15
Międzynarodowa,01,523,Stare Bemowo,2024-06-30,05:21:36
Saska,01,523,Stare Bemowo,2024-06-30,05:22:56
Rozbrat,02,523,Stare Bemowo,2024-06-30,05:25:14
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-30,05:27:34
Marszałkowska,02,523,Stare Bemowo,2024-06-30,05:28:32
Metro Politechnika,02,523,Stare Bemowo,2024-06-30,05:29:44
pl.Hallera,04,6,Metro Młociny,2024-06-30,05:20:16
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-30,05:22:02
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-30,05:24:08
most Gdański,04,6,Metro Młociny,2024-06-30,05:25:08
Park Traugutta,04,6,Metro Młociny,2024-06-30,05:26:09
KS Polonia,02,6,Metro Młociny,2024-06-30,05:29:00
Dw.Gdański,06,6,Metro Młociny,2024-06-30,05:29:00
Wiatraczna,22,521,Falenica,2024-06-30,05:15:45
PKP Powiśle,04,162,Pl Hallera,2024-06-30,05:24:56
Topiel,01,162,Pl Hallera,2024-06-30,05:26:36
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-06-30,05:27:56
most Świętokrzyski,02,162,Pl Hallera,2024-06-30,05:29:16
os.Panieńska,02,162,Pl Hallera,2024-06-30,05:32:16
Sierakowskiego,02,162,Pl Hallera,2024-06-30,05:33:16
Ząbkowska,06,162,Pl Hallera,2024-06-30,05:36:36
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-30,05:25:29
Berezyńska,01,9,P+R Al. Krakowska,2024-06-30,05:27:05
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-30,05:29:16
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-30,05:31:53
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-30,05:34:39
Krucza,06,9,P+R Al. Krakowska,2024-06-30,05:35:50
Centrum,10,9,P+R Al. Krakowska,2024-06-30,05:37:21
Wola-Ratusz,01,190,CH Marki,2024-06-30,05:25:37
Kino Femina,01,190,CH Marki,2024-06-30,05:27:09
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-30,05:29:28
Stare Miasto,01,190,CH Marki,2024-06-30,05:31:30
Park Praski,02,190,CH Marki,2024-06-30,05:33:12
Dw.Wileński,04,190,CH Marki,2024-06-30,05:34:15
Rzeszotarskiej,02,190,CH Marki,2024-06-30,05:35:33
Szwedzka,02,190,CH Marki,2024-06-30,05:36:17
Grenadierów,02,521,Falenica,2024-06-30,05:25:38
Wiatraczna,22,521,Falenica,2024-06-30,05:27:35
Centrum,09,9,Gocławek,2024-06-30,05:27:08
Krucza,05,9,Gocławek,2024-06-30,05:28:02
Muzeum Narodowe,05,9,Gocławek,2024-06-30,05:28:58
most Poniatowskiego,03,9,Gocławek,2024-06-30,05:32:13
rondo Waszyngtona,06,9,Gocławek,2024-06-30,05:34:08
Berezyńska,02,9,Gocławek,2024-06-30,05:36:09
Park Skaryszewski,04,9,Gocławek,2024-06-30,05:37:21
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-06-30,05:31:34
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-06-30,05:32:31
Dw.Gdański,03,500,Bródno Podgrodzie,2024-06-30,05:33:33
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-06-30,05:36:22
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-30,05:38:59
Rogowska,02,500,Bródno Podgrodzie,2024-06-30,05:39:44
Kołowa,02,500,Bródno Podgrodzie,2024-06-30,05:41:16
Wola-Ratusz,03,26,Wiatraczna,2024-06-30,05:27:38
Kino Femina,05,26,Wiatraczna,2024-06-30,05:30:00
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-06-30,05:31:50
Stare Miasto,01,26,Wiatraczna,2024-06-30,05:34:37
Park Praski,02,26,Wiatraczna,2024-06-30,05:36:23
Dw.Wileński,07,26,Wiatraczna,2024-06-30,05:39:15
Ząbkowska,03,26,Wiatraczna,2024-06-30,05:41:06
Kijowska,03,26,Wiatraczna,2024-06-30,05:43:22
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-06-30,05:30:22
Horbaczewskiego,01,148,Lotnisko Chopina,2024-06-30,05:31:10
Gocław,09,148,Lotnisko Chopina,2024-06-30,05:32:21
most Siekierkowski,03,148,Lotnisko Chopina,2024-06-30,05:33:20
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-06-30,05:35:34
Małe Siekierki,01,148,Lotnisko Chopina,2024-06-30,05:39:10
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-06-30,05:39:45
Kijowska,04,26,Metro Młociny,2024-06-30,05:31:20
Ząbkowska,04,26,Metro Młociny,2024-06-30,05:32:35
Dw.Wileński,03,26,Metro Młociny,2024-06-30,05:35:07
Park Praski,01,26,Metro Młociny,2024-06-30,05:36:13
Stare Miasto,02,26,Metro Młociny,2024-06-30,05:38:24
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-06-30,05:40:05
Kino Femina,06,26,Metro Młociny,2024-06-30,05:42:16
Wola-Ratusz,04,26,Metro Młociny,2024-06-30,05:44:01
Dw.Gdański,05,6,Gocławek,2024-06-30,05:30:13
KS Polonia,01,6,Gocławek,2024-06-30,05:31:54
Park Traugutta,05,6,Gocławek,2024-06-30,05:34:37
most Gdański,03,6,Gocławek,2024-06-30,05:35:16
Wybrzeże Helskie,04,6,Gocławek,2024-06-30,05:37:01
rondo Starzyńskiego,04,6,Gocławek,2024-06-30,05:37:37
pl.Hallera,03,6,Gocławek,2024-06-30,05:39:39
Rogowska,01,500,rondo Radosława,2024-06-30,23:29:34
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-30,03:38:07
Rogowska,02,500,Bródno Podgrodzie,2024-06-30,03:38:07
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-30,05:35:57
Międzynarodowa,01,523,Stare Bemowo,2024-06-30,05:37:33
Saska,01,523,Stare Bemowo,2024-06-30,05:38:54
Rozbrat,02,523,Stare Bemowo,2024-06-30,05:41:25
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-30,05:42:46
Marszałkowska,02,523,Stare Bemowo,2024-06-30,05:43:43
Metro Politechnika,02,523,Stare Bemowo,2024-06-30,05:44:51
Pelcowizna,06,114,UKSW,2024-06-30,05:37:58
PKP Toruńska,01,114,UKSW,2024-06-30,05:39:29
Żerań FSO,03,114,UKSW,2024-06-30,05:40:29
most Grota-Roweckiego,01,114,UKSW,2024-06-30,05:42:59
Czarnieckiego,02,114,UKSW,2024-06-30,05:45:29
pl.Wilsona,06,114,UKSW,2024-06-30,05:49:30
Suzina,02,114,UKSW,2024-06-30,05:50:30
Szwedzka,01,190,Os. Górczewska,2024-06-30,05:38:02
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-30,05:39:06
Dw.Wileński,03,190,Os. Górczewska,2024-06-30,05:42:01
Park Praski,01,190,Os. Górczewska,2024-06-30,05:43:06
Stare Miasto,02,190,Os. Górczewska,2024-06-30,05:45:22
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-30,05:47:21
Kino Femina,02,190,Os. Górczewska,2024-06-30,05:49:21
Wola-Ratusz,02,190,Os. Górczewska,2024-06-30,05:50:25
pl.Hallera,04,6,Metro Młociny,2024-06-30,05:41:52
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-30,05:43:24
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-30,05:44:47
most Gdański,04,6,Metro Młociny,2024-06-30,05:45:54
Park Traugutta,04,6,Metro Młociny,2024-06-30,05:47:11
KS Polonia,02,6,Metro Młociny,2024-06-30,05:49:17
Dw.Gdański,06,6,Metro Młociny,2024-06-30,05:50:15
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-30,05:43:24
Berezyńska,01,9,P+R Al. Krakowska,2024-06-30,05:44:45
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-30,05:46:16
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-30,05:48:52
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-30,05:52:09
Krucza,06,9,P+R Al. Krakowska,2024-06-30,05:52:09
Centrum,10,9,P+R Al. Krakowska,2024-06-30,05:54:15
Kołowa,01,500,rondo Radosława,2024-06-30,05:42:21
Rogowska,01,500,rondo Radosława,2024-06-30,05:43:08
rondo Żaba,01,500,rondo Radosława,2024-06-30,05:43:57
rondo Starzyńskiego,01,500,rondo Radosława,2024-06-30,05:48:21
Dw.Gdański,04,500,rondo Radosława,2024-06-30,05:51:05
Baseny Inflancka,02,500,rondo Radosława,2024-06-30,05:52:41
"rondo ""Radosława""",04,500,rondo Radosława,2024-06-30,05:59:16
pl.Wilsona,05,114,Bródno Podgrodzie,2024-06-30,05:47:10
Czarnieckiego,01,114,Bródno Podgrodzie,2024-06-30,05:47:44
Centrum Olimpijskie,02,114,Bródno Podgrodzie,2024-06-30,05:48:25
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-06-30,05:50:21
Żerań FSO,04,114,Bródno Podgrodzie,2024-06-30,05:52:00
PKP Toruńska,02,114,Bródno Podgrodzie,2024-06-30,05:53:14
Bazyliańska,01,114,Bródno Podgrodzie,2024-06-30,05:54:09
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-30,05:44:53
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-30,05:46:49
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-30,05:47:34
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-30,05:48:55
Saska,02,523,PKP Olszynka Grochowska,2024-06-30,05:51:05
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-30,05:52:05
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-30,05:53:16
Centrum,09,9,Gocławek,2024-06-30,05:46:52
Krucza,05,9,Gocławek,2024-06-30,05:47:58
Muzeum Narodowe,05,9,Gocławek,2024-06-30,05:48:53
most Poniatowskiego,03,9,Gocławek,2024-06-30,05:52:05
rondo Waszyngtona,06,9,Gocławek,2024-06-30,05:53:45
Berezyńska,02,9,Gocławek,2024-06-30,05:54:36
Park Skaryszewski,04,9,Gocławek,2024-06-30,05:56:22
Rogowska,01,500,rondo Radosława,2024-06-30,23:29:34
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-30,03:38:07
Rogowska,02,500,Bródno Podgrodzie,2024-06-30,03:38:07
Ogrody Działkowe Czerniaków,02,148,Wiatraczna,2024-06-30,05:49:21
Małe Siekierki,02,148,Wiatraczna,2024-06-30,05:50:52
Siekierki-Sanktuarium,02,148,Wiatraczna,2024-06-30,05:52:26
most Siekierkowski,04,148,Wiatraczna,2024-06-30,05:54:35
Gocław,06,148,Wiatraczna,2024-06-30,05:58:16
Horbaczewskiego,02,148,Wiatraczna,2024-06-30,05:58:52
Bora-Komorowskiego,04,148,Wiatraczna,2024-06-30,06:00:03
Kijowska,04,26,Metro Młociny,2024-06-30,05:51:38
Ząbkowska,04,26,Metro Młociny,2024-06-30,05:52:19
Dw.Wileński,03,26,Metro Młociny,2024-06-30,05:55:35
