przystanek,nr_przystanku,linia,kierunek,dzień,godzina przyjazdu
Rogowska,01,500,rondo Radosława,2024-07-01,23:39:47
Szwedzka,02,190,CH Marki,2024-07-01,23:36:32
Rogowska,01,500,rondo Radosława,2024-07-01,23:39:47
Szwedzka,02,190,CH Marki,2024-07-01,23:36:32
Szwedzka,02,190,CH Marki,2024-07-01,23:36:32
Szwedzka,02,190,CH Marki,2024-07-01,23:36:32
Szwedzka,01,190,Os. Górczewska,2024-07-01,03:55:35
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-01,03:56:00
Dw.Wileński,03,190,Os. Górczewska,2024-07-01,03:56:45
Park Praski,01,190,Os. Górczewska,2024-07-01,03:57:10
Stare Miasto,02,190,Os. Górczewska,2024-07-01,03:58:25
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-01,03:59:35
Kino Femina,02,190,Os. Górczewska,2024-07-01,04:00:55
Wola-Ratusz,02,190,Os. Górczewska,2024-07-01,04:01:55
Szwedzka,02,190,CH Marki,2024-07-01,04:07:09
Szwedzka,02,190,CH Marki,2024-07-01,23:36:32
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-01,04:05:40
Rogowska,02,500,Bródno Podgrodzie,2024-07-01,04:13:05
Szwedzka,01,190,Os. Górczewska,2024-07-01,04:18:06
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-01,04:18:44
Dw.Wileński,03,190,Os. Górczewska,2024-07-01,04:20:46
Park Praski,01,190,Os. Górczewska,2024-07-01,04:21:10
Stare Miasto,02,190,Os. Górczewska,2024-07-01,04:22:31
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-01,04:23:51
Kino Femina,02,190,Os. Górczewska,2024-07-01,04:24:38
Wola-Ratusz,02,190,Os. Górczewska,2024-07-01,04:25:37
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-01,04:17:32
Rogowska,02,500,Bródno Podgrodzie,2024-07-01,04:17:57
Kołowa,02,500,Bródno Podgrodzie,2024-07-01,04:18:47
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-01,04:21:09
Międzynarodowa,01,523,Stare Bemowo,2024-07-01,04:22:54
Saska,01,523,Stare Bemowo,2024-07-01,04:24:13
Rozbrat,02,523,Stare Bemowo,2024-07-01,04:26:48
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-01,04:28:22
Marszałkowska,02,523,Stare Bemowo,2024-07-01,04:29:19
Metro Politechnika,02,523,Stare Bemowo,2024-07-01,04:31:17
Szwedzka,02,190,CH Marki,2024-07-01,04:21:39
Kijowska,03,26,Wiatraczna,2024-07-01,04:24:55
Szwedzka,02,190,CH Marki,2024-07-01,23:36:32
Centrum,09,9,Gocławek,2024-07-01,04:27:53
Krucza,05,9,Gocławek,2024-07-01,04:27:53
Muzeum Narodowe,05,9,Gocławek,2024-07-01,04:30:30
most Poniatowskiego,03,9,Gocławek,2024-07-01,04:32:46
rondo Waszyngtona,06,9,Gocławek,2024-07-01,04:35:22
Berezyńska,02,9,Gocławek,2024-07-01,04:36:08
Park Skaryszewski,04,9,Gocławek,2024-07-01,04:37:53
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-07-01,04:30:16
Horbaczewskiego,01,148,Lotnisko Chopina,2024-07-01,04:31:17
Gocław,09,148,Lotnisko Chopina,2024-07-01,04:32:44
most Siekierkowski,03,148,Lotnisko Chopina,2024-07-01,04:33:41
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-07-01,04:36:01
Małe Siekierki,01,148,Lotnisko Chopina,2024-07-01,04:39:06
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-07-01,04:39:40
Berezyńska,01,9,P+R Al. Krakowska,2024-07-01,04:29:34
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-01,04:30:04
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-01,04:32:00
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-01,04:34:42
Krucza,06,9,P+R Al. Krakowska,2024-07-01,04:35:52
Centrum,10,9,P+R Al. Krakowska,2024-07-01,04:37:28
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-01,04:30:35
Rogowska,02,500,Bródno Podgrodzie,2024-07-01,04:31:24
Kołowa,02,500,Bródno Podgrodzie,2024-07-01,04:31:50
Pelcowizna,06,114,UKSW,2024-07-01,04:36:37
PKP Toruńska,01,114,UKSW,2024-07-01,04:37:37
Żerań FSO,03,114,UKSW,2024-07-01,04:38:37
most Grota-Roweckiego,01,114,UKSW,2024-07-01,04:40:37
Czarnieckiego,02,114,UKSW,2024-07-01,04:44:07
pl.Wilsona,06,114,UKSW,2024-07-01,04:46:37
Suzina,02,114,UKSW,2024-07-01,04:47:37
Szwedzka,02,190,CH Marki,2024-07-01,04:36:13
Berezyńska,01,9,P+R Al. Krakowska,2024-07-01,04:36:13
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-01,04:36:59
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-01,04:39:00
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-01,04:42:01
Krucza,06,9,P+R Al. Krakowska,2024-07-01,04:43:32
Centrum,10,9,P+R Al. Krakowska,2024-07-01,04:44:17
Szwedzka,01,190,Os. Górczewska,2024-07-01,04:37:30
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-01,04:38:44
Dw.Wileński,03,190,Os. Górczewska,2024-07-01,04:40:34
Park Praski,01,190,Os. Górczewska,2024-07-01,04:41:34
Stare Miasto,02,190,Os. Górczewska,2024-07-01,04:43:44
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-01,04:45:17
Kino Femina,02,190,Os. Górczewska,2024-07-01,04:47:24
Wola-Ratusz,02,190,Os. Górczewska,2024-07-01,04:48:46
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-01,04:40:01
Międzynarodowa,01,523,Stare Bemowo,2024-07-01,04:41:47
Saska,01,523,Stare Bemowo,2024-07-01,04:42:55
Rozbrat,02,523,Stare Bemowo,2024-07-01,04:45:06
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-01,04:46:23
Marszałkowska,02,523,Stare Bemowo,2024-07-01,04:47:28
Metro Politechnika,02,523,Stare Bemowo,2024-07-01,04:49:24
Wola-Ratusz,01,190,CH Marki,2024-07-01,04:39:56
Kino Femina,01,190,CH Marki,2024-07-01,04:42:17
Metro Ratusz-Arsenał,09,190,CH Marki,2024-07-01,04:43:43
Stare Miasto,01,190,CH Marki,2024-07-01,04:45:27
Park Praski,02,190,CH Marki,2024-07-01,04:47:37
Dw.Wileński,04,190,CH Marki,2024-07-01,04:49:56
Rzeszotarskiej,02,190,CH Marki,2024-07-01,04:50:52
Szwedzka,02,190,CH Marki,2024-07-01,04:51:54
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-07-01,04:54:19
Żerań FSO,04,114,Bródno Podgrodzie,2024-07-01,04:41:30
PKP Toruńska,02,114,Bródno Podgrodzie,2024-07-01,04:42:10
Bazyliańska,01,114,Bródno Podgrodzie,2024-07-01,04:42:30
Berezyńska,01,9,P+R Al. Krakowska,2024-07-01,04:40:17
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-01,04:40:52
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-01,04:42:38
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-01,04:45:25
Krucza,06,9,P+R Al. Krakowska,2024-07-01,04:46:45
Centrum,10,9,P+R Al. Krakowska,2024-07-01,04:48:31
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-01,04:40:55
Rogowska,02,500,Bródno Podgrodzie,2024-07-01,04:41:46
Kołowa,02,500,Bródno Podgrodzie,2024-07-01,04:42:41
Kołowa,01,500,rondo Radosława,2024-07-01,04:42:53
Rogowska,01,500,rondo Radosława,2024-07-01,04:44:07
rondo Żaba,01,500,rondo Radosława,2024-07-01,04:44:53
rondo Starzyńskiego,01,500,rondo Radosława,2024-07-01,04:47:38
Dw.Gdański,04,500,rondo Radosława,2024-07-01,04:50:38
Baseny Inflancka,02,500,rondo Radosława,2024-07-01,04:51:48
"rondo ""Radosława""",04,500,rondo Radosława,2024-07-01,04:55:42
pl.Hallera,04,6,Metro Młociny,2024-07-01,04:41:30
rondo Starzyńskiego,03,6,Metro Młociny,2024-07-01,04:44:01
Wybrzeże Helskie,03,6,Metro Młociny,2024-07-01,04:44:46
most Gdański,04,6,Metro Młociny,2024-07-01,04:46:07
Park Traugutta,04,6,Metro Młociny,2024-07-01,04:48:38
Dw.Gdański,06,6,Metro Młociny,2024-07-01,04:51:00
Ząbkowska,03,26,Wiatraczna,2024-07-01,04:43:47
Kijowska,03,26,Wiatraczna,2024-07-01,04:44:23
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-07-01,04:44:57
Berezyńska,01,9,P+R Al. Krakowska,2024-07-01,04:47:24
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-01,04:49:15
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-01,04:51:21
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-01,04:54:53
Krucza,06,9,P+R Al. Krakowska,2024-07-01,04:56:13
Centrum,10,9,P+R Al. Krakowska,2024-07-01,04:56:54
Szwedzka,02,190,CH Marki,2024-07-01,04:45:07
Centrum,09,9,Gocławek,2024-07-01,04:44:36
Krucza,05,9,Gocławek,2024-07-01,04:46:07
Muzeum Narodowe,05,9,Gocławek,2024-07-01,04:47:02
most Poniatowskiego,03,9,Gocławek,2024-07-01,04:50:44
rondo Waszyngtona,06,9,Gocławek,2024-07-01,04:53:01
Berezyńska,02,9,Gocławek,2024-07-01,04:54:06
Park Skaryszewski,04,9,Gocławek,2024-07-01,04:55:32
Dw.Wileński,01,162,EC Siekierki,2024-07-01,04:45:29
Sierakowskiego,01,162,EC Siekierki,2024-07-01,04:47:51
os.Panieńska,01,162,EC Siekierki,2024-07-01,04:49:02
most Świętokrzyski,03,162,EC Siekierki,2024-07-01,04:50:23
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-07-01,04:51:31
Topiel,03,162,EC Siekierki,2024-07-01,04:53:49
PKP Powiśle,03,162,EC Siekierki,2024-07-01,04:54:34
Szwedzka,01,190,Os. Górczewska,2024-07-01,04:46:50
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-01,04:48:43
Dw.Wileński,03,190,Os. Górczewska,2024-07-01,04:50:48
Park Praski,01,190,Os. Górczewska,2024-07-01,04:51:51
Stare Miasto,02,190,Os. Górczewska,2024-07-01,04:53:42
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-01,04:55:16
Kino Femina,02,190,Os. Górczewska,2024-07-01,04:56:20
Wola-Ratusz,02,190,Os. Górczewska,2024-07-01,04:57:40
Kijowska,04,26,Metro Młociny,2024-07-01,04:50:39
Ząbkowska,04,26,Metro Młociny,2024-07-01,04:50:39
Dw.Wileński,03,26,Metro Młociny,2024-07-01,04:53:45
Park Praski,01,26,Metro Młociny,2024-07-01,04:54:51
Stare Miasto,02,26,Metro Młociny,2024-07-01,04:57:17
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-07-01,04:58:58
Kino Femina,06,26,Metro Młociny,2024-07-01,05:01:40
Wola-Ratusz,04,26,Metro Młociny,2024-07-01,05:03:20
Centrum,09,9,Gocławek,2024-07-01,04:48:14
Krucza,05,9,Gocławek,2024-07-01,04:49:30
Muzeum Narodowe,05,9,Gocławek,2024-07-01,04:50:36
most Poniatowskiego,03,9,Gocławek,2024-07-01,04:54:27
rondo Waszyngtona,06,9,Gocławek,2024-07-01,04:56:39
Berezyńska,02,9,Gocławek,2024-07-01,04:57:50
Park Skaryszewski,04,9,Gocławek,2024-07-01,04:59:00
Wola-Ratusz,03,26,Wiatraczna,2024-07-01,04:46:58
Kino Femina,05,26,Wiatraczna,2024-07-01,04:50:00
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-07-01,04:54:07
Stare Miasto,01,26,Wiatraczna,2024-07-01,04:56:38
Park Praski,02,26,Wiatraczna,2024-07-01,04:58:34
Dw.Wileński,07,26,Wiatraczna,2024-07-01,05:01:36
Ząbkowska,03,26,Wiatraczna,2024-07-01,05:02:46
Kijowska,03,26,Wiatraczna,2024-07-01,05:05:08
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-07-01,04:50:20
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-07-01,04:52:39
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-07-01,04:53:26
Rozbrat,01,523,PKP Olszynka Grochowska,2024-07-01,04:54:35
Saska,02,523,PKP Olszynka Grochowska,2024-07-01,04:57:00
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-07-01,04:57:47
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-07-01,04:59:08
Szwedzka,02,190,CH Marki,2024-07-01,04:52:40
Dw.Gdański,05,6,Gocławek,2024-07-01,04:53:00
Park Traugutta,05,6,Gocławek,2024-07-01,04:55:36
most Gdański,03,6,Gocławek,2024-07-01,04:56:37
Wybrzeże Helskie,04,6,Gocławek,2024-07-01,04:57:59
rondo Starzyńskiego,04,6,Gocławek,2024-07-01,04:59:00
pl.Hallera,03,6,Gocławek,2024-07-01,05:00:50
Szwedzka,01,190,Os. Górczewska,2024-07-01,04:53:23
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-01,04:54:58
Dw.Wileński,03,190,Os. Górczewska,2024-07-01,04:56:58
Park Praski,01,190,Os. Górczewska,2024-07-01,04:58:08
Stare Miasto,02,190,Os. Górczewska,2024-07-01,04:59:55
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-01,05:01:41
Kino Femina,02,190,Os. Górczewska,2024-07-01,05:03:28
Wola-Ratusz,02,190,Os. Górczewska,2024-07-01,05:04:37
Kołowa,01,500,rondo Radosława,2024-07-01,04:55:13
Rogowska,01,500,rondo Radosława,2024-07-01,04:56:18
rondo Żaba,01,500,rondo Radosława,2024-07-01,04:56:57
rondo Starzyńskiego,01,500,rondo Radosława,2024-07-01,04:59:32
Dw.Gdański,04,500,rondo Radosława,2024-07-01,05:02:21
Baseny Inflancka,02,500,rondo Radosława,2024-07-01,05:03:26
"rondo ""Radosława""",04,500,rondo Radosława,2024-07-01,05:08:21
PKP Powiśle,04,162,Pl Hallera,2024-07-01,04:55:27
Topiel,01,162,Pl Hallera,2024-07-01,04:56:27
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-07-01,04:57:27
most Świętokrzyski,02,162,Pl Hallera,2024-07-01,04:59:07
os.Panieńska,02,162,Pl Hallera,2024-07-01,05:00:27
Sierakowskiego,02,162,Pl Hallera,2024-07-01,05:01:07
Ząbkowska,06,162,Pl Hallera,2024-07-01,05:05:08
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-01,04:55:13
Międzynarodowa,01,523,Stare Bemowo,2024-07-01,04:56:59
Saska,01,523,Stare Bemowo,2024-07-01,04:58:10
Rozbrat,02,523,Stare Bemowo,2024-07-01,05:00:45
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-01,05:02:28
Marszałkowska,02,523,Stare Bemowo,2024-07-01,05:03:28
Metro Politechnika,02,523,Stare Bemowo,2024-07-01,05:04:38
Grenadierów,02,521,Falenica,2024-07-01,04:51:55
Wiatraczna,22,521,Falenica,2024-07-01,04:55:46
Bazyliańska,01,114,Bródno Podgrodzie,2024-07-01,04:57:19
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-07-01,04:58:45
Horbaczewskiego,01,148,Lotnisko Chopina,2024-07-01,04:59:31
Gocław,09,148,Lotnisko Chopina,2024-07-01,05:00:56
most Siekierkowski,03,148,Lotnisko Chopina,2024-07-01,05:01:43
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-07-01,05:03:40
Małe Siekierki,01,148,Lotnisko Chopina,2024-07-01,05:06:02
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-07-01,05:06:21
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-07-01,05:02:02
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-07-01,05:03:27
Dw.Gdański,03,500,Bródno Podgrodzie,2024-07-01,05:04:17
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-07-01,05:06:58
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-01,05:10:37
Rogowska,02,500,Bródno Podgrodzie,2024-07-01,05:11:20
Kołowa,02,500,Bródno Podgrodzie,2024-07-01,05:12:20
pl.Hallera,04,6,Metro Młociny,2024-07-01,05:02:01
rondo Starzyńskiego,03,6,Metro Młociny,2024-07-01,05:03:30
Wybrzeże Helskie,03,6,Metro Młociny,2024-07-01,05:04:16
most Gdański,04,6,Metro Młociny,2024-07-01,05:05:07
Park Traugutta,04,6,Metro Młociny,2024-07-01,05:06:39
Dw.Gdański,06,6,Metro Młociny,2024-07-01,05:09:15
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-07-01,05:04:27
Berezyńska,01,9,P+R Al. Krakowska,2024-07-01,05:06:39
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-01,05:08:10
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-01,05:10:01
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-01,05:13:22
Krucza,06,9,P+R Al. Krakowska,2024-07-01,05:14:38
Centrum,10,9,P+R Al. Krakowska,2024-07-01,05:15:40
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-07-01,05:04:18
Żerań FSO,04,114,Bródno Podgrodzie,2024-07-01,05:05:58
PKP Toruńska,02,114,Bródno Podgrodzie,2024-07-01,05:06:46
Bazyliańska,01,114,Bródno Podgrodzie,2024-07-01,05:06:59
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-01,05:04:09
Rogowska,02,500,Bródno Podgrodzie,2024-07-01,05:04:29
Kołowa,02,500,Bródno Podgrodzie,2024-07-01,05:05:09
Szwedzka,01,190,Os. Górczewska,2024-07-01,05:05:38
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-01,05:06:19
Dw.Wileński,03,190,Os. Górczewska,2024-07-01,05:07:11
Park Praski,01,190,Os. Górczewska,2024-07-01,05:07:47
Stare Miasto,02,190,Os. Górczewska,2024-07-01,05:09:18
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-01,05:10:51
Kino Femina,02,190,Os. Górczewska,2024-07-01,05:12:09
Wola-Ratusz,02,190,Os. Górczewska,2024-07-01,05:13:31
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-01,05:06:14
Międzynarodowa,01,523,Stare Bemowo,2024-07-01,05:08:11
Saska,01,523,Stare Bemowo,2024-07-01,05:09:11
Rozbrat,02,523,Stare Bemowo,2024-07-01,05:11:35
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-01,05:12:46
Marszałkowska,02,523,Stare Bemowo,2024-07-01,05:13:42
Metro Politechnika,02,523,Stare Bemowo,2024-07-01,05:15:01
Dw.Wileński,04,190,CH Marki,2024-07-01,05:03:50
Rzeszotarskiej,02,190,CH Marki,2024-07-01,05:05:25
Szwedzka,02,190,CH Marki,2024-07-01,05:06:10
Centrum,09,9,Gocławek,2024-07-01,05:06:52
Krucza,05,9,Gocławek,2024-07-01,05:07:37
Muzeum Narodowe,05,9,Gocławek,2024-07-01,05:08:28
most Poniatowskiego,03,9,Gocławek,2024-07-01,05:11:30
rondo Waszyngtona,06,9,Gocławek,2024-07-01,05:13:21
Berezyńska,02,9,Gocławek,2024-07-01,05:15:07
Park Skaryszewski,04,9,Gocławek,2024-07-01,05:16:37
Dw.Wileński,01,162,EC Siekierki,2024-07-01,05:06:45
Sierakowskiego,01,162,EC Siekierki,2024-07-01,05:08:57
os.Panieńska,01,162,EC Siekierki,2024-07-01,05:09:54
most Świętokrzyski,03,162,EC Siekierki,2024-07-01,05:11:24
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-07-01,05:12:35
Topiel,03,162,EC Siekierki,2024-07-01,05:14:02
PKP Powiśle,03,162,EC Siekierki,2024-07-01,05:15:00
Pelcowizna,06,114,UKSW,2024-07-01,05:08:42
PKP Toruńska,01,114,UKSW,2024-07-01,05:09:43
Żerań FSO,03,114,UKSW,2024-07-01,05:10:43
most Grota-Roweckiego,01,114,UKSW,2024-07-01,05:12:44
Czarnieckiego,02,114,UKSW,2024-07-01,05:14:54
pl.Wilsona,06,114,UKSW,2024-07-01,05:17:34
Suzina,02,114,UKSW,2024-07-01,05:18:24
Kijowska,03,26,Wiatraczna,2024-07-01,05:07:39
Szwedzka,01,190,Os. Górczewska,2024-07-01,05:08:09
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-01,05:08:54
Dw.Wileński,03,190,Os. Górczewska,2024-07-01,05:11:43
Park Praski,01,190,Os. Górczewska,2024-07-01,05:12:47
Stare Miasto,02,190,Os. Górczewska,2024-07-01,05:14:44
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-01,05:16:56
Kino Femina,02,190,Os. Górczewska,2024-07-01,05:17:42
Wola-Ratusz,02,190,Os. Górczewska,2024-07-01,05:19:04
Wola-Ratusz,01,190,CH Marki,2024-07-01,05:09:43
Kino Femina,01,190,CH Marki,2024-07-01,05:11:14
Metro Ratusz-Arsenał,09,190,CH Marki,2024-07-01,05:13:32
Stare Miasto,01,190,CH Marki,2024-07-01,05:15:11
Park Praski,02,190,CH Marki,2024-07-01,05:17:32
Dw.Wileński,04,190,CH Marki,2024-07-01,05:20:22
Rzeszotarskiej,02,190,CH Marki,2024-07-01,05:21:24
Szwedzka,02,190,CH Marki,2024-07-01,05:22:22
Kijowska,04,26,Metro Młociny,2024-07-01,05:11:17
Ząbkowska,04,26,Metro Młociny,2024-07-01,05:12:17
Dw.Wileński,03,26,Metro Młociny,2024-07-01,05:15:14
Park Praski,01,26,Metro Młociny,2024-07-01,05:16:35
Stare Miasto,02,26,Metro Młociny,2024-07-01,05:18:36
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-07-01,05:20:17
Kino Femina,06,26,Metro Młociny,2024-07-01,05:21:43
Wola-Ratusz,04,26,Metro Młociny,2024-07-01,05:23:44
rondo Waszyngtona,06,9,Gocławek,2024-07-01,05:08:17
Berezyńska,02,9,Gocławek,2024-07-01,05:08:17
Park Skaryszewski,04,9,Gocławek,2024-07-01,05:11:09
Grenadierów,02,521,Falenica,2024-07-01,05:07:12
Wiatraczna,22,521,Falenica,2024-07-01,05:11:44
Dw.Gdański,05,6,Gocławek,2024-07-01,05:11:52
Park Traugutta,05,6,Gocławek,2024-07-01,05:14:54
most Gdański,03,6,Gocławek,2024-07-01,05:15:49
Wybrzeże Helskie,04,6,Gocławek,2024-07-01,05:17:00
rondo Starzyńskiego,04,6,Gocławek,2024-07-01,05:18:00
pl.Hallera,03,6,Gocławek,2024-07-01,05:19:51
Kołowa,01,500,rondo Radosława,2024-07-01,05:12:54
Rogowska,01,500,rondo Radosława,2024-07-01,05:13:40
rondo Żaba,01,500,rondo Radosława,2024-07-01,05:14:43
rondo Starzyńskiego,01,500,rondo Radosława,2024-07-01,05:17:38
Dw.Gdański,04,500,rondo Radosława,2024-07-01,05:20:02
Baseny Inflancka,02,500,rondo Radosława,2024-07-01,05:22:11
"rondo ""Radosława""",04,500,rondo Radosława,2024-07-01,05:24:10
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-07-01,05:16:45
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-07-01,05:17:53
Dw.Gdański,03,500,Bródno Podgrodzie,2024-07-01,05:18:41
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-07-01,05:21:32
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-01,05:25:14
Rogowska,02,500,Bródno Podgrodzie,2024-07-01,05:25:44
Kołowa,02,500,Bródno Podgrodzie,2024-07-01,05:26:44
Szwedzka,01,190,Os. Górczewska,2024-07-01,05:13:02
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-01,05:13:43
Dw.Wileński,03,190,Os. Górczewska,2024-07-01,05:15:24
Park Praski,01,190,Os. Górczewska,2024-07-01,05:15:48
Stare Miasto,02,190,Os. Górczewska,2024-07-01,05:17:53
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-01,05:19:28
Kino Femina,02,190,Os. Górczewska,2024-07-01,05:21:00
Wola-Ratusz,02,190,Os. Górczewska,2024-07-01,05:22:14
Międzynarodowa,01,523,Stare Bemowo,2024-07-01,05:14:16
Saska,01,523,Stare Bemowo,2024-07-01,05:14:06
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-01,05:09:56
Marszałkowska,02,523,Stare Bemowo,2024-07-01,05:08:46
Metro Politechnika,02,523,Stare Bemowo,2024-07-01,05:06:46
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-01,05:15:01
Międzynarodowa,01,523,Stare Bemowo,2024-07-01,05:16:57
Saska,01,523,Stare Bemowo,2024-07-01,05:18:08
Rozbrat,02,523,Stare Bemowo,2024-07-01,05:21:01
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-01,05:22:20
Marszałkowska,02,523,Stare Bemowo,2024-07-01,05:23:37
Metro Politechnika,02,523,Stare Bemowo,2024-07-01,05:24:58
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-07-01,05:15:14
Berezyńska,01,9,P+R Al. Krakowska,2024-07-01,05:16:50
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-01,05:18:36
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-01,05:20:53
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-01,05:23:29
Krucza,06,9,P+R Al. Krakowska,2024-07-01,05:25:50
Centrum,10,9,P+R Al. Krakowska,2024-07-01,05:26:31
pl.Wilsona,05,114,Bródno Podgrodzie,2024-07-01,05:18:27
Czarnieckiego,01,114,Bródno Podgrodzie,2024-07-01,05:19:05
Centrum Olimpijskie,02,114,Bródno Podgrodzie,2024-07-01,05:20:10
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-07-01,05:21:48
Żerań FSO,04,114,Bródno Podgrodzie,2024-07-01,05:23:50
PKP Toruńska,02,114,Bródno Podgrodzie,2024-07-01,05:25:04
Bazyliańska,01,114,Bródno Podgrodzie,2024-07-01,05:26:34
Szwedzka,01,190,Os. Górczewska,2024-07-01,05:18:06
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-01,05:18:41
Dw.Wileński,03,190,Os. Górczewska,2024-07-01,05:20:01
Park Praski,01,190,Os. Górczewska,2024-07-01,05:20:57
Stare Miasto,02,190,Os. Górczewska,2024-07-01,05:22:14
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-01,05:23:36
Kino Femina,02,190,Os. Górczewska,2024-07-01,05:24:22
Wola-Ratusz,02,190,Os. Górczewska,2024-07-01,05:25:35
Szwedzka,01,190,Os. Górczewska,2024-07-01,05:18:26
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-01,05:19:49
Dw.Wileński,03,190,Os. Górczewska,2024-07-01,05:21:36
Park Praski,01,190,Os. Górczewska,2024-07-01,05:22:59
Stare Miasto,02,190,Os. Górczewska,2024-07-01,05:24:44
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-01,05:26:59
Kino Femina,02,190,Os. Górczewska,2024-07-01,05:28:23
Wola-Ratusz,02,190,Os. Górczewska,2024-07-01,05:29:30
Centrum,09,9,Gocławek,2024-07-01,05:19:43
Krucza,05,9,Gocławek,2024-07-01,05:20:53
Muzeum Narodowe,05,9,Gocławek,2024-07-01,05:21:29
most Poniatowskiego,03,9,Gocławek,2024-07-01,05:24:36
