przystanek,nr_przystanku,linia,kierunek,dzień,godzina przyjazdu
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-26,11:18:11
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-26,11:20:23
Krucza,06,9,P+R Al. Krakowska,2024-06-26,11:21:30
Centrum,10,9,P+R Al. Krakowska,2024-06-26,11:22:51
most Gdański,04,6,Metro Młociny,2024-06-26,11:18:15
Park Traugutta,04,6,Metro Młociny,2024-06-26,11:19:16
KS Polonia,02,6,Metro Młociny,2024-06-26,11:21:07
Dw.Gdański,06,6,Metro Młociny,2024-06-26,11:22:07
Międzynarodowa,01,523,Stare Bemowo,2024-06-26,11:18:49
Saska,01,523,Stare Bemowo,2024-06-26,11:20:10
Rozbrat,02,523,Stare Bemowo,2024-06-26,11:22:41
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-26,11:24:01
Marszałkowska,02,523,Stare Bemowo,2024-06-26,11:25:22
Metro Politechnika,02,523,Stare Bemowo,2024-06-26,11:27:20
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-26,11:18:59
Berezyńska,01,9,P+R Al. Krakowska,2024-06-26,11:20:50
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-26,11:22:42
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-26,11:24:39
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-26,11:27:11
Krucza,06,9,P+R Al. Krakowska,2024-06-26,11:28:39
Centrum,10,9,P+R Al. Krakowska,2024-06-26,11:29:51
rondo Starzyńskiego,01,500,rondo Radosława,2024-06-26,11:19:24
Dw.Gdański,04,500,rondo Radosława,2024-06-26,11:34:02
Baseny Inflancka,02,500,rondo Radosława,2024-06-26,11:23:40
"rondo ""Radosława""",04,500,rondo Radosława,2024-06-26,11:27:06
Kino Femina,06,26,Metro Młociny,2024-06-26,11:18:11
Wola-Ratusz,04,26,Metro Młociny,2024-06-26,11:18:58
most Poniatowskiego,03,9,Gocławek,2024-06-26,11:19:31
rondo Waszyngtona,06,9,Gocławek,2024-06-26,11:21:08
Berezyńska,02,9,Gocławek,2024-06-26,11:23:09
Park Skaryszewski,04,9,Gocławek,2024-06-26,11:24:39
Stare Miasto,02,190,Os. Górczewska,2024-06-26,11:19:34
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-26,11:21:42
Kino Femina,02,190,Os. Górczewska,2024-06-26,11:23:30
Wola-Ratusz,02,190,Os. Górczewska,2024-06-26,11:24:22
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-06-26,11:19:20
Małe Siekierki,01,148,Lotnisko Chopina,2024-06-26,11:21:06
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-06-26,11:21:30
Centrum,09,9,Gocławek,2024-06-26,11:20:50
Krucza,05,9,Gocławek,2024-06-26,11:21:55
Muzeum Narodowe,05,9,Gocławek,2024-06-26,11:23:26
most Poniatowskiego,03,9,Gocławek,2024-06-26,11:26:52
rondo Waszyngtona,06,9,Gocławek,2024-06-26,11:28:48
Berezyńska,02,9,Gocławek,2024-06-26,11:30:09
Park Skaryszewski,04,9,Gocławek,2024-06-26,11:31:35
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-26,11:22:07
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-26,11:24:46
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-26,11:25:57
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-26,11:27:09
Saska,02,523,PKP Olszynka Grochowska,2024-06-26,11:30:21
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-26,11:31:17
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-26,11:33:03
pl.Hallera,04,6,Metro Młociny,2024-06-26,11:22:27
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-26,11:24:34
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-26,11:25:36
most Gdański,04,6,Metro Młociny,2024-06-26,11:27:23
Park Traugutta,04,6,Metro Młociny,2024-06-26,11:28:35
KS Polonia,02,6,Metro Młociny,2024-06-26,11:29:52
Dw.Gdański,06,6,Metro Młociny,2024-06-26,11:30:58
os.Panieńska,02,162,Pl Hallera,2024-06-26,11:18:45
Sierakowskiego,02,162,Pl Hallera,2024-06-26,11:19:32
Ząbkowska,06,162,Pl Hallera,2024-06-26,11:22:58
Dw.Wileński,01,162,EC Siekierki,2024-06-26,11:22:24
Sierakowskiego,01,162,EC Siekierki,2024-06-26,11:25:07
os.Panieńska,01,162,EC Siekierki,2024-06-26,11:26:22
most Świętokrzyski,03,162,EC Siekierki,2024-06-26,11:27:40
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-06-26,11:29:19
Topiel,03,162,EC Siekierki,2024-06-26,11:30:53
PKP Powiśle,03,162,EC Siekierki,2024-06-26,11:32:04
PKP Powiśle,04,162,Pl Hallera,2024-06-26,11:23:09
Topiel,01,162,Pl Hallera,2024-06-26,11:24:29
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-06-26,11:25:32
most Świętokrzyski,02,162,Pl Hallera,2024-06-26,11:27:30
os.Panieńska,02,162,Pl Hallera,2024-06-26,11:28:49
Sierakowskiego,02,162,Pl Hallera,2024-06-26,11:29:51
Ząbkowska,06,162,Pl Hallera,2024-06-26,11:30:55
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-06-26,11:20:07
Kino Femina,06,26,Metro Młociny,2024-06-26,11:21:29
Wola-Ratusz,04,26,Metro Młociny,2024-06-26,11:23:25
Dw.Gdański,05,6,Gocławek,2024-06-26,11:23:36
KS Polonia,01,6,Gocławek,2024-06-26,11:24:36
Park Traugutta,05,6,Gocławek,2024-06-26,11:25:57
most Gdański,03,6,Gocławek,2024-06-26,11:26:53
Wybrzeże Helskie,04,6,Gocławek,2024-06-26,11:28:14
rondo Starzyńskiego,04,6,Gocławek,2024-06-26,11:29:19
pl.Hallera,03,6,Gocławek,2024-06-26,11:31:35
pl.Zawiszy,03,521,Falenica,2024-06-26,11:18:23
Dw.Centralny,01,521,Falenica,2024-06-26,11:20:54
Centrum,15,521,Falenica,2024-06-26,11:23:43
Muzeum Narodowe,01,521,Falenica,2024-06-26,11:26:54
rondo Waszyngtona,02,521,Falenica,2024-06-26,11:29:56
Grenadierów,02,521,Falenica,2024-06-26,11:35:25
Wiatraczna,22,521,Falenica,2024-06-26,11:38:23
Szwedzka,01,190,Os. Górczewska,2024-06-26,11:24:46
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-26,11:26:19
Dw.Wileński,03,190,Os. Górczewska,2024-06-26,11:30:16
Park Praski,01,190,Os. Górczewska,2024-06-26,11:31:13
Stare Miasto,02,190,Os. Górczewska,2024-06-26,11:33:40
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-26,11:36:13
Kino Femina,02,190,Os. Górczewska,2024-06-26,11:38:27
Wola-Ratusz,02,190,Os. Górczewska,2024-06-26,11:40:27
Centrum,06,521,Szczęśliwice,2024-06-26,11:20:22
Dw.Centralny,02,521,Szczęśliwice,2024-06-26,11:22:39
pl.Zawiszy,04,521,Szczęśliwice,2024-06-26,11:27:31
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-26,11:28:18
Międzynarodowa,01,523,Stare Bemowo,2024-06-26,11:30:30
Saska,01,523,Stare Bemowo,2024-06-26,11:31:43
Rozbrat,02,523,Stare Bemowo,2024-06-26,11:34:25
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-26,11:36:11
Marszałkowska,02,523,Stare Bemowo,2024-06-26,11:36:58
Metro Politechnika,02,523,Stare Bemowo,2024-06-26,11:39:20
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-26,11:28:36
Berezyńska,01,9,P+R Al. Krakowska,2024-06-26,11:30:17
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-26,11:31:58
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-26,11:33:54
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-26,11:36:31
Krucza,06,9,P+R Al. Krakowska,2024-06-26,11:38:01
Centrum,10,9,P+R Al. Krakowska,2024-06-26,11:38:42
Centrum,09,9,Gocławek,2024-06-26,11:28:14
Krucza,05,9,Gocławek,2024-06-26,11:29:15
Muzeum Narodowe,05,9,Gocławek,2024-06-26,11:30:15
most Poniatowskiego,03,9,Gocławek,2024-06-26,11:32:57
rondo Waszyngtona,06,9,Gocławek,2024-06-26,11:35:13
Berezyńska,02,9,Gocławek,2024-06-26,11:36:39
Park Skaryszewski,04,9,Gocławek,2024-06-26,11:37:59
Kołowa,01,500,rondo Radosława,2024-06-26,11:29:55
Rogowska,01,500,rondo Radosława,2024-06-26,11:31:05
rondo Żaba,01,500,rondo Radosława,2024-06-26,11:31:49
rondo Starzyńskiego,01,500,rondo Radosława,2024-06-26,11:35:13
Dw.Gdański,04,500,rondo Radosława,2024-06-26,11:38:06
Baseny Inflancka,02,500,rondo Radosława,2024-06-26,11:39:32
"rondo ""Radosława""",04,500,rondo Radosława,2024-06-26,11:43:48
Szwedzka,01,190,Os. Górczewska,2024-06-26,11:30:37
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-26,11:32:10
Dw.Wileński,03,190,Os. Górczewska,2024-06-26,11:35:37
Park Praski,01,190,Os. Górczewska,2024-06-26,11:36:54
Stare Miasto,02,190,Os. Górczewska,2024-06-26,11:39:14
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-26,11:41:03
Kino Femina,02,190,Os. Górczewska,2024-06-26,11:43:07
Wola-Ratusz,02,190,Os. Górczewska,2024-06-26,11:44:26
Wola-Ratusz,03,26,Wiatraczna,2024-06-26,11:28:10
Kino Femina,05,26,Wiatraczna,2024-06-26,11:30:10
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-06-26,11:33:05
Stare Miasto,01,26,Wiatraczna,2024-06-26,11:36:05
Park Praski,02,26,Wiatraczna,2024-06-26,11:38:41
Dw.Wileński,07,26,Wiatraczna,2024-06-26,11:41:20
Ząbkowska,03,26,Wiatraczna,2024-06-26,11:42:21
Kijowska,03,26,Wiatraczna,2024-06-26,11:45:34
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-26,11:31:44
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-26,11:33:26
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-26,11:34:51
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-26,11:36:13
Saska,02,523,PKP Olszynka Grochowska,2024-06-26,11:38:43
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-26,11:39:43
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-26,11:41:08
pl.Wilsona,05,114,Bródno Podgrodzie,2024-06-26,11:35:37
Czarnieckiego,01,114,Bródno Podgrodzie,2024-06-26,11:36:24
Centrum Olimpijskie,02,114,Bródno Podgrodzie,2024-06-26,11:38:04
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-06-26,11:39:38
Żerań FSO,04,114,Bródno Podgrodzie,2024-06-26,11:41:29
PKP Toruńska,02,114,Bródno Podgrodzie,2024-06-26,11:43:05
Bazyliańska,01,114,Bródno Podgrodzie,2024-06-26,11:44:49
Berezyńska,01,9,P+R Al. Krakowska,2024-06-26,11:32:08
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-26,11:32:59
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-26,11:35:15
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-26,11:38:16
Krucza,06,9,P+R Al. Krakowska,2024-06-26,11:39:57
Centrum,10,9,P+R Al. Krakowska,2024-06-26,11:40:57
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-06-26,11:34:02
Horbaczewskiego,01,148,Lotnisko Chopina,2024-06-26,11:34:58
Gocław,09,148,Lotnisko Chopina,2024-06-26,11:37:06
most Siekierkowski,03,148,Lotnisko Chopina,2024-06-26,11:37:54
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-06-26,11:40:01
Małe Siekierki,01,148,Lotnisko Chopina,2024-06-26,11:42:54
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-06-26,11:43:25
Pelcowizna,06,114,UKSW,2024-06-26,11:35:11
PKP Toruńska,01,114,UKSW,2024-06-26,11:37:29
Żerań FSO,03,114,UKSW,2024-06-26,11:38:33
most Grota-Roweckiego,01,114,UKSW,2024-06-26,11:41:04
Czarnieckiego,02,114,UKSW,2024-06-26,11:43:51
pl.Wilsona,06,114,UKSW,2024-06-26,11:46:24
Suzina,02,114,UKSW,2024-06-26,11:47:00
Wola-Ratusz,01,190,CH Marki,2024-06-26,11:35:37
Kino Femina,01,190,CH Marki,2024-06-26,11:38:14
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-26,11:41:04
Stare Miasto,01,190,CH Marki,2024-06-26,11:43:17
Park Praski,02,190,CH Marki,2024-06-26,11:45:41
Dw.Wileński,04,190,CH Marki,2024-06-26,11:48:13
Rzeszotarskiej,02,190,CH Marki,2024-06-26,11:49:16
Szwedzka,02,190,CH Marki,2024-06-26,11:50:12
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-26,11:35:33
Berezyńska,01,9,P+R Al. Krakowska,2024-06-26,11:37:50
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-26,11:40:07
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-26,11:42:00
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-26,11:44:28
Krucza,06,9,P+R Al. Krakowska,2024-06-26,11:45:33
Centrum,10,9,P+R Al. Krakowska,2024-06-26,11:47:55
Wola-Ratusz,01,190,CH Marki,2024-06-26,11:36:10
Kino Femina,01,190,CH Marki,2024-06-26,11:38:14
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-26,11:41:19
Stare Miasto,01,190,CH Marki,2024-06-26,11:43:24
Park Praski,02,190,CH Marki,2024-06-26,11:45:43
Dw.Wileński,04,190,CH Marki,2024-06-26,11:48:07
Rzeszotarskiej,02,190,CH Marki,2024-06-26,11:49:25
Szwedzka,02,190,CH Marki,2024-06-26,11:50:26
PKP Powiśle,04,162,Pl Hallera,2024-06-26,11:36:57
Topiel,01,162,Pl Hallera,2024-06-26,11:38:52
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-06-26,11:41:07
most Świętokrzyski,02,162,Pl Hallera,2024-06-26,11:43:27
os.Panieńska,02,162,Pl Hallera,2024-06-26,11:45:32
Sierakowskiego,02,162,Pl Hallera,2024-06-26,11:46:32
Ząbkowska,06,162,Pl Hallera,2024-06-26,11:49:02
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-06-26,11:36:51
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-26,11:41:04
Rogowska,02,500,Bródno Podgrodzie,2024-06-26,11:42:02
Kołowa,02,500,Bródno Podgrodzie,2024-06-26,11:42:56
Ogrody Działkowe Czerniaków,02,148,Wiatraczna,2024-06-26,11:37:34
Małe Siekierki,02,148,Wiatraczna,2024-06-26,11:39:19
Siekierki-Sanktuarium,02,148,Wiatraczna,2024-06-26,11:41:06
most Siekierkowski,04,148,Wiatraczna,2024-06-26,11:43:40
Gocław,06,148,Wiatraczna,2024-06-26,11:48:03
Horbaczewskiego,02,148,Wiatraczna,2024-06-26,11:48:52
Bora-Komorowskiego,04,148,Wiatraczna,2024-06-26,11:50:13
Dw.Gdański,05,6,Gocławek,2024-06-26,11:38:01
KS Polonia,01,6,Gocławek,2024-06-26,11:39:17
Park Traugutta,05,6,Gocławek,2024-06-26,11:40:38
most Gdański,03,6,Gocławek,2024-06-26,11:42:01
Wybrzeże Helskie,04,6,Gocławek,2024-06-26,11:43:00
rondo Starzyńskiego,04,6,Gocławek,2024-06-26,11:43:45
pl.Hallera,03,6,Gocławek,2024-06-26,11:45:36
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-26,11:39:41
Międzynarodowa,01,523,Stare Bemowo,2024-06-26,11:42:06
Saska,01,523,Stare Bemowo,2024-06-26,11:43:39
Rozbrat,02,523,Stare Bemowo,2024-06-26,11:46:22
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-26,11:48:03
Marszałkowska,02,523,Stare Bemowo,2024-06-26,11:49:03
Metro Politechnika,02,523,Stare Bemowo,2024-06-26,11:51:46
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-26,11:40:44
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-26,11:42:41
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-26,11:43:41
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-26,11:45:12
Saska,02,523,PKP Olszynka Grochowska,2024-06-26,11:48:04
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-26,11:49:03
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-26,11:50:38
Kijowska,04,26,Metro Młociny,2024-06-26,11:39:14
Ząbkowska,04,26,Metro Młociny,2024-06-26,11:40:19
Dw.Wileński,03,26,Metro Młociny,2024-06-26,11:43:26
Park Praski,01,26,Metro Młociny,2024-06-26,11:44:27
Stare Miasto,02,26,Metro Młociny,2024-06-26,11:46:52
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-06-26,11:50:07
Kino Femina,06,26,Metro Młociny,2024-06-26,11:52:26
Wola-Ratusz,04,26,Metro Młociny,2024-06-26,11:55:03
Szwedzka,01,190,Os. Górczewska,2024-06-26,11:40:42
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-26,11:42:22
Dw.Wileński,03,190,Os. Górczewska,2024-06-26,11:45:43
Park Praski,01,190,Os. Górczewska,2024-06-26,11:46:34
Stare Miasto,02,190,Os. Górczewska,2024-06-26,11:48:22
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-26,11:50:34
Kino Femina,02,190,Os. Górczewska,2024-06-26,11:53:04
Wola-Ratusz,02,190,Os. Górczewska,2024-06-26,11:54:33
Centrum,09,9,Gocławek,2024-06-26,11:41:19
Krucza,05,9,Gocławek,2024-06-26,11:42:36
Muzeum Narodowe,05,9,Gocławek,2024-06-26,11:43:21
most Poniatowskiego,03,9,Gocławek,2024-06-26,11:47:07
rondo Waszyngtona,06,9,Gocławek,2024-06-26,11:48:45
Berezyńska,02,9,Gocławek,2024-06-26,11:50:06
Park Skaryszewski,04,9,Gocławek,2024-06-26,11:51:12
Dw.Wileński,01,162,EC Siekierki,2024-06-26,11:40:27
Sierakowskiego,01,162,EC Siekierki,2024-06-26,11:44:37
os.Panieńska,01,162,EC Siekierki,2024-06-26,11:46:30
most Świętokrzyski,03,162,EC Siekierki,2024-06-26,11:48:17
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-06-26,11:49:36
Topiel,03,162,EC Siekierki,2024-06-26,11:52:47
PKP Powiśle,03,162,EC Siekierki,2024-06-26,11:54:01
Kołowa,01,500,rondo Radosława,2024-06-26,11:43:14
Rogowska,01,500,rondo Radosława,2024-06-26,11:44:07
rondo Żaba,01,500,rondo Radosława,2024-06-26,11:45:22
rondo Starzyńskiego,01,500,rondo Radosława,2024-06-26,11:48:22
Dw.Gdański,04,500,rondo Radosława,2024-06-26,11:50:57
Baseny Inflancka,02,500,rondo Radosława,2024-06-26,11:52:46
"rondo ""Radosława""",04,500,rondo Radosława,2024-06-26,11:57:18
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-26,11:43:27
Berezyńska,01,9,P+R Al. Krakowska,2024-06-26,11:45:08
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-26,11:46:49
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-26,11:48:43
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-26,11:51:14
Krucza,06,9,P+R Al. Krakowska,2024-06-26,11:52:30
Centrum,10,9,P+R Al. Krakowska,2024-06-26,11:55:07
Wiatraczna,03,521,Szczęśliwice,2024-06-26,11:37:11
Grenadierów,01,521,Szczęśliwice,2024-06-26,11:38:43
rondo Waszyngtona,01,521,Szczęśliwice,2024-06-26,11:44:15
Muzeum Narodowe,02,521,Szczęśliwice,2024-06-26,11:47:40
Centrum,06,521,Szczęśliwice,2024-06-26,11:51:44
Dw.Centralny,02,521,Szczęśliwice,2024-06-26,11:53:51
pl.Zawiszy,04,521,Szczęśliwice,2024-06-26,11:59:28
Centrum,09,9,Gocławek,2024-06-26,11:44:44
Krucza,05,9,Gocławek,2024-06-26,11:45:35
Muzeum Narodowe,05,9,Gocławek,2024-06-26,11:46:25
most Poniatowskiego,03,9,Gocławek,2024-06-26,11:49:29
rondo Waszyngtona,06,9,Gocławek,2024-06-26,11:51:05
Berezyńska,02,9,Gocławek,2024-06-26,11:52:36
Park Skaryszewski,04,9,Gocławek,2024-06-26,11:54:02
Wola-Ratusz,01,190,CH Marki,2024-06-26,11:45:46
Kino Femina,01,190,CH Marki,2024-06-26,11:48:05
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-26,11:50:38
Stare Miasto,01,190,CH Marki,2024-06-26,11:52:33
Park Praski,02,190,CH Marki,2024-06-26,11:54:47
Dw.Wileński,04,190,CH Marki,2024-06-26,11:56:04
Rzeszotarskiej,02,190,CH Marki,2024-06-26,11:57:28
Szwedzka,02,190,CH Marki,2024-06-26,11:58:41
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-06-26,11:48:26
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-06-26,11:49:52
Dw.Gdański,03,500,Bródno Podgrodzie,2024-06-26,11:51:00
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-06-26,11:54:25
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-26,11:57:18
Rogowska,02,500,Bródno Podgrodzie,2024-06-26,11:58:37
Kołowa,02,500,Bródno Podgrodzie,2024-06-26,11:59:17
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-26,11:49:27
Międzynarodowa,01,523,Stare Bemowo,2024-06-26,11:52:24
Saska,01,523,Stare Bemowo,2024-06-26,11:53:40
Rozbrat,02,523,Stare Bemowo,2024-06-26,11:57:07
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-26,11:58:19
Marszałkowska,02,523,Stare Bemowo,2024-06-26,11:59:28
Metro Politechnika,02,523,Stare Bemowo,2024-06-26,12:01:55
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-26,11:50:05
Berezyńska,01,9,P+R Al. Krakowska,2024-06-26,11:51:51
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-26,11:53:42
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-26,11:55:28
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-26,11:58:00
Krucza,06,9,P+R Al. Krakowska,2024-06-26,11:59:45
Centrum,10,9,P+R Al. Krakowska,2024-06-26,12:01:16
pl.Hallera,04,6,Metro Młociny,2024-06-26,11:50:09
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-26,11:52:10
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-26,11:53:31
most Gdański,04,6,Metro Młociny,2024-06-26,11:55:10
Park Traugutta,04,6,Metro Młociny,2024-06-26,11:56:02
KS Polonia,02,6,Metro Młociny,2024-06-26,11:57:41
Dw.Gdański,06,6,Metro Młociny,2024-06-26,11:59:08
Szwedzka,01,190,Os. Górczewska,2024-06-26,11:50:37
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-26,11:52:08
Dw.Wileński,03,190,Os. Górczewska,2024-06-26,11:53:38
Park Praski,01,190,Os. Górczewska,2024-06-26,11:55:13
Stare Miasto,02,190,Os. Górczewska,2024-06-26,11:57:07
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-26,11:59:27
Kino Femina,02,190,Os. Górczewska,2024-06-26,12:01:19
Wola-Ratusz,02,190,Os. Górczewska,2024-06-26,12:03:27
Dw.Gdański,05,6,Gocławek,2024-06-26,11:51:16
KS Polonia,01,6,Gocławek,2024-06-26,11:52:28
Park Traugutta,05,6,Gocławek,2024-06-26,11:54:04
most Gdański,03,6,Gocławek,2024-06-26,11:55:04
Wybrzeże Helskie,04,6,Gocławek,2024-06-26,11:56:36
rondo Starzyńskiego,04,6,Gocławek,2024-06-26,11:57:16
pl.Hallera,03,6,Gocławek,2024-06-26,11:59:22
Dw.Wileński,01,162,EC Siekierki,2024-06-26,11:50:39
Sierakowskiego,01,162,EC Siekierki,2024-06-26,11:53:04
os.Panieńska,01,162,EC Siekierki,2024-06-26,11:54:22
most Świętokrzyski,03,162,EC Siekierki,2024-06-26,11:55:59
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-06-26,11:58:05
Topiel,03,162,EC Siekierki,2024-06-26,12:00:36
PKP Powiśle,03,162,EC Siekierki,2024-06-26,12:01:53
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-26,11:52:35
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-26,11:54:47
