przystanek,nr_przystanku,linia,kierunek,dzień,godzina przyjazdu
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-06-24,18:48:46
Dw.Gdański,03,500,Bródno Podgrodzie,2024-06-24,18:49:31
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-06-24,18:52:27
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-24,18:55:34
Rogowska,02,500,Bródno Podgrodzie,2024-06-24,18:56:53
Kołowa,02,500,Bródno Podgrodzie,2024-06-24,18:58:07
PKP Powiśle,04,162,Pl Hallera,2024-06-24,18:46:23
Topiel,01,162,Pl Hallera,2024-06-24,18:46:13
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-06-24,18:47:14
most Świętokrzyski,02,162,Pl Hallera,2024-06-24,18:49:30
os.Panieńska,02,162,Pl Hallera,2024-06-24,18:51:16
Sierakowskiego,02,162,Pl Hallera,2024-06-24,18:52:04
Ząbkowska,06,162,Pl Hallera,2024-06-24,18:54:55
Dw.Wileński,02,162,Pl Hallera,2024-06-24,18:56:27
Rozbrat,02,523,Stare Bemowo,2024-06-24,18:46:51
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-24,18:48:23
Marszałkowska,02,523,Stare Bemowo,2024-06-24,18:49:32
Metro Politechnika,02,523,Stare Bemowo,2024-06-24,18:51:02
pl.Hallera,04,6,Metro Młociny,2024-06-24,18:46:21
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-24,18:48:38
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-24,18:50:01
most Gdański,04,6,Metro Młociny,2024-06-24,18:51:01
Park Traugutta,04,6,Metro Młociny,2024-06-24,18:52:03
KS Polonia,02,6,Metro Młociny,2024-06-24,18:53:35
Dw.Gdański,06,6,Metro Młociny,2024-06-24,18:55:03
Park Praski,01,26,Metro Młociny,2024-06-24,18:45:19
Stare Miasto,02,26,Metro Młociny,2024-06-24,18:46:41
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-06-24,18:50:00
Kino Femina,06,26,Metro Młociny,2024-06-24,18:51:36
Wola-Ratusz,04,26,Metro Młociny,2024-06-24,18:53:14
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-24,18:47:25
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-24,18:48:23
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-24,18:49:32
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-24,18:50:56
Saska,02,523,PKP Olszynka Grochowska,2024-06-24,18:53:47
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-24,18:54:59
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-24,18:56:45
Saska,02,523,PKP Olszynka Grochowska,2024-06-24,18:45:28
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-24,18:45:28
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-24,18:47:35
Wola-Ratusz,01,190,CH Marki,2024-06-24,18:47:47
Kino Femina,01,190,CH Marki,2024-06-24,18:50:08
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-24,18:52:49
Stare Miasto,01,190,CH Marki,2024-06-24,18:54:59
Park Praski,02,190,CH Marki,2024-06-24,18:56:55
Dw.Wileński,04,190,CH Marki,2024-06-24,18:58:06
Rzeszotarskiej,02,190,CH Marki,2024-06-24,18:59:39
Szwedzka,02,190,CH Marki,2024-06-24,19:00:29
rondo Waszyngtona,06,9,Gocławek,2024-06-24,18:45:20
Berezyńska,02,9,Gocławek,2024-06-24,18:47:06
Park Skaryszewski,04,9,Gocławek,2024-06-24,18:48:12
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-24,18:45:39
Kino Femina,02,190,Os. Górczewska,2024-06-24,18:47:47
Wola-Ratusz,02,190,Os. Górczewska,2024-06-24,18:48:56
Szwedzka,02,190,CH Marki,2024-06-24,18:49:20
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-24,18:49:43
Międzynarodowa,01,523,Stare Bemowo,2024-06-24,18:51:18
Saska,01,523,Stare Bemowo,2024-06-24,18:52:50
Rozbrat,02,523,Stare Bemowo,2024-06-24,18:54:59
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-24,18:56:45
Marszałkowska,02,523,Stare Bemowo,2024-06-24,18:57:33
Metro Politechnika,02,523,Stare Bemowo,2024-06-24,18:58:55
Wiatraczna,22,521,Falenica,2024-06-24,18:50:21
Dw.Centralny,01,521,Falenica,2024-06-24,18:47:37
Centrum,15,521,Falenica,2024-06-24,18:51:18
Muzeum Narodowe,01,521,Falenica,2024-06-24,18:54:24
rondo Waszyngtona,02,521,Falenica,2024-06-24,18:57:55
Grenadierów,02,521,Falenica,2024-06-24,19:03:10
Wiatraczna,22,521,Falenica,2024-06-24,19:05:03
Wola-Ratusz,03,26,Wiatraczna,2024-06-24,18:50:10
Kino Femina,05,26,Wiatraczna,2024-06-24,18:53:06
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-06-24,18:54:49
Stare Miasto,01,26,Wiatraczna,2024-06-24,18:56:30
Park Praski,02,26,Wiatraczna,2024-06-24,18:58:58
Dw.Wileński,07,26,Wiatraczna,2024-06-24,19:01:25
Ząbkowska,03,26,Wiatraczna,2024-06-24,19:02:03
Kijowska,03,26,Wiatraczna,2024-06-24,19:03:09
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-24,18:51:07
Berezyńska,01,9,P+R Al. Krakowska,2024-06-24,18:53:05
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-24,18:54:33
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-24,18:56:45
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-24,18:59:07
Krucza,06,9,P+R Al. Krakowska,2024-06-24,19:01:28
Centrum,10,9,P+R Al. Krakowska,2024-06-24,19:02:25
Dw.Gdański,05,6,Gocławek,2024-06-24,18:51:08
KS Polonia,01,6,Gocławek,2024-06-24,18:52:24
Park Traugutta,05,6,Gocławek,2024-06-24,18:53:34
most Gdański,03,6,Gocławek,2024-06-24,18:54:50
Wybrzeże Helskie,04,6,Gocławek,2024-06-24,18:56:21
rondo Starzyńskiego,04,6,Gocławek,2024-06-24,18:57:22
pl.Hallera,03,6,Gocławek,2024-06-24,18:59:07
pl.Hallera,04,6,Metro Młociny,2024-06-24,18:52:05
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-24,18:54:24
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-24,18:55:40
most Gdański,04,6,Metro Młociny,2024-06-24,18:56:44
Park Traugutta,04,6,Metro Młociny,2024-06-24,18:58:45
KS Polonia,02,6,Metro Młociny,2024-06-24,19:00:30
Dw.Gdański,06,6,Metro Młociny,2024-06-24,19:01:33
Centrum,09,9,Gocławek,2024-06-24,18:50:59
Krucza,05,9,Gocławek,2024-06-24,18:52:44
Muzeum Narodowe,05,9,Gocławek,2024-06-24,18:53:35
most Poniatowskiego,03,9,Gocławek,2024-06-24,18:56:41
rondo Waszyngtona,06,9,Gocławek,2024-06-24,18:59:08
Berezyńska,02,9,Gocławek,2024-06-24,19:00:39
Park Skaryszewski,04,9,Gocławek,2024-06-24,19:03:00
PKP Powiśle,04,162,Pl Hallera,2024-06-24,18:52:02
Topiel,01,162,Pl Hallera,2024-06-24,18:53:39
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-06-24,18:55:57
most Świętokrzyski,02,162,Pl Hallera,2024-06-24,18:59:08
os.Panieńska,02,162,Pl Hallera,2024-06-24,19:00:58
Sierakowskiego,02,162,Pl Hallera,2024-06-24,19:02:12
Ząbkowska,06,162,Pl Hallera,2024-06-24,19:04:52
Dw.Wileński,02,162,Pl Hallera,2024-06-24,19:06:37
pl.Wilsona,05,114,Bródno Podgrodzie,2024-06-24,18:55:43
Czarnieckiego,01,114,Bródno Podgrodzie,2024-06-24,18:58:30
Centrum Olimpijskie,02,114,Bródno Podgrodzie,2024-06-24,18:58:54
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-06-24,19:00:48
Żerań FSO,04,114,Bródno Podgrodzie,2024-06-24,19:02:47
PKP Toruńska,02,114,Bródno Podgrodzie,2024-06-24,19:03:43
Bazyliańska,01,114,Bródno Podgrodzie,2024-06-24,19:05:02
Szwedzka,01,190,Os. Górczewska,2024-06-24,18:54:55
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-24,18:56:05
Dw.Wileński,03,190,Os. Górczewska,2024-06-24,18:57:40
Park Praski,01,190,Os. Górczewska,2024-06-24,18:58:54
Stare Miasto,02,190,Os. Górczewska,2024-06-24,19:00:55
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-24,19:03:30
Kino Femina,02,190,Os. Górczewska,2024-06-24,19:05:25
Wola-Ratusz,02,190,Os. Górczewska,2024-06-24,19:06:33
PKP Powiśle,04,162,Pl Hallera,2024-06-24,19:09:47
Topiel,01,162,Pl Hallera,2024-06-24,19:09:00
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-06-24,19:05:20
most Świętokrzyski,02,162,Pl Hallera,2024-06-24,19:04:33
os.Panieńska,02,162,Pl Hallera,2024-06-24,19:03:30
Sierakowskiego,02,162,Pl Hallera,2024-06-24,19:00:22
Ząbkowska,06,162,Pl Hallera,2024-06-24,18:59:03
Dw.Wileński,02,162,Pl Hallera,2024-06-24,18:55:37
Kijowska,04,26,Metro Młociny,2024-06-24,18:55:59
Ząbkowska,04,26,Metro Młociny,2024-06-24,18:57:36
Dw.Wileński,03,26,Metro Młociny,2024-06-24,18:59:27
Park Praski,01,26,Metro Młociny,2024-06-24,19:00:29
Stare Miasto,02,26,Metro Młociny,2024-06-24,19:03:21
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-06-24,19:07:36
Kino Femina,06,26,Metro Młociny,2024-06-24,19:09:08
Wola-Ratusz,04,26,Metro Młociny,2024-06-24,19:11:16
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-24,18:57:54
Międzynarodowa,01,523,Stare Bemowo,2024-06-24,18:59:37
Saska,01,523,Stare Bemowo,2024-06-24,19:00:48
Rozbrat,02,523,Stare Bemowo,2024-06-24,19:03:06
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-24,19:04:38
Marszałkowska,02,523,Stare Bemowo,2024-06-24,19:05:39
Metro Politechnika,02,523,Stare Bemowo,2024-06-24,19:07:56
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-24,18:58:17
Berezyńska,01,9,P+R Al. Krakowska,2024-06-24,18:59:29
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-24,19:01:28
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-24,19:03:40
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-24,19:06:07
Krucza,06,9,P+R Al. Krakowska,2024-06-24,19:07:03
Centrum,10,9,P+R Al. Krakowska,2024-06-24,19:08:16
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-06-24,18:59:38
Horbaczewskiego,01,148,Lotnisko Chopina,2024-06-24,19:00:12
Gocław,09,148,Lotnisko Chopina,2024-06-24,19:01:57
most Siekierkowski,03,148,Lotnisko Chopina,2024-06-24,19:02:54
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-06-24,19:05:00
Małe Siekierki,01,148,Lotnisko Chopina,2024-06-24,19:07:44
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-06-24,19:08:24
Kołowa,01,500,rondo Radosława,2024-06-24,18:58:55
Rogowska,01,500,rondo Radosława,2024-06-24,18:59:48
rondo Żaba,01,500,rondo Radosława,2024-06-24,19:00:32
rondo Starzyńskiego,01,500,rondo Radosława,2024-06-24,19:04:05
Dw.Gdański,04,500,rondo Radosława,2024-06-24,19:06:22
Baseny Inflancka,02,500,rondo Radosława,2024-06-24,19:07:55
"rondo ""Radosława""",04,500,rondo Radosława,2024-06-24,19:10:55
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-24,18:58:30
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-24,19:00:23
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-24,19:01:06
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-24,19:02:34
Saska,02,523,PKP Olszynka Grochowska,2024-06-24,19:05:25
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-24,19:06:07
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-24,19:07:45
Wola-Ratusz,01,190,CH Marki,2024-06-24,19:00:02
Kino Femina,01,190,CH Marki,2024-06-24,19:01:59
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-24,19:04:59
Stare Miasto,01,190,CH Marki,2024-06-24,19:07:09
Park Praski,02,190,CH Marki,2024-06-24,19:09:38
Dw.Wileński,04,190,CH Marki,2024-06-24,19:12:14
Rzeszotarskiej,02,190,CH Marki,2024-06-24,19:13:27
Szwedzka,02,190,CH Marki,2024-06-24,19:14:34
Pelcowizna,06,114,UKSW,2024-06-24,19:00:27
PKP Toruńska,01,114,UKSW,2024-06-24,19:01:27
Żerań FSO,03,114,UKSW,2024-06-24,19:02:57
most Grota-Roweckiego,01,114,UKSW,2024-06-24,19:04:27
Czarnieckiego,02,114,UKSW,2024-06-24,19:06:57
pl.Wilsona,06,114,UKSW,2024-06-24,19:10:28
Suzina,02,114,UKSW,2024-06-24,19:11:27
Ogrody Działkowe Czerniaków,02,148,Wiatraczna,2024-06-24,19:00:31
Małe Siekierki,02,148,Wiatraczna,2024-06-24,19:02:44
Siekierki-Sanktuarium,02,148,Wiatraczna,2024-06-24,19:04:14
most Siekierkowski,04,148,Wiatraczna,2024-06-24,19:06:31
Gocław,06,148,Wiatraczna,2024-06-24,19:09:28
Horbaczewskiego,02,148,Wiatraczna,2024-06-24,19:10:09
Bora-Komorowskiego,04,148,Wiatraczna,2024-06-24,19:11:19
Centrum,09,9,Gocławek,2024-06-24,19:00:06
Krucza,05,9,Gocławek,2024-06-24,19:01:51
Muzeum Narodowe,05,9,Gocławek,2024-06-24,19:03:57
most Poniatowskiego,03,9,Gocławek,2024-06-24,19:06:34
rondo Waszyngtona,06,9,Gocławek,2024-06-24,19:08:45
Berezyńska,02,9,Gocławek,2024-06-24,19:09:51
Park Skaryszewski,04,9,Gocławek,2024-06-24,19:10:51
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-06-24,19:02:31
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-06-24,19:03:31
Dw.Gdański,03,500,Bródno Podgrodzie,2024-06-24,19:04:36
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-06-24,19:08:25
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-24,19:12:41
Rogowska,02,500,Bródno Podgrodzie,2024-06-24,19:13:25
Kołowa,02,500,Bródno Podgrodzie,2024-06-24,19:15:07
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-24,19:03:40
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-24,19:05:03
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-24,19:06:12
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-24,19:07:21
Saska,02,523,PKP Olszynka Grochowska,2024-06-24,19:10:02
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-24,19:10:43
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-24,19:12:05
PKP Powiśle,04,162,Pl Hallera,2024-06-24,19:15:46
Topiel,01,162,Pl Hallera,2024-06-24,19:15:09
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-06-24,19:13:07
most Świętokrzyski,02,162,Pl Hallera,2024-06-24,19:12:17
os.Panieńska,02,162,Pl Hallera,2024-06-24,19:11:12
Sierakowskiego,02,162,Pl Hallera,2024-06-24,19:08:22
Ząbkowska,06,162,Pl Hallera,2024-06-24,19:07:37
Dw.Wileński,02,162,Pl Hallera,2024-06-24,19:04:57
Wola-Ratusz,03,26,Wiatraczna,2024-06-24,19:04:28
Kino Femina,05,26,Wiatraczna,2024-06-24,19:05:44
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-06-24,19:09:21
Stare Miasto,01,26,Wiatraczna,2024-06-24,19:10:51
Park Praski,02,26,Wiatraczna,2024-06-24,19:13:07
Dw.Wileński,07,26,Wiatraczna,2024-06-24,19:15:30
Ząbkowska,03,26,Wiatraczna,2024-06-24,19:16:21
Kijowska,03,26,Wiatraczna,2024-06-24,19:17:52
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-24,19:05:57
Berezyńska,01,9,P+R Al. Krakowska,2024-06-24,19:07:47
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-24,19:09:37
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-24,19:11:37
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-24,19:13:57
Krucza,06,9,P+R Al. Krakowska,2024-06-24,19:15:57
Centrum,10,9,P+R Al. Krakowska,2024-06-24,19:17:47
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-24,19:06:13
Międzynarodowa,01,523,Stare Bemowo,2024-06-24,19:07:44
Saska,01,523,Stare Bemowo,2024-06-24,19:09:06
Rozbrat,02,523,Stare Bemowo,2024-06-24,19:11:54
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-24,19:13:17
Marszałkowska,02,523,Stare Bemowo,2024-06-24,19:14:24
Metro Politechnika,02,523,Stare Bemowo,2024-06-24,19:15:12
Szwedzka,01,190,Os. Górczewska,2024-06-24,19:06:28
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-24,19:07:43
Dw.Wileński,03,190,Os. Górczewska,2024-06-24,19:09:38
Park Praski,01,190,Os. Górczewska,2024-06-24,19:11:18
Stare Miasto,02,190,Os. Górczewska,2024-06-24,19:13:05
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-24,19:14:46
Kino Femina,02,190,Os. Górczewska,2024-06-24,19:16:08
Wola-Ratusz,02,190,Os. Górczewska,2024-06-24,19:16:48
PKP Powiśle,04,162,Pl Hallera,2024-06-24,19:07:23
Topiel,01,162,Pl Hallera,2024-06-24,19:09:03
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-06-24,19:10:02
most Świętokrzyski,02,162,Pl Hallera,2024-06-24,19:11:20
os.Panieńska,02,162,Pl Hallera,2024-06-24,19:12:29
Sierakowskiego,02,162,Pl Hallera,2024-06-24,19:13:28
Ząbkowska,06,162,Pl Hallera,2024-06-24,19:16:59
Dw.Wileński,02,162,Pl Hallera,2024-06-24,19:18:31
Centrum,09,9,Gocławek,2024-06-24,19:06:41
Krucza,05,9,Gocławek,2024-06-24,19:07:39
Muzeum Narodowe,05,9,Gocławek,2024-06-24,19:08:26
most Poniatowskiego,03,9,Gocławek,2024-06-24,19:11:22
rondo Waszyngtona,06,9,Gocławek,2024-06-24,19:13:53
Berezyńska,02,9,Gocławek,2024-06-24,19:15:15
Park Skaryszewski,04,9,Gocławek,2024-06-24,19:16:38
pl.Hallera,04,6,Metro Młociny,2024-06-24,19:06:29
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-24,19:08:46
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-24,19:10:09
most Gdański,04,6,Metro Młociny,2024-06-24,19:11:17
Park Traugutta,04,6,Metro Młociny,2024-06-24,19:12:09
KS Polonia,02,6,Metro Młociny,2024-06-24,19:14:29
Dw.Gdański,06,6,Metro Młociny,2024-06-24,19:15:50
Wola-Ratusz,01,190,CH Marki,2024-06-24,19:07:51
Kino Femina,01,190,CH Marki,2024-06-24,19:10:11
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-24,19:13:01
Stare Miasto,01,190,CH Marki,2024-06-24,19:15:11
Park Praski,02,190,CH Marki,2024-06-24,19:17:11
Dw.Wileński,04,190,CH Marki,2024-06-24,19:18:21
Rzeszotarskiej,02,190,CH Marki,2024-06-24,19:19:41
Szwedzka,02,190,CH Marki,2024-06-24,19:20:21
Dw.Gdański,05,6,Gocławek,2024-06-24,19:08:19
KS Polonia,01,6,Gocławek,2024-06-24,19:09:30
Park Traugutta,05,6,Gocławek,2024-06-24,19:11:16
most Gdański,03,6,Gocławek,2024-06-24,19:12:01
Wybrzeże Helskie,04,6,Gocławek,2024-06-24,19:13:22
rondo Starzyńskiego,04,6,Gocławek,2024-06-24,19:14:27
pl.Hallera,03,6,Gocławek,2024-06-24,19:16:48
Kijowska,04,26,Metro Młociny,2024-06-24,19:09:43
Ząbkowska,04,26,Metro Młociny,2024-06-24,19:10:23
Dw.Wileński,03,26,Metro Młociny,2024-06-24,19:13:22
Park Praski,01,26,Metro Młociny,2024-06-24,19:14:14
Stare Miasto,02,26,Metro Młociny,2024-06-24,19:16:32
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-06-24,19:18:28
Kino Femina,06,26,Metro Młociny,2024-06-24,19:21:20
Wola-Ratusz,04,26,Metro Młociny,2024-06-24,19:23:06
Dw.Wileński,02,162,Pl Hallera,2024-06-24,19:09:28
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-24,19:10:58
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-24,19:14:01
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-24,19:14:48
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-24,19:16:09
Saska,02,523,PKP Olszynka Grochowska,2024-06-24,19:19:55
