przystanek,nr_przystanku,linia,kierunek,dzień,godzina przyjazdu
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-24,19:20:56
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-24,19:22:37
pl.Wilsona,05,114,Bródno Podgrodzie,2024-06-24,19:13:13
Czarnieckiego,01,114,Bródno Podgrodzie,2024-06-24,19:13:58
Centrum Olimpijskie,02,114,Bródno Podgrodzie,2024-06-24,19:15:09
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-06-24,19:16:43
Żerań FSO,04,114,Bródno Podgrodzie,2024-06-24,19:18:45
PKP Toruńska,02,114,Bródno Podgrodzie,2024-06-24,19:20:19
Bazyliańska,01,114,Bródno Podgrodzie,2024-06-24,19:21:55
Wiatraczna,03,521,Szczęśliwice,2024-06-24,19:08:08
Grenadierów,01,521,Szczęśliwice,2024-06-24,19:09:29
rondo Waszyngtona,01,521,Szczęśliwice,2024-06-24,19:13:28
Muzeum Narodowe,02,521,Szczęśliwice,2024-06-24,19:16:58
Centrum,06,521,Szczęśliwice,2024-06-24,19:20:30
Dw.Centralny,02,521,Szczęśliwice,2024-06-24,19:22:17
pl.Zawiszy,04,521,Szczęśliwice,2024-06-24,19:25:35
Kołowa,01,500,rondo Radosława,2024-06-24,19:12:16
Rogowska,01,500,rondo Radosława,2024-06-24,19:13:13
rondo Żaba,01,500,rondo Radosława,2024-06-24,19:14:01
rondo Starzyńskiego,01,500,rondo Radosława,2024-06-24,19:16:56
Dw.Gdański,04,500,rondo Radosława,2024-06-24,19:19:31
Baseny Inflancka,02,500,rondo Radosława,2024-06-24,19:20:36
"rondo ""Radosława""",04,500,rondo Radosława,2024-06-24,19:23:48
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-06-24,19:15:24
Horbaczewskiego,01,148,Lotnisko Chopina,2024-06-24,19:16:33
Gocław,09,148,Lotnisko Chopina,2024-06-24,19:17:58
most Siekierkowski,03,148,Lotnisko Chopina,2024-06-24,19:18:48
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-06-24,19:20:55
Małe Siekierki,01,148,Lotnisko Chopina,2024-06-24,19:22:50
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-06-24,19:23:25
Pelcowizna,06,114,UKSW,2024-06-24,19:14:45
PKP Toruńska,01,114,UKSW,2024-06-24,19:15:54
Żerań FSO,03,114,UKSW,2024-06-24,19:16:55
most Grota-Roweckiego,01,114,UKSW,2024-06-24,19:19:17
Czarnieckiego,02,114,UKSW,2024-06-24,19:21:45
pl.Wilsona,06,114,UKSW,2024-06-24,19:24:11
Suzina,02,114,UKSW,2024-06-24,19:25:22
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-24,19:14:16
Berezyńska,01,9,P+R Al. Krakowska,2024-06-24,19:15:26
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-24,19:17:27
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-24,19:19:13
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-24,19:21:45
Krucza,06,9,P+R Al. Krakowska,2024-06-24,19:23:06
Centrum,10,9,P+R Al. Krakowska,2024-06-24,19:24:26
Centrum,09,9,Gocławek,2024-06-24,19:14:08
Krucza,05,9,Gocławek,2024-06-24,19:15:14
Muzeum Narodowe,05,9,Gocławek,2024-06-24,19:16:20
most Poniatowskiego,03,9,Gocławek,2024-06-24,19:19:36
rondo Waszyngtona,06,9,Gocławek,2024-06-24,19:21:42
Berezyńska,02,9,Gocławek,2024-06-24,19:23:08
Park Skaryszewski,04,9,Gocławek,2024-06-24,19:24:19
Kijowska,04,26,Metro Młociny,2024-06-24,19:15:28
Ząbkowska,04,26,Metro Młociny,2024-06-24,19:17:00
Dw.Wileński,03,26,Metro Młociny,2024-06-24,19:19:51
Park Praski,01,26,Metro Młociny,2024-06-24,19:20:47
Stare Miasto,02,26,Metro Młociny,2024-06-24,19:23:23
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-06-24,19:25:14
Kino Femina,06,26,Metro Młociny,2024-06-24,19:27:06
Wola-Ratusz,04,26,Metro Młociny,2024-06-24,19:28:58
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-06-24,19:18:00
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-06-24,19:19:19
Dw.Gdański,03,500,Bródno Podgrodzie,2024-06-24,19:20:42
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-06-24,19:24:12
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-24,19:27:13
Rogowska,02,500,Bródno Podgrodzie,2024-06-24,19:28:12
Kołowa,02,500,Bródno Podgrodzie,2024-06-24,19:29:25
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-24,19:16:04
Międzynarodowa,01,523,Stare Bemowo,2024-06-24,19:17:34
Saska,01,523,Stare Bemowo,2024-06-24,19:18:45
Rozbrat,02,523,Stare Bemowo,2024-06-24,19:20:55
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-24,19:22:37
Marszałkowska,02,523,Stare Bemowo,2024-06-24,19:23:24
Metro Politechnika,02,523,Stare Bemowo,2024-06-24,19:24:35
Szwedzka,01,190,Os. Górczewska,2024-06-24,19:16:42
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-24,19:18:34
Dw.Wileński,03,190,Os. Górczewska,2024-06-24,19:21:27
Park Praski,01,190,Os. Górczewska,2024-06-24,19:22:48
Stare Miasto,02,190,Os. Górczewska,2024-06-24,19:24:48
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-24,19:26:44
Kino Femina,02,190,Os. Górczewska,2024-06-24,19:28:04
Wola-Ratusz,02,190,Os. Górczewska,2024-06-24,19:30:27
Ogrody Działkowe Czerniaków,02,148,Wiatraczna,2024-06-24,19:18:59
Małe Siekierki,02,148,Wiatraczna,2024-06-24,19:20:55
Siekierki-Sanktuarium,02,148,Wiatraczna,2024-06-24,19:22:05
most Siekierkowski,04,148,Wiatraczna,2024-06-24,19:23:48
Gocław,06,148,Wiatraczna,2024-06-24,19:25:46
Horbaczewskiego,02,148,Wiatraczna,2024-06-24,19:26:53
Bora-Komorowskiego,04,148,Wiatraczna,2024-06-24,19:28:24
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-24,19:19:17
Berezyńska,01,9,P+R Al. Krakowska,2024-06-24,19:20:54
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-24,19:22:53
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-24,19:24:47
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-24,19:27:55
Krucza,06,9,P+R Al. Krakowska,2024-06-24,19:28:55
Centrum,10,9,P+R Al. Krakowska,2024-06-24,19:31:58
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-24,19:19:33
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-24,19:20:55
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-24,19:22:02
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-24,19:23:50
Saska,02,523,PKP Olszynka Grochowska,2024-06-24,19:26:44
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-24,19:27:39
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-24,19:29:04
Wola-Ratusz,03,26,Wiatraczna,2024-06-24,19:19:14
Kino Femina,05,26,Wiatraczna,2024-06-24,19:20:14
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-06-24,19:23:06
Stare Miasto,01,26,Wiatraczna,2024-06-24,19:25:33
Park Praski,02,26,Wiatraczna,2024-06-24,19:27:34
Dw.Wileński,07,26,Wiatraczna,2024-06-24,19:29:30
Ząbkowska,03,26,Wiatraczna,2024-06-24,19:30:20
Kijowska,03,26,Wiatraczna,2024-06-24,19:31:56
Wola-Ratusz,01,190,CH Marki,2024-06-24,19:19:56
Kino Femina,01,190,CH Marki,2024-06-24,19:22:05
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-24,19:25:26
Stare Miasto,01,190,CH Marki,2024-06-24,19:27:18
Park Praski,02,190,CH Marki,2024-06-24,19:29:39
Dw.Wileński,04,190,CH Marki,2024-06-24,19:31:57
Rzeszotarskiej,02,190,CH Marki,2024-06-24,19:33:18
Szwedzka,02,190,CH Marki,2024-06-24,19:34:17
Wiatraczna,22,521,Falenica,2024-06-24,19:20:25
Dw.Gdański,05,6,Gocławek,2024-06-24,19:21:02
KS Polonia,01,6,Gocławek,2024-06-24,19:22:08
Park Traugutta,05,6,Gocławek,2024-06-24,19:23:45
most Gdański,03,6,Gocławek,2024-06-24,19:25:18
Wybrzeże Helskie,04,6,Gocławek,2024-06-24,19:26:16
rondo Starzyńskiego,04,6,Gocławek,2024-06-24,19:27:06
pl.Hallera,03,6,Gocławek,2024-06-24,19:29:08
pl.Zawiszy,03,521,Falenica,2024-06-24,19:17:50
Dw.Centralny,01,521,Falenica,2024-06-24,19:19:40
Centrum,15,521,Falenica,2024-06-24,19:22:28
Muzeum Narodowe,01,521,Falenica,2024-06-24,19:25:26
rondo Waszyngtona,02,521,Falenica,2024-06-24,19:28:49
Grenadierów,02,521,Falenica,2024-06-24,19:33:43
Wiatraczna,22,521,Falenica,2024-06-24,19:36:50
pl.Hallera,04,6,Metro Młociny,2024-06-24,19:22:25
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-24,19:24:02
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-24,19:25:13
most Gdański,04,6,Metro Młociny,2024-06-24,19:26:21
Park Traugutta,04,6,Metro Młociny,2024-06-24,19:27:58
KS Polonia,02,6,Metro Młociny,2024-06-24,19:29:41
Dw.Gdański,06,6,Metro Młociny,2024-06-24,19:31:07
Szwedzka,01,190,Os. Górczewska,2024-06-24,19:22:36
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-24,19:23:50
Dw.Wileński,03,190,Os. Górczewska,2024-06-24,19:25:35
Park Praski,01,190,Os. Górczewska,2024-06-24,19:27:05
Stare Miasto,02,190,Os. Górczewska,2024-06-24,19:29:27
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-24,19:31:21
Kino Femina,02,190,Os. Górczewska,2024-06-24,19:33:16
Wola-Ratusz,02,190,Os. Górczewska,2024-06-24,19:34:27
Centrum,09,9,Gocławek,2024-06-24,19:23:21
Krucza,05,9,Gocławek,2024-06-24,19:24:07
Muzeum Narodowe,05,9,Gocławek,2024-06-24,19:25:15
most Poniatowskiego,03,9,Gocławek,2024-06-24,19:28:01
rondo Waszyngtona,06,9,Gocławek,2024-06-24,19:29:43
Berezyńska,02,9,Gocławek,2024-06-24,19:31:36
Park Skaryszewski,04,9,Gocławek,2024-06-24,19:32:58
PKP Powiśle,04,162,Pl Hallera,2024-06-24,19:24:15
Topiel,01,162,Pl Hallera,2024-06-24,19:26:18
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-06-24,19:27:40
most Świętokrzyski,02,162,Pl Hallera,2024-06-24,19:29:25
os.Panieńska,02,162,Pl Hallera,2024-06-24,19:30:45
Sierakowskiego,02,162,Pl Hallera,2024-06-24,19:31:33
Ząbkowska,06,162,Pl Hallera,2024-06-24,19:33:05
Dw.Wileński,02,162,Pl Hallera,2024-06-24,19:34:41
Kijowska,04,26,Metro Młociny,2024-06-24,19:25:35
Ząbkowska,04,26,Metro Młociny,2024-06-24,19:26:20
Dw.Wileński,03,26,Metro Młociny,2024-06-24,19:29:27
Park Praski,01,26,Metro Młociny,2024-06-24,19:30:42
Stare Miasto,02,26,Metro Młociny,2024-06-24,19:33:04
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-06-24,19:35:05
Kino Femina,06,26,Metro Młociny,2024-06-24,19:37:26
Wola-Ratusz,04,26,Metro Młociny,2024-06-24,19:38:37
PKP Powiśle,04,162,Pl Hallera,2024-06-24,19:36:52
Topiel,01,162,Pl Hallera,2024-06-24,19:35:39
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-06-24,19:33:18
most Świętokrzyski,02,162,Pl Hallera,2024-06-24,19:32:19
os.Panieńska,02,162,Pl Hallera,2024-06-24,19:29:24
Sierakowskiego,02,162,Pl Hallera,2024-06-24,19:28:15
Ząbkowska,06,162,Pl Hallera,2024-06-24,19:27:05
Dw.Wileński,02,162,Pl Hallera,2024-06-24,19:24:50
Wola-Ratusz,01,190,CH Marki,2024-06-24,19:25:41
Kino Femina,01,190,CH Marki,2024-06-24,19:28:13
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-24,19:29:11
Stare Miasto,01,190,CH Marki,2024-06-24,19:30:46
Park Praski,02,190,CH Marki,2024-06-24,19:32:51
Dw.Wileński,04,190,CH Marki,2024-06-24,19:34:11
Rzeszotarskiej,02,190,CH Marki,2024-06-24,19:36:11
Szwedzka,02,190,CH Marki,2024-06-24,19:37:21
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-24,19:27:33
Berezyńska,01,9,P+R Al. Krakowska,2024-06-24,19:28:59
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-24,19:30:50
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-24,19:32:41
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-24,19:35:07
Krucza,06,9,P+R Al. Krakowska,2024-06-24,19:36:23
Centrum,10,9,P+R Al. Krakowska,2024-06-24,19:38:29
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-24,19:27:54
Międzynarodowa,01,523,Stare Bemowo,2024-06-24,19:29:28
Saska,01,523,Stare Bemowo,2024-06-24,19:30:51
Rozbrat,02,523,Stare Bemowo,2024-06-24,19:32:55
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-24,19:34:30
Marszałkowska,02,523,Stare Bemowo,2024-06-24,19:35:18
Metro Politechnika,02,523,Stare Bemowo,2024-06-24,19:37:23
Kołowa,01,500,rondo Radosława,2024-06-24,19:28:25
Rogowska,01,500,rondo Radosława,2024-06-24,19:29:23
rondo Żaba,01,500,rondo Radosława,2024-06-24,19:30:13
rondo Starzyńskiego,01,500,rondo Radosława,2024-06-24,19:33:06
Dw.Gdański,04,500,rondo Radosława,2024-06-24,19:35:51
Baseny Inflancka,02,500,rondo Radosława,2024-06-24,19:36:53
"rondo ""Radosława""",04,500,rondo Radosława,2024-06-24,19:40:18
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-24,19:28:27
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-24,19:30:15
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-24,19:31:25
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-24,19:32:31
Saska,02,523,PKP Olszynka Grochowska,2024-06-24,19:35:06
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-24,19:35:53
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-24,19:37:26
Centrum,09,9,Gocławek,2024-06-24,19:27:33
Krucza,05,9,Gocławek,2024-06-24,19:29:21
Muzeum Narodowe,05,9,Gocławek,2024-06-24,19:30:21
most Poniatowskiego,03,9,Gocławek,2024-06-24,19:34:21
rondo Waszyngtona,06,9,Gocławek,2024-06-24,19:36:05
Berezyńska,02,9,Gocławek,2024-06-24,19:37:47
Park Skaryszewski,04,9,Gocławek,2024-06-24,19:39:14
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-06-24,19:31:11
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-06-24,19:32:28
Dw.Gdański,03,500,Bródno Podgrodzie,2024-06-24,19:33:30
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-06-24,19:36:15
rondo Żaba,02,500,Bródno Podgrodzie,2024-06-24,19:40:26
Rogowska,02,500,Bródno Podgrodzie,2024-06-24,19:41:16
Kołowa,02,500,Bródno Podgrodzie,2024-06-24,19:42:02
pl.Wilsona,05,114,Bródno Podgrodzie,2024-06-24,19:33:04
Czarnieckiego,01,114,Bródno Podgrodzie,2024-06-24,19:33:34
Centrum Olimpijskie,02,114,Bródno Podgrodzie,2024-06-24,19:35:04
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-06-24,19:36:34
Żerań FSO,04,114,Bródno Podgrodzie,2024-06-24,19:38:35
PKP Toruńska,02,114,Bródno Podgrodzie,2024-06-24,19:40:35
Bazyliańska,01,114,Bródno Podgrodzie,2024-06-24,19:42:05
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-06-24,19:33:33
Horbaczewskiego,01,148,Lotnisko Chopina,2024-06-24,19:34:33
Gocław,09,148,Lotnisko Chopina,2024-06-24,19:36:13
most Siekierkowski,03,148,Lotnisko Chopina,2024-06-24,19:37:13
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-06-24,19:39:14
Małe Siekierki,01,148,Lotnisko Chopina,2024-06-24,19:41:14
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-06-24,19:41:54
Szwedzka,01,190,Os. Górczewska,2024-06-24,19:32:29
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-24,19:33:29
Dw.Wileński,03,190,Os. Górczewska,2024-06-24,19:35:51
Park Praski,01,190,Os. Górczewska,2024-06-24,19:37:05
Stare Miasto,02,190,Os. Górczewska,2024-06-24,19:39:24
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-24,19:41:50
Kino Femina,02,190,Os. Górczewska,2024-06-24,19:43:20
Wola-Ratusz,02,190,Os. Górczewska,2024-06-24,19:44:49
Szwedzka,02,190,CH Marki,2024-06-24,19:32:31
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-24,19:33:32
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-24,19:34:29
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-24,19:35:42
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-24,19:36:54
Saska,02,523,PKP Olszynka Grochowska,2024-06-24,19:40:11
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-24,19:41:19
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-24,19:42:35
Wola-Ratusz,03,26,Wiatraczna,2024-06-24,19:31:50
Kino Femina,05,26,Wiatraczna,2024-06-24,19:34:20
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-06-24,19:37:28
Stare Miasto,01,26,Wiatraczna,2024-06-24,19:39:11
Park Praski,02,26,Wiatraczna,2024-06-24,19:42:00
Dw.Wileński,07,26,Wiatraczna,2024-06-24,19:43:25
Ząbkowska,03,26,Wiatraczna,2024-06-24,19:44:26
Kijowska,03,26,Wiatraczna,2024-06-24,19:47:30
Pelcowizna,06,114,UKSW,2024-06-24,19:35:50
PKP Toruńska,01,114,UKSW,2024-06-24,19:37:25
Żerań FSO,03,114,UKSW,2024-06-24,19:38:31
most Grota-Roweckiego,01,114,UKSW,2024-06-24,19:40:28
Czarnieckiego,02,114,UKSW,2024-06-24,19:43:35
pl.Wilsona,06,114,UKSW,2024-06-24,19:45:10
Suzina,02,114,UKSW,2024-06-24,19:46:55
PKP Powiśle,04,162,Pl Hallera,2024-06-24,19:45:31
Topiel,01,162,Pl Hallera,2024-06-24,19:43:51
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-06-24,19:42:00
most Świętokrzyski,02,162,Pl Hallera,2024-06-24,19:41:06
os.Panieńska,02,162,Pl Hallera,2024-06-24,19:39:41
Sierakowskiego,02,162,Pl Hallera,2024-06-24,19:38:16
Ząbkowska,06,162,Pl Hallera,2024-06-24,19:36:50
Dw.Wileński,02,162,Pl Hallera,2024-06-24,19:34:53
Przyczółek Grochowski,01,523,Stare Bemowo,2024-06-24,19:35:53
Międzynarodowa,01,523,Stare Bemowo,2024-06-24,19:37:26
Saska,01,523,Stare Bemowo,2024-06-24,19:38:44
Rozbrat,02,523,Stare Bemowo,2024-06-24,19:41:05
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-06-24,19:43:01
Marszałkowska,02,523,Stare Bemowo,2024-06-24,19:43:58
Metro Politechnika,02,523,Stare Bemowo,2024-06-24,19:45:32
PKP Powiśle,04,162,Pl Hallera,2024-06-24,19:36:16
Topiel,01,162,Pl Hallera,2024-06-24,19:37:24
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-06-24,19:38:21
most Świętokrzyski,02,162,Pl Hallera,2024-06-24,19:41:16
os.Panieńska,02,162,Pl Hallera,2024-06-24,19:42:46
Sierakowskiego,02,162,Pl Hallera,2024-06-24,19:43:58
Ząbkowska,06,162,Pl Hallera,2024-06-24,19:46:54
Dw.Wileński,02,162,Pl Hallera,2024-06-24,19:49:26
pl.Hallera,04,6,Metro Młociny,2024-06-24,19:36:05
rondo Starzyńskiego,03,6,Metro Młociny,2024-06-24,19:38:13
Wybrzeże Helskie,03,6,Metro Młociny,2024-06-24,19:39:09
most Gdański,04,6,Metro Młociny,2024-06-24,19:41:06
Park Traugutta,04,6,Metro Młociny,2024-06-24,19:41:52
KS Polonia,02,6,Metro Młociny,2024-06-24,19:43:49
Dw.Gdański,06,6,Metro Młociny,2024-06-24,19:44:50
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-24,19:36:42
Berezyńska,01,9,P+R Al. Krakowska,2024-06-24,19:38:08
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-24,19:40:00
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-24,19:42:21
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-24,19:44:27
Krucza,06,9,P+R Al. Krakowska,2024-06-24,19:45:27
Centrum,10,9,P+R Al. Krakowska,2024-06-24,19:46:53
Dw.Gdański,05,6,Gocławek,2024-06-24,19:37:20
KS Polonia,01,6,Gocławek,2024-06-24,19:38:31
Park Traugutta,05,6,Gocławek,2024-06-24,19:40:01
most Gdański,03,6,Gocławek,2024-06-24,19:40:37
Wybrzeże Helskie,04,6,Gocławek,2024-06-24,19:42:01
rondo Starzyńskiego,04,6,Gocławek,2024-06-24,19:42:48
pl.Hallera,03,6,Gocławek,2024-06-24,19:45:05
Wiatraczna,03,521,Szczęśliwice,2024-06-24,19:33:57
Grenadierów,01,521,Szczęśliwice,2024-06-24,19:34:57
rondo Waszyngtona,01,521,Szczęśliwice,2024-06-24,19:38:47
Muzeum Narodowe,02,521,Szczęśliwice,2024-06-24,19:41:57
Centrum,06,521,Szczęśliwice,2024-06-24,19:46:17
Dw.Centralny,02,521,Szczęśliwice,2024-06-24,19:48:37
pl.Zawiszy,04,521,Szczęśliwice,2024-06-24,19:52:07
Wola-Ratusz,01,190,CH Marki,2024-06-24,19:37:49
Kino Femina,01,190,CH Marki,2024-06-24,19:40:09
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-24,19:42:49
Stare Miasto,01,190,CH Marki,2024-06-24,19:45:12
Park Praski,02,190,CH Marki,2024-06-24,19:47:20
Dw.Wileński,04,190,CH Marki,2024-06-24,19:50:04
Rzeszotarskiej,02,190,CH Marki,2024-06-24,19:51:25
Szwedzka,02,190,CH Marki,2024-06-24,19:52:13
Ogrody Działkowe Czerniaków,02,148,Wiatraczna,2024-06-24,19:38:12
Małe Siekierki,02,148,Wiatraczna,2024-06-24,19:39:35
Siekierki-Sanktuarium,02,148,Wiatraczna,2024-06-24,19:41:16
most Siekierkowski,04,148,Wiatraczna,2024-06-24,19:43:56
Gocław,06,148,Wiatraczna,2024-06-24,19:47:17
Horbaczewskiego,02,148,Wiatraczna,2024-06-24,19:47:56
Bora-Komorowskiego,04,148,Wiatraczna,2024-06-24,19:49:27
Kijowska,04,26,Metro Młociny,2024-06-24,19:39:14
Ząbkowska,04,26,Metro Młociny,2024-06-24,19:40:10
Dw.Wileński,03,26,Metro Młociny,2024-06-24,19:43:25
Park Praski,01,26,Metro Młociny,2024-06-24,19:44:12
Stare Miasto,02,26,Metro Młociny,2024-06-24,19:47:10
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-06-24,19:49:11
Kino Femina,06,26,Metro Młociny,2024-06-24,19:51:24
Wola-Ratusz,04,26,Metro Młociny,2024-06-24,19:53:12
Wola-Ratusz,01,190,CH Marki,2024-06-24,19:39:30
Kino Femina,01,190,CH Marki,2024-06-24,19:40:05
Metro Ratusz-Arsenał,09,190,CH Marki,2024-06-24,19:40:40
Stare Miasto,01,190,CH Marki,2024-06-24,19:42:00
Park Praski,02,190,CH Marki,2024-06-24,19:43:30
Dw.Wileński,04,190,CH Marki,2024-06-24,19:43:55
Rzeszotarskiej,02,190,CH Marki,2024-06-24,19:44:45
Szwedzka,02,190,CH Marki,2024-06-24,19:45:10
Centrum,09,9,Gocławek,2024-06-24,19:41:07
Krucza,05,9,Gocławek,2024-06-24,19:42:17
Muzeum Narodowe,05,9,Gocławek,2024-06-24,19:43:15
most Poniatowskiego,03,9,Gocławek,2024-06-24,19:45:57
rondo Waszyngtona,06,9,Gocławek,2024-06-24,19:48:19
Berezyńska,02,9,Gocławek,2024-06-24,19:49:45
Park Skaryszewski,04,9,Gocławek,2024-06-24,19:51:15
Kołowa,01,500,rondo Radosława,2024-06-24,19:42:31
Rogowska,01,500,rondo Radosława,2024-06-24,19:43:23
rondo Żaba,01,500,rondo Radosława,2024-06-24,19:43:58
rondo Starzyńskiego,01,500,rondo Radosława,2024-06-24,19:47:17
Dw.Gdański,04,500,rondo Radosława,2024-06-24,19:49:50
Baseny Inflancka,02,500,rondo Radosława,2024-06-24,19:51:24
"rondo ""Radosława""",04,500,rondo Radosława,2024-06-24,19:55:50
Szwedzka,01,190,Os. Górczewska,2024-06-24,19:42:24
Rzeszotarskiej,01,190,Os. Górczewska,2024-06-24,19:43:25
Dw.Wileński,03,190,Os. Górczewska,2024-06-24,19:45:31
Park Praski,01,190,Os. Górczewska,2024-06-24,19:46:33
Stare Miasto,02,190,Os. Górczewska,2024-06-24,19:48:08
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-06-24,19:50:28
Kino Femina,02,190,Os. Górczewska,2024-06-24,19:53:12
Wola-Ratusz,02,190,Os. Górczewska,2024-06-24,19:55:03
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-06-24,19:43:02
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-06-24,19:44:36
pl.Na Rozdrożu,55,523,PKP Olszynka Grochowska,2024-06-24,19:45:35
Rozbrat,01,523,PKP Olszynka Grochowska,2024-06-24,19:46:56
Saska,02,523,PKP Olszynka Grochowska,2024-06-24,19:49:22
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-06-24,19:50:25
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-06-24,19:51:52
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-06-24,19:43:18
Berezyńska,01,9,P+R Al. Krakowska,2024-06-24,19:44:53
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-06-24,19:46:38
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-06-24,19:48:46
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-06-24,19:51:28
Krucza,06,9,P+R Al. Krakowska,2024-06-24,19:52:53
Centrum,10,9,P+R Al. Krakowska,2024-06-24,19:53:37
Centrum,09,9,Gocławek,2024-06-24,19:43:49
Krucza,05,9,Gocławek,2024-06-24,19:45:55
Muzeum Narodowe,05,9,Gocławek,2024-06-24,19:46:36
most Poniatowskiego,03,9,Gocławek,2024-06-24,19:49:12
rondo Waszyngtona,06,9,Gocławek,2024-06-24,19:51:13
Berezyńska,02,9,Gocławek,2024-06-24,19:52:49
Park Skaryszewski,04,9,Gocławek,2024-06-24,19:53:59
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-06-24,19:47:17
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-06-24,19:48:37
