przystanek,nr_przystanku,linia,kierunek,dzień,godzina przyjazdu
Szwedzka,01,190,Os. Górczewska,2024-07-04,21:35:07
Szwedzka,01,190,Os. Górczewska,2024-07-04,19:45:18
Szwedzka,01,190,Os. Górczewska,2024-07-04,19:02:29
Szwedzka,02,190,CH Marki,2024-07-04,00:56:12
Szwedzka,02,190,CH Marki,2024-07-04,02:01:02
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-04,02:42:31
Szwedzka,01,190,Os. Górczewska,2024-07-04,02:52:20
Szwedzka,01,190,Os. Górczewska,2024-07-04,21:35:07
Szwedzka,01,190,Os. Górczewska,2024-07-04,19:45:18
Szwedzka,01,190,Os. Górczewska,2024-07-04,19:02:29
Szwedzka,02,190,CH Marki,2024-07-04,00:56:12
Szwedzka,02,190,CH Marki,2024-07-04,02:01:02
Rogowska,01,500,rondo Radosława,2024-07-04,03:04:55
Szwedzka,01,190,Os. Górczewska,2024-07-04,03:13:42
Szwedzka,01,190,Os. Górczewska,2024-07-04,21:35:07
Szwedzka,01,190,Os. Górczewska,2024-07-04,19:45:18
Szwedzka,01,190,Os. Górczewska,2024-07-04,19:02:29
Szwedzka,02,190,CH Marki,2024-07-04,00:56:12
Szwedzka,02,190,CH Marki,2024-07-04,02:01:02
Rogowska,01,500,rondo Radosława,2024-07-04,03:27:40
Szwedzka,01,190,Os. Górczewska,2024-07-04,21:35:07
Szwedzka,01,190,Os. Górczewska,2024-07-04,19:02:29
Szwedzka,02,190,CH Marki,2024-07-04,02:01:02
Rogowska,01,500,rondo Radosława,2024-07-04,03:38:36
Szwedzka,01,190,Os. Górczewska,2024-07-04,09:06:00
Szwedzka,02,190,CH Marki,2024-07-04,03:52:45
Szwedzka,01,190,Os. Górczewska,2024-07-04,21:35:07
Szwedzka,01,190,Os. Górczewska,2024-07-04,19:02:29
Szwedzka,01,190,Os. Górczewska,2024-07-04,03:54:41
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-04,03:55:24
Dw.Wileński,03,190,Os. Górczewska,2024-07-04,03:56:54
Park Praski,01,190,Os. Górczewska,2024-07-04,03:57:18
Stare Miasto,02,190,Os. Górczewska,2024-07-04,03:59:04
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-04,04:01:17
Kino Femina,02,190,Os. Górczewska,2024-07-04,04:02:53
Wola-Ratusz,02,190,Os. Górczewska,2024-07-04,04:04:06
Rogowska,01,500,rondo Radosława,2024-07-04,03:56:31
Szwedzka,02,190,CH Marki,2024-07-04,04:06:07
Szwedzka,01,190,Os. Górczewska,2024-07-04,04:07:21
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-07-04,04:07:38
Żerań FSO,04,114,Bródno Podgrodzie,2024-07-04,04:09:13
PKP Toruńska,02,114,Bródno Podgrodzie,2024-07-04,04:10:13
Bazyliańska,01,114,Bródno Podgrodzie,2024-07-04,04:10:30
Szwedzka,01,190,Os. Górczewska,2024-07-04,19:02:29
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-04,04:19:59
Rogowska,02,500,Bródno Podgrodzie,2024-07-04,04:19:59
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-04,04:20:19
Międzynarodowa,01,523,Stare Bemowo,2024-07-04,04:21:44
Saska,01,523,Stare Bemowo,2024-07-04,04:22:51
Rozbrat,02,523,Stare Bemowo,2024-07-04,04:25:12
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-04,04:27:04
Marszałkowska,02,523,Stare Bemowo,2024-07-04,04:28:05
Metro Politechnika,02,523,Stare Bemowo,2024-07-04,04:29:49
Szwedzka,01,190,Os. Górczewska,2024-07-04,04:23:24
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-04,04:25:09
Dw.Wileński,03,190,Os. Górczewska,2024-07-04,04:26:59
Park Praski,01,190,Os. Górczewska,2024-07-04,04:27:29
Stare Miasto,02,190,Os. Górczewska,2024-07-04,04:29:24
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-04,04:30:35
Kino Femina,02,190,Os. Górczewska,2024-07-04,04:31:48
Wola-Ratusz,02,190,Os. Górczewska,2024-07-04,04:32:47
Szwedzka,02,190,CH Marki,2024-07-04,04:24:16
Kijowska,03,26,Wiatraczna,2024-07-04,04:24:35
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-07-04,04:30:35
Horbaczewskiego,01,148,Lotnisko Chopina,2024-07-04,04:31:14
Gocław,09,148,Lotnisko Chopina,2024-07-04,04:33:16
most Siekierkowski,03,148,Lotnisko Chopina,2024-07-04,04:34:14
Siekierki-Sanktuarium,01,148,Lotnisko Chopina,2024-07-04,04:36:20
Małe Siekierki,01,148,Lotnisko Chopina,2024-07-04,04:39:09
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-07-04,04:39:44
Centrum,09,9,Gocławek,2024-07-04,04:28:06
Krucza,05,9,Gocławek,2024-07-04,04:28:52
most Poniatowskiego,03,9,Gocławek,2024-07-04,04:32:53
rondo Waszyngtona,06,9,Gocławek,2024-07-04,04:34:31
Berezyńska,02,9,Gocławek,2024-07-04,04:36:06
Park Skaryszewski,04,9,Gocławek,2024-07-04,04:37:38
Berezyńska,01,9,P+R Al. Krakowska,2024-07-04,04:29:44
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-04,04:30:09
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-04,04:32:10
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-04,04:34:31
Krucza,06,9,P+R Al. Krakowska,2024-07-04,04:35:52
Centrum,10,9,P+R Al. Krakowska,2024-07-04,04:36:52
Szwedzka,02,190,CH Marki,2024-07-04,02:01:02
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-04,04:33:13
Rogowska,02,500,Bródno Podgrodzie,2024-07-04,04:34:34
Kołowa,02,500,Bródno Podgrodzie,2024-07-04,04:34:45
Pelcowizna,06,114,UKSW,2024-07-04,04:36:58
PKP Toruńska,01,114,UKSW,2024-07-04,04:37:57
Żerań FSO,03,114,UKSW,2024-07-04,04:38:29
most Grota-Roweckiego,01,114,UKSW,2024-07-04,04:40:40
Czarnieckiego,02,114,UKSW,2024-07-04,04:42:47
pl.Wilsona,06,114,UKSW,2024-07-04,04:46:16
Suzina,02,114,UKSW,2024-07-04,04:46:50
Szwedzka,02,190,CH Marki,2024-07-04,04:35:55
Berezyńska,01,9,P+R Al. Krakowska,2024-07-04,04:36:04
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-04,04:36:34
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-04,04:38:50
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-04,04:41:27
Krucza,06,9,P+R Al. Krakowska,2024-07-04,04:41:52
Centrum,10,9,P+R Al. Krakowska,2024-07-04,04:42:42
Szwedzka,01,190,Os. Górczewska,2024-07-04,04:36:46
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-04,04:37:56
Dw.Wileński,03,190,Os. Górczewska,2024-07-04,04:40:41
Park Praski,01,190,Os. Górczewska,2024-07-04,04:41:33
Stare Miasto,02,190,Os. Górczewska,2024-07-04,04:43:31
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-04,04:45:27
Kino Femina,02,190,Os. Górczewska,2024-07-04,04:47:16
Wola-Ratusz,02,190,Os. Górczewska,2024-07-04,04:48:45
Wola-Ratusz,01,190,CH Marki,2024-07-04,04:39:58
Kino Femina,01,190,CH Marki,2024-07-04,04:41:09
Metro Ratusz-Arsenał,09,190,CH Marki,2024-07-04,04:43:33
Stare Miasto,01,190,CH Marki,2024-07-04,04:45:24
Park Praski,02,190,CH Marki,2024-07-04,04:47:04
Dw.Wileński,04,190,CH Marki,2024-07-04,04:48:14
Rzeszotarskiej,02,190,CH Marki,2024-07-04,04:49:59
Szwedzka,02,190,CH Marki,2024-07-04,04:50:58
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-04,04:39:58
Rogowska,02,500,Bródno Podgrodzie,2024-07-04,04:39:58
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-04,04:40:44
Międzynarodowa,01,523,Stare Bemowo,2024-07-04,04:42:19
Saska,01,523,Stare Bemowo,2024-07-04,04:43:42
Rozbrat,02,523,Stare Bemowo,2024-07-04,04:46:20
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-04,04:47:39
Marszałkowska,02,523,Stare Bemowo,2024-07-04,04:48:37
Metro Politechnika,02,523,Stare Bemowo,2024-07-04,04:50:58
pl.Hallera,04,6,Metro Młociny,2024-07-04,04:41:03
rondo Starzyńskiego,03,6,Metro Młociny,2024-07-04,04:43:00
Wybrzeże Helskie,03,6,Metro Młociny,2024-07-04,04:44:07
most Gdański,04,6,Metro Młociny,2024-07-04,04:45:41
Park Traugutta,04,6,Metro Młociny,2024-07-04,04:47:07
Dw.Gdański,06,6,Metro Młociny,2024-07-04,04:49:32
Berezyńska,01,9,P+R Al. Krakowska,2024-07-04,04:41:52
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-04,04:42:17
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-04,04:44:08
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-04,04:47:09
Krucza,06,9,P+R Al. Krakowska,2024-07-04,04:48:50
Centrum,10,9,P+R Al. Krakowska,2024-07-04,04:49:51
"rondo ""Radosława""",03,500,Bródno Podgrodzie,2024-07-04,04:51:51
Baseny Inflancka,01,500,Bródno Podgrodzie,2024-07-04,04:50:56
Dw.Gdański,03,500,Bródno Podgrodzie,2024-07-04,04:49:55
rondo Starzyńskiego,02,500,Bródno Podgrodzie,2024-07-04,05:07:06
rondo Żaba,02,500,Bródno Podgrodzie,2024-07-04,04:43:30
Rogowska,02,500,Bródno Podgrodzie,2024-07-04,05:11:36
Kołowa,02,500,Bródno Podgrodzie,2024-07-04,05:12:41
Szwedzka,02,190,CH Marki,2024-07-04,04:45:03
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-07-04,04:45:44
Berezyńska,01,9,P+R Al. Krakowska,2024-07-04,04:47:30
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-04,04:49:16
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-04,04:51:22
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-04,04:54:29
Krucza,06,9,P+R Al. Krakowska,2024-07-04,04:56:04
Centrum,10,9,P+R Al. Krakowska,2024-07-04,04:57:35
Dw.Wileński,01,162,EC Siekierki,2024-07-04,04:45:42
Sierakowskiego,01,162,EC Siekierki,2024-07-04,04:47:58
os.Panieńska,01,162,EC Siekierki,2024-07-04,04:48:52
most Świętokrzyski,03,162,EC Siekierki,2024-07-04,04:50:27
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-07-04,04:51:33
Topiel,03,162,EC Siekierki,2024-07-04,04:53:11
PKP Powiśle,03,162,EC Siekierki,2024-07-04,04:54:32
Centrum,09,9,Gocławek,2024-07-04,04:46:44
Krucza,05,9,Gocławek,2024-07-04,04:47:50
Muzeum Narodowe,05,9,Gocławek,2024-07-04,04:48:30
most Poniatowskiego,03,9,Gocławek,2024-07-04,04:51:21
rondo Waszyngtona,06,9,Gocławek,2024-07-04,04:53:38
Berezyńska,02,9,Gocławek,2024-07-04,04:54:53
Park Skaryszewski,04,9,Gocławek,2024-07-04,04:56:09
Wola-Ratusz,03,26,Wiatraczna,2024-07-04,04:48:36
Kino Femina,05,26,Wiatraczna,2024-07-04,04:50:01
Metro Ratusz-Arsenał,09,26,Wiatraczna,2024-07-04,04:54:13
Stare Miasto,01,26,Wiatraczna,2024-07-04,04:56:09
Park Praski,02,26,Wiatraczna,2024-07-04,04:58:35
Dw.Wileński,07,26,Wiatraczna,2024-07-04,05:01:27
Ząbkowska,03,26,Wiatraczna,2024-07-04,05:01:27
Kijowska,03,26,Wiatraczna,2024-07-04,05:05:39
Kijowska,04,26,Metro Młociny,2024-07-04,04:50:49
Ząbkowska,04,26,Metro Młociny,2024-07-04,04:51:45
Dw.Wileński,03,26,Metro Młociny,2024-07-04,04:54:51
Park Praski,01,26,Metro Młociny,2024-07-04,04:56:07
Stare Miasto,02,26,Metro Młociny,2024-07-04,04:57:38
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-07-04,04:59:59
Kino Femina,06,26,Metro Młociny,2024-07-04,05:01:29
Wola-Ratusz,04,26,Metro Młociny,2024-07-04,05:03:20
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-07-04,04:50:00
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-07-04,04:52:21
pl.Na Rozdrożu,05,523,PKP Olszynka Grochowska,2024-07-04,04:53:18
Rozbrat,01,523,PKP Olszynka Grochowska,2024-07-04,04:54:40
Saska,02,523,PKP Olszynka Grochowska,2024-07-04,04:56:21
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-07-04,04:57:14
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-07-04,04:58:58
Szwedzka,01,190,Os. Górczewska,2024-07-04,04:49:59
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-04,04:50:54
Dw.Wileński,03,190,Os. Górczewska,2024-07-04,04:54:04
Park Praski,01,190,Os. Górczewska,2024-07-04,04:54:39
Stare Miasto,02,190,Os. Górczewska,2024-07-04,04:56:18
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-04,04:57:14
Kino Femina,02,190,Os. Górczewska,2024-07-04,04:57:59
Wola-Ratusz,02,190,Os. Górczewska,2024-07-04,04:58:54
Dw.Gdański,05,6,Gocławek,2024-07-04,04:52:02
Park Traugutta,05,6,Gocławek,2024-07-04,04:54:30
most Gdański,03,6,Gocławek,2024-07-04,04:56:06
Wybrzeże Helskie,04,6,Gocławek,2024-07-04,04:56:51
rondo Starzyńskiego,04,6,Gocławek,2024-07-04,04:57:37
pl.Hallera,03,6,Gocławek,2024-07-04,05:00:02
Szwedzka,01,190,Os. Górczewska,2024-07-04,04:52:13
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-04,04:53:16
Dw.Wileński,03,190,Os. Górczewska,2024-07-04,04:55:21
Park Praski,01,190,Os. Górczewska,2024-07-04,04:56:01
Stare Miasto,02,190,Os. Górczewska,2024-07-04,04:57:52
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-04,05:00:32
Kino Femina,02,190,Os. Górczewska,2024-07-04,05:01:57
Wola-Ratusz,02,190,Os. Górczewska,2024-07-04,05:03:42
Szwedzka,02,190,CH Marki,2024-07-04,04:52:18
PKP Powiśle,04,162,Pl Hallera,2024-07-04,04:53:56
Topiel,01,162,Pl Hallera,2024-07-04,04:55:13
Metro Centrum Nauki Kopernik,03,162,Pl Hallera,2024-07-04,04:56:10
most Świętokrzyski,02,162,Pl Hallera,2024-07-04,05:25:53
os.Panieńska,02,162,Pl Hallera,2024-07-04,05:00:25
Sierakowskiego,02,162,Pl Hallera,2024-07-04,05:22:31
Ząbkowska,06,162,Pl Hallera,2024-07-04,05:04:48
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-04,04:55:03
Międzynarodowa,01,523,Stare Bemowo,2024-07-04,04:57:14
Saska,01,523,Stare Bemowo,2024-07-04,04:58:00
Rozbrat,02,523,Stare Bemowo,2024-07-04,05:00:35
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-04,05:01:57
Marszałkowska,02,523,Stare Bemowo,2024-07-04,05:03:44
Metro Politechnika,02,523,Stare Bemowo,2024-07-04,05:04:54
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-07-04,04:49:52
Żerań FSO,04,114,Bródno Podgrodzie,2024-07-04,04:51:52
PKP Toruńska,02,114,Bródno Podgrodzie,2024-07-04,04:52:52
Bazyliańska,01,114,Bródno Podgrodzie,2024-07-04,05:24:25
Grenadierów,02,521,Falenica,2024-07-04,04:51:43
Wiatraczna,22,521,Falenica,2024-07-04,04:56:22
Kołowa,01,500,rondo Radosława,2024-07-04,05:27:43
Rogowska,01,500,rondo Radosława,2024-07-04,05:27:16
rondo Żaba,01,500,rondo Radosława,2024-07-04,05:26:53
rondo Starzyńskiego,01,500,rondo Radosława,2024-07-04,05:22:53
Dw.Gdański,04,500,rondo Radosława,2024-07-04,05:04:52
Baseny Inflancka,02,500,rondo Radosława,2024-07-04,05:06:15
"rondo ""Radosława""",04,500,rondo Radosława,2024-07-04,05:14:42
Kijowska,04,26,Metro Młociny,2024-07-04,05:11:22
Ząbkowska,04,26,Metro Młociny,2024-07-04,05:13:24
Dw.Wileński,03,26,Metro Młociny,2024-07-04,05:15:30
Park Praski,01,26,Metro Młociny,2024-07-04,05:16:20
Stare Miasto,02,26,Metro Młociny,2024-07-04,05:19:17
Metro Ratusz-Arsenał,10,26,Metro Młociny,2024-07-04,05:21:23
Kino Femina,06,26,Metro Młociny,2024-07-04,05:22:59
Wola-Ratusz,04,26,Metro Młociny,2024-07-04,05:25:20
Bora-Komorowskiego,01,148,Lotnisko Chopina,2024-07-04,04:58:55
Horbaczewskiego,01,148,Lotnisko Chopina,2024-07-04,05:00:29
Gocław,09,148,Lotnisko Chopina,2024-07-04,05:01:47
most Siekierkowski,03,148,Lotnisko Chopina,2024-07-04,05:03:37
Małe Siekierki,01,148,Lotnisko Chopina,2024-07-04,05:09:06
Ogrody Działkowe Czerniaków,01,148,Lotnisko Chopina,2024-07-04,05:10:09
pl.Hallera,04,6,Metro Młociny,2024-07-04,05:00:03
rondo Starzyńskiego,03,6,Metro Młociny,2024-07-04,05:01:32
Wybrzeże Helskie,03,6,Metro Młociny,2024-07-04,05:04:29
most Gdański,04,6,Metro Młociny,2024-07-04,05:04:29
Park Traugutta,04,6,Metro Młociny,2024-07-04,05:05:39
Dw.Gdański,06,6,Metro Młociny,2024-07-04,05:08:02
Dw.Wileński,04,190,CH Marki,2024-07-04,05:04:56
Rzeszotarskiej,02,190,CH Marki,2024-07-04,05:06:21
Szwedzka,02,190,CH Marki,2024-07-04,05:00:36
Park Skaryszewski,03,9,P+R Al. Krakowska,2024-07-04,05:04:32
Berezyńska,01,9,P+R Al. Krakowska,2024-07-04,05:05:37
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-04,05:07:58
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-04,05:09:59
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-04,05:12:05
Krucza,06,9,P+R Al. Krakowska,2024-07-04,05:13:21
Centrum,10,9,P+R Al. Krakowska,2024-07-04,05:13:46
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-04,05:04:53
Międzynarodowa,01,523,Stare Bemowo,2024-07-04,05:07:08
Saska,01,523,Stare Bemowo,2024-07-04,05:08:17
Rozbrat,02,523,Stare Bemowo,2024-07-04,05:10:23
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-04,05:11:43
Marszałkowska,02,523,Stare Bemowo,2024-07-04,05:12:45
Metro Politechnika,02,523,Stare Bemowo,2024-07-04,05:14:55
Pelcowizna,06,114,UKSW,2024-07-04,05:06:07
PKP Toruńska,01,114,UKSW,2024-07-04,04:44:36
Żerań FSO,03,114,UKSW,2024-07-04,04:44:06
most Grota-Roweckiego,01,114,UKSW,2024-07-04,05:10:08
Czarnieckiego,02,114,UKSW,2024-07-04,05:13:38
pl.Wilsona,06,114,UKSW,2024-07-04,05:17:08
Suzina,02,114,UKSW,2024-07-04,05:18:08
most Grota-Roweckiego,01,114,UKSW,2024-07-04,05:06:08
Centrum,09,9,Gocławek,2024-07-04,05:07:00
Krucza,05,9,Gocławek,2024-07-04,05:08:01
Muzeum Narodowe,05,9,Gocławek,2024-07-04,05:08:01
most Poniatowskiego,03,9,Gocławek,2024-07-04,05:11:23
rondo Waszyngtona,06,9,Gocławek,2024-07-04,05:13:39
Berezyńska,02,9,Gocławek,2024-07-04,05:15:45
Park Skaryszewski,04,9,Gocławek,2024-07-04,05:15:45
Szwedzka,02,190,CH Marki,2024-07-04,05:07:00
Dw.Wileński,01,162,EC Siekierki,2024-07-04,05:07:07
Sierakowskiego,01,162,EC Siekierki,2024-07-04,05:09:15
os.Panieńska,01,162,EC Siekierki,2024-07-04,05:09:15
most Świętokrzyski,03,162,EC Siekierki,2024-07-04,05:11:42
Metro Centrum Nauki Kopernik,04,162,EC Siekierki,2024-07-04,05:12:30
Topiel,03,162,EC Siekierki,2024-07-04,05:14:36
PKP Powiśle,03,162,EC Siekierki,2024-07-04,05:16:11
Szwedzka,01,190,Os. Górczewska,2024-07-04,05:08:17
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-04,05:09:13
Dw.Wileński,03,190,Os. Górczewska,2024-07-04,05:11:43
Park Praski,01,190,Os. Górczewska,2024-07-04,05:12:43
Stare Miasto,02,190,Os. Górczewska,2024-07-04,05:14:44
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-04,05:17:31
Kino Femina,02,190,Os. Górczewska,2024-07-04,05:19:18
Wola-Ratusz,02,190,Os. Górczewska,2024-07-04,05:20:43
rondo Waszyngtona,06,9,Gocławek,2024-07-04,05:06:58
Berezyńska,02,9,Gocławek,2024-07-04,05:07:58
Park Skaryszewski,04,9,Gocławek,2024-07-04,05:09:59
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-07-04,05:10:23
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-07-04,05:12:43
pl.Na Rozdrożu,05,523,PKP Olszynka Grochowska,2024-07-04,05:13:42
Rozbrat,01,523,PKP Olszynka Grochowska,2024-07-04,05:14:45
Saska,02,523,PKP Olszynka Grochowska,2024-07-04,05:16:59
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-07-04,05:17:57
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-07-04,05:19:19
Szwedzka,02,190,CH Marki,2024-07-04,05:10:23
Wola-Ratusz,01,190,CH Marki,2024-07-04,05:11:41
Kino Femina,01,190,CH Marki,2024-07-04,05:12:44
Metro Ratusz-Arsenał,09,190,CH Marki,2024-07-04,05:15:23
Stare Miasto,01,190,CH Marki,2024-07-04,05:16:47
Park Praski,02,190,CH Marki,2024-07-04,05:18:34
Dw.Wileński,04,190,CH Marki,2024-07-04,05:20:22
Rzeszotarskiej,02,190,CH Marki,2024-07-04,05:21:17
Szwedzka,02,190,CH Marki,2024-07-04,05:22:02
Dw.Gdański,05,6,Gocławek,2024-07-04,05:13:24
Park Traugutta,05,6,Gocławek,2024-07-04,05:16:21
most Gdański,03,6,Gocławek,2024-07-04,05:17:31
Wybrzeże Helskie,04,6,Gocławek,2024-07-04,05:18:52
rondo Starzyńskiego,04,6,Gocławek,2024-07-04,05:20:13
pl.Hallera,03,6,Gocławek,2024-07-04,05:21:58
Rogowska,01,500,rondo Radosława,2024-07-04,05:13:55
rondo Żaba,01,500,rondo Radosława,2024-07-04,05:13:55
rondo Starzyńskiego,01,500,rondo Radosława,2024-07-04,05:17:31
Dw.Gdański,04,500,rondo Radosława,2024-07-04,05:20:06
Baseny Inflancka,02,500,rondo Radosława,2024-07-04,05:23:06
"rondo ""Radosława""",04,500,rondo Radosława,2024-07-04,05:27:16
Przyczółek Grochowski,01,523,Stare Bemowo,2024-07-04,05:15:09
Międzynarodowa,01,523,Stare Bemowo,2024-07-04,05:16:47
Saska,01,523,Stare Bemowo,2024-07-04,05:17:57
Rozbrat,02,523,Stare Bemowo,2024-07-04,05:19:56
pl.Na Rozdrożu,06,523,Stare Bemowo,2024-07-04,05:21:33
Marszałkowska,02,523,Stare Bemowo,2024-07-04,05:22:43
Metro Politechnika,02,523,Stare Bemowo,2024-07-04,05:24:39
Szwedzka,01,190,Os. Górczewska,2024-07-04,05:17:04
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-04,05:17:51
Dw.Wileński,03,190,Os. Górczewska,2024-07-04,05:19:08
Park Praski,01,190,Os. Górczewska,2024-07-04,05:20:11
Stare Miasto,02,190,Os. Górczewska,2024-07-04,05:21:11
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-04,05:22:48
Kino Femina,02,190,Os. Górczewska,2024-07-04,05:24:22
Wola-Ratusz,02,190,Os. Górczewska,2024-07-04,05:25:42
pl.Wilsona,05,114,Bródno Podgrodzie,2024-07-04,05:19:18
Czarnieckiego,01,114,Bródno Podgrodzie,2024-07-04,05:19:54
Centrum Olimpijskie,02,114,Bródno Podgrodzie,2024-07-04,05:20:43
most Grota-Roweckiego,02,114,Bródno Podgrodzie,2024-07-04,05:22:07
Żerań FSO,04,114,Bródno Podgrodzie,2024-07-04,05:23:53
PKP Toruńska,02,114,Bródno Podgrodzie,2024-07-04,05:25:03
Bazyliańska,01,114,Bródno Podgrodzie,2024-07-04,05:25:54
Szwedzka,01,190,Os. Górczewska,2024-07-04,05:17:54
Rzeszotarskiej,01,190,Os. Górczewska,2024-07-04,05:18:55
Dw.Wileński,03,190,Os. Górczewska,2024-07-04,05:21:54
Park Praski,01,190,Os. Górczewska,2024-07-04,05:22:49
Stare Miasto,02,190,Os. Górczewska,2024-07-04,05:24:37
Metro Ratusz-Arsenał,10,190,Os. Górczewska,2024-07-04,05:26:49
Kino Femina,02,190,Os. Górczewska,2024-07-04,05:28:32
Wola-Ratusz,02,190,Os. Górczewska,2024-07-04,05:29:39
Ogrody Działkowe Czerniaków,02,148,Wiatraczna,2024-07-04,05:19:42
Małe Siekierki,02,148,Wiatraczna,2024-07-04,05:20:39
Siekierki-Sanktuarium,02,148,Wiatraczna,2024-07-04,05:22:43
most Siekierkowski,04,148,Wiatraczna,2024-07-04,05:25:15
Gocław,06,148,Wiatraczna,2024-07-04,05:28:45
Horbaczewskiego,02,148,Wiatraczna,2024-07-04,05:29:31
Bora-Komorowskiego,04,148,Wiatraczna,2024-07-04,05:30:42
Berezyńska,01,9,P+R Al. Krakowska,2024-07-04,05:19:16
rondo Waszyngtona,05,9,P+R Al. Krakowska,2024-07-04,05:20:02
most Poniatowskiego,04,9,P+R Al. Krakowska,2024-07-04,05:21:53
Muzeum Narodowe,06,9,P+R Al. Krakowska,2024-07-04,05:24:59
Krucza,06,9,P+R Al. Krakowska,2024-07-04,05:25:44
Centrum,10,9,P+R Al. Krakowska,2024-07-04,05:26:45
Wiatraczna,22,521,Falenica,2024-07-04,05:19:36
pl.Hallera,04,6,Metro Młociny,2024-07-04,05:21:05
rondo Starzyńskiego,03,6,Metro Młociny,2024-07-04,05:23:21
Wybrzeże Helskie,03,6,Metro Młociny,2024-07-04,05:24:16
most Gdański,04,6,Metro Młociny,2024-07-04,05:25:22
Park Traugutta,04,6,Metro Młociny,2024-07-04,05:27:38
Dw.Gdański,06,6,Metro Młociny,2024-07-04,05:30:15
Centrum,09,9,Gocławek,2024-07-04,05:22:02
Krucza,05,9,Gocławek,2024-07-04,05:22:02
most Poniatowskiego,03,9,Gocławek,2024-07-04,05:25:39
rondo Waszyngtona,06,9,Gocławek,2024-07-04,05:27:25
Park Skaryszewski,04,9,Gocławek,2024-07-04,05:30:01
Metro Politechnika,01,523,PKP Olszynka Grochowska,2024-07-04,05:23:09
Marszałkowska,01,523,PKP Olszynka Grochowska,2024-07-04,05:25:05
pl.Na Rozdrożu,05,523,PKP Olszynka Grochowska,2024-07-04,05:25:53
Rozbrat,01,523,PKP Olszynka Grochowska,2024-07-04,05:27:05
Saska,02,523,PKP Olszynka Grochowska,2024-07-04,05:30:06
Międzynarodowa,02,523,PKP Olszynka Grochowska,2024-07-04,05:30:46
Przyczółek Grochowski,02,523,PKP Olszynka Grochowska,2024-07-04,05:32:13
Kijowska,03,26,Wiatraczna,2024-07-04,05:22:58
Dw.Gdański,05,6,Gocławek,2024-07-04,05:23:39
Park Traugutta,05,6,Gocławek,2024-07-04,05:26:47
